SIMULATION PARAMETERS:
n = 18
m = 32
p = 2
resource_noise_scale = 0.41666666
q = 0.19463721
E_C = 0.19463721
E_R = 0.048659302
P_HF = 0.95
R_t = 253.65135
NATION PARAMETERS:
NATION 0:	k_S = 0.2	k_R = 0.2	k_A_bar = 0.6
NATION 1:	k_S = 0.2	k_R = 0.6	k_A_bar = 0.2
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	
10	11	3.0823061	4.6	Colonize	11	3.2447178	4.2	Colonize	
20	21	6.1517615	5.5	Colonize	21	5.693241	5.2	Colonize	
30	31	8.091763	6.0	Colonize	31	8.306352	5.733333	Colonize	
40	41	10.289684	6.25	Colonize	41	10.342467	6.1	Colonize	
50	51	12.517828	6.4	Colonize	51	13.175092	6.2	Colonize	
60	61	14.054245	6.6	Colonize	61	15.402477	6.4333334	Colonize	
70	71	15.779057	6.714286	Colonize	71	19.126438	6.457143	Colonize	
80	81	17.058762	6.8	Colonize	81	21.886465	6.65	Colonize	
90	91	18.57535	6.8444443	Colonize	91	24.177792	6.711111	Colonize	
100	101	20.720428	6.88	Colonize	101	25.775696	6.84	Colonize	
110	111	22.267778	6.9636364	Colonize	111	27.552517	6.8545456	Colonize	
120	121	24.459972	7.0	Colonize	121	28.634554	6.9166665	Colonize	
130	131	28.468166	7.0307693	Colonize	131	31.1416	6.876923	Colonize	
140	141	31.287704	7.0571427	Colonize	141	32.476307	6.9428573	Colonize	
150	151	34.49559	7.0933332	Colonize	151	33.296535	6.96	Colonize	
160	161	37.83754	7.125	Colonize	161	34.480457	6.9125	Colonize	
170	171	40.70302	7.1294117	Colonize	168	35.660713	6.8690476	Null	
180	181	41.934467	7.1555557	Contest	166	35.114338	6.8982034	Null	
190	184	40.535194	7.1630435	Contest	167	34.201942	6.922156	Contest	
200	193	40.441303	7.1770835	Contest	160	32.467926	6.9440994	Null	
210	203	41.88798	7.188119	Colonize	157	32.094845	6.942675	Null	
220	213	43.12167	7.207547	Colonize	156	31.955072	6.9615383	Null	
230	223	44.727325	7.2342343	Colonize	156	31.955072	6.9615383	Null	
240	233	47.07938	7.25	Colonize	156	31.955072	6.9615383	Null	
250	243	48.828423	7.2727275	Colonize	156	31.955072	6.9615383	Null	
260	253	50.538063	7.2936506	Colonize	156	31.955072	6.9615383	Null	
270	263	53.233376	7.29771	Colonize	156	31.955072	6.9615383	Null	
280	273	56.96484	7.3014708	Colonize	156	31.955072	6.9615383	Null	
290	283	59.6715	7.3120565	Colonize	156	31.955072	6.9615383	Null	
300	293	60.704853	7.3287673	Contest	154	31.606125	6.9548388	Null	
310	298	59.64108	7.308725	Contest	150	29.865429	6.885906	Contest	
320	306	59.72418	7.337705	Colonize	144	27.70946	6.8472223	Reinforce	
330	314	60.68022	7.3482428	Colonize	142	27.282497	6.8510637	Colonize	
340	321	62.235554	7.35625	Colonize	141	27.2212	6.8591547	Abandon	
350	330	64.29751	7.367781	Colonize	142	27.18518	6.8510637	Colonize	
360	337	65.59327	7.3690476	Colonize	142	27.18518	6.8510637	Colonize	
370	345	66.94523	7.377907	Colonize	142	27.18518	6.8510637	Colonize	
380	355	68.64658	7.3898306	Colonize	142	27.18518	6.8510637	Colonize	
390	365	70.51208	7.4010987	Colonize	142	27.18518	6.8510637	Colonize	
400	375	72.070206	7.406417	Colonize	142	27.18518	6.8510637	Colonize	
410	383	73.0443	7.418848	Colonize	142	27.18518	6.8510637	Colonize	
420	393	75.03455	7.428571	Colonize	142	27.18518	6.8510637	Colonize	
430	403	76.614586	7.4278607	Colonize	142	27.18518	6.8510637	Colonize	
440	413	78.51354	7.432039	Colonize	142	27.18518	6.8510637	Colonize	
450	419	80.7695	7.428571	Abandon	142	27.18518	6.8510637	Colonize	
460	419	80.7695	7.428571	Abandon	142	27.18518	6.8510637	Colonize	
470	419	80.7695	7.428571	Abandon	142	27.18518	6.8510637	Colonize	
480	419	80.7695	7.428571	Abandon	142	27.18518	6.8510637	Colonize	
490	419	80.7695	7.428571	Abandon	142	27.18518	6.8510637	Colonize	
