SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 20
recruit_likeliness = 0.001
defeat_likeliness = 0.1
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	NATION 10 SIZE	NATION 10 RESOURCES	NATION 11 SIZE	NATION 11 RESOURCES	NATION 12 SIZE	NATION 12 RESOURCES	NATION 13 SIZE	NATION 13 RESOURCES	NATION 14 SIZE	NATION 14 RESOURCES	NATION 15 SIZE	NATION 15 RESOURCES	NATION 16 SIZE	NATION 16 RESOURCES	NATION 17 SIZE	NATION 17 RESOURCES	NATION 18 SIZE	NATION 18 RESOURCES	NATION 19 SIZE	NATION 19 RESOURCES	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
77	230380.0	52735.39	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
78	230379.0	52735.203	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
79	230379.0	52735.203	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
80	230379.0	52735.203	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
81	230379.0	52735.203	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
82	230379.0	52735.203	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
83	230379.0	52735.203	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
84	230378.0	52735.047	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1554064	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
85	230376.0	52734.562	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.3261307	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
86	230374.0	52734.188	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.7005601	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
87	230373.0	52734.008	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.8758221	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
88	230372.0	52733.83	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	2.0586905	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
89	230371.0	52733.625	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	2.2608716	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
90	230370.0	52733.4	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	2.490929	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
91	230368.0	52732.9	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	2.985167	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
92	230366.0	52732.35	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	3.5374427	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
93	230364.0	52731.72	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	4.173389	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
94	230360.0	52730.516	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19.0	5.370204	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
95	230353.0	52728.32	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	26.0	7.565824	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
96	230350.0	52727.35	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29.0	8.536335	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
97	230342.0	52724.61	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	37.0	11.284957	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
98	230334.0	52722.094	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	45.0	13.795958	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
99	230324.0	52718.78	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	55.0	17.113703	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
100	230317.0	52716.54	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	62.0	19.350718	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
101	230306.0	52713.516	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	73.0	22.376984	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
102	230292.0	52709.438	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	87.0	26.454561	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
103	230283.0	52707.1	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	96.0	28.791113	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
104	230274.0	52704.797	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	105.0	31.092737	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
105	230266.0	52702.727	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	113.0	33.158203	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
106	230259.0	52701.08	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	120.0	34.81244	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
107	230246.0	52698.07	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	133.0	37.819656	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
108	230239.0	52696.65	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	140.0	39.24049	1.0	1.0	1.0	1.0	2.0	1.3123269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
109	230232.0	52695.074	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	146.0	40.512135	1.0	1.0	1.0	1.0	3.0	1.6124703	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
110	230222.0	52693.11	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	155.0	42.202827	1.0	1.0	1.0	1.0	4.0	1.882467	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
111	230214.0	52691.426	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	159.0	42.88832	1.0	1.0	1.0	1.0	8.0	2.8822258	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
112	230208.0	52690.254	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	164.0	43.83108	1.0	1.0	1.0	1.0	9.0	3.1156662	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
113	230201.0	52688.824	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	168.0	44.564583	1.0	1.0	1.0	1.0	12.0	3.8152041	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
114	230196.0	52687.64	1.0	1.0	2.0	1.1886103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	168.0	44.564583	1.0	1.0	1.0	1.0	17.0	4.993951	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
115	230193.0	52687.01	1.0	1.0	2.0	1.1886103	2.0	1.2771076	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	169.0	44.72145	1.0	1.0	1.0	1.0	18.0	5.1853786	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
116	230187.0	52685.473	1.0	1.0	2.0	1.1886103	3.0	1.6226072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	171.0	45.099907	1.0	1.0	1.0	1.0	21.0	5.9998746	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
117	230179.0	52683.594	1.0	1.0	2.0	1.1886103	5.0	2.2957244	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	175.0	45.789272	1.0	1.0	1.0	1.0	23.0	6.519849	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
118	230172.0	52681.598	1.0	1.0	2.0	1.1886103	7.0	3.090612	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	178.0	46.487923	1.0	1.0	1.0	1.0	25.0	7.020715	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
119	230167.0	52680.215	1.0	1.0	2.0	1.1886103	8.0	3.4639091	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	181.0	47.24659	1.0	1.0	1.0	1.0	26.0	7.2724423	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
120	230160.0	52678.46	1.0	1.0	2.0	1.1886103	9.0	3.7984185	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	186.0	48.393684	1.0	1.0	1.0	1.0	27.0	7.533715	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
121	230149.0	52675.188	1.0	1.0	2.0	1.1886103	11.0	4.569548	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	194.0	50.68966	1.0	1.0	1.0	1.0	28.0	7.746594	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
122	230136.0	52670.74	1.0	1.0	2.0	1.1886103	15.0	6.0975423	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	202.0	53.301517	1.0	1.0	1.0	1.0	29.0	8.054105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
123	230120.0	52665.44	1.0	1.0	2.0	1.1886103	20.0	8.096487	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	210.0	55.79036	1.0	1.0	1.0	1.0	31.0	8.499954	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.3631221	1.0	1.0	
124	230105.0	52659.938	1.0	1.0	2.0	1.1886103	26.0	10.166792	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	218.0	58.938095	1.0	1.0	1.0	1.0	32.0	8.785941	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.3631221	1.0	1.0	
125	230093.0	52656.008	1.0	1.0	2.0	1.1886103	28.0	10.820596	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	226.0	61.39878	1.0	1.0	1.0	1.0	33.0	9.130774	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.3631221	2.0	1.4731951	
126	230071.0	52648.934	1.0	1.0	2.0	1.1886103	37.0	13.872206	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	235.0	63.92998	1.0	1.0	1.0	1.0	35.0	9.658066	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.3631221	4.0	2.4465926	
127	230049.0	52640.324	1.0	1.0	2.0	1.1886103	41.0	16.148067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	244.0	66.88157	1.0	1.0	1.0	1.0	40.0	11.207218	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.3631221	8.0	4.279407	
128	230025.0	52631.098	1.0	1.0	2.0	1.1886103	48.0	19.574146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	251.0	68.588745	1.0	1.0	1.0	1.0	43.0	12.076931	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.3631221	15.0	7.487776	
129	229995.0	52619.914	1.0	1.0	2.0	1.1886103	54.0	23.079065	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	265.0	72.30939	1.0	1.0	1.0	1.0	45.0	12.715121	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.7314974	22.0	10.44742	
130	229972.0	52610.21	1.0	1.0	2.0	1.1886103	63.0	27.41521	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	269.0	73.429	1.0	1.0	1.0	1.0	49.0	14.1862955	1.0	1.0	1.0	1.0	1.0	1.0	4.0	2.1439068	27.0	12.797883	
131	229934.0	52595.285	1.0	1.0	2.0	1.1886103	74.0	32.885002	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	284.0	77.699265	1.0	1.0	1.0	1.0	54.0	16.027971	1.0	1.0	1.0	1.0	1.0	1.0	5.0	2.5179048	33.0	15.779668	
132	229891.0	52579.605	1.0	1.0	2.0	1.1886103	85.0	37.275257	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	298.0	81.69687	1.0	1.0	1.0	1.0	64.0	19.604864	1.0	1.0	1.0	1.0	1.0	1.0	7.0	3.3104837	39.0	18.698095	
133	229850.0	52566.07	1.0	1.0	2.0	1.1886103	94.0	41.15131	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0972234	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	316.0	85.848465	1.0	1.0	1.0	1.0	70.0	21.650621	1.0	1.0	1.0	1.0	1.0	1.0	9.0	4.1332684	44.0	21.242119	
134	229797.0	52547.293	1.0	1.0	2.0	1.1886103	108.0	47.19686	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.325478	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	335.0	90.95239	1.0	1.0	1.0	1.0	81.0	25.935705	1.0	1.0	1.0	1.0	1.0	1.0	13.0	5.7240176	47.0	22.755022	
135	229752.0	52532.0	1.0	1.0	2.0	1.1886103	119.0	51.208454	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.4987755	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	348.0	93.76599	1.0	1.0	1.0	1.0	92.0	30.228947	1.0	1.0	1.0	1.0	1.0	1.0	21.0	9.126454	48.0	23.34407	
136	229705.0	52514.637	1.0	1.0	2.0	1.1886103	129.0	55.26277	1.0	1.0	2.0	1.119153	1.0	1.0	7.0	1.9292712	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	359.0	96.229546	1.0	1.0	1.0	1.0	104.0	35.36392	1.0	1.0	1.0	1.0	1.0	1.0	29.0	12.570107	51.0	25.056042	
137	229648.0	52492.832	1.0	1.0	2.0	1.1886103	140.0	60.411846	1.0	1.0	2.0	1.119153	1.0	1.0	12.0	3.0436606	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	372.0	98.82587	1.0	1.0	1.0	1.0	118.0	41.34073	1.0	1.0	1.0	1.0	1.0	1.0	37.0	16.05546	57.0	28.556528	
138	229600.0	52476.39	1.0	1.0	2.0	1.1886103	148.0	63.665478	1.0	1.0	3.0	1.2616439	1.0	1.0	16.0	3.8760042	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	386.0	101.72387	1.0	1.0	1.0	1.0	130.0	46.173576	1.0	1.0	1.0	1.0	1.0	1.0	44.0	19.376808	59.0	29.710077	
139	229548.0	52457.297	1.0	1.0	2.0	1.1886103	154.0	66.1977	1.0	1.0	5.0	1.5466744	1.0	1.0	19.0	4.6431923	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	398.0	103.99757	1.0	1.0	1.0	1.0	143.0	51.18259	1.0	1.0	1.0	1.0	1.0	1.0	51.0	22.711536	68.0	34.61072	
140	229476.0	52431.516	1.0	1.0	2.0	1.1886103	169.0	72.60251	1.0	1.0	9.0	2.1020432	1.0	1.0	20.0	4.9087586	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	418.0	108.25519	1.0	1.0	1.0	1.0	159.0	57.131226	1.0	1.0	1.0	1.0	1.0	1.0	55.0	24.59656	80.0	41.070408	
141	229415.0	52411.13	1.0	1.0	2.0	1.1886103	180.0	76.31258	1.0	1.0	10.0	2.2473476	1.0	1.0	22.0	5.3786163	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	440.0	113.66156	1.0	1.0	1.0	1.0	174.0	62.869038	1.0	1.0	1.0	1.0	1.0	1.0	59.0	26.247381	86.0	44.351326	
142	229351.0	52390.184	1.0	1.0	2.0	1.1886103	191.0	79.84514	1.0	1.0	15.0	2.8597293	1.0	1.0	24.0	5.926233	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	462.0	118.954155	1.0	1.0	1.0	1.0	183.0	66.42857	1.0	1.0	1.0	1.0	1.0	1.0	63.0	28.036507	97.0	49.95357	
143	229276.0	52364.848	1.0	1.0	2.0	1.1886103	203.0	83.80233	1.0	1.0	21.0	3.7558897	1.0	1.0	25.0	6.204737	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	484.0	124.793304	1.0	1.0	1.0	1.0	199.0	72.839554	1.0	1.0	1.0	1.0	1.0	1.0	70.0	30.853691	108.0	55.075733	
144	229200.0	52338.395	1.0	1.0	2.0	1.1886103	217.0	88.51478	1.0	1.0	24.0	4.2827253	1.0	1.0	25.0	6.204737	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	502.0	128.78305	1.0	1.0	1.0	1.0	212.0	77.76509	1.0	1.0	1.0	1.0	1.0	1.0	81.0	35.400196	125.0	62.84739	
145	229126.0	52314.184	1.0	1.0	2.0	1.1886103	228.0	91.78716	1.0	1.0	32.0	5.6049895	1.0	1.0	29.0	7.3568516	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	517.0	133.03757	1.0	1.0	1.0	1.0	228.0	83.56854	1.0	1.0	1.0	1.0	1.0	1.0	92.0	39.765915	134.0	66.90698	
146	229052.0	52290.7	1.0	1.0	2.0	1.1886103	237.0	94.679405	1.0	1.0	43.0	7.6772795	1.0	1.0	30.0	7.6514063	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	534.0	137.38876	1.0	1.0	1.0	1.0	244.0	89.28967	1.0	1.0	1.0	1.0	1.0	1.0	104.0	44.655365	142.0	70.18263	
147	228988.0	52270.883	1.0	1.0	2.0	1.1886103	246.0	97.583954	1.0	1.0	51.0	9.125356	1.0	1.0	32.0	8.227792	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	552.0	141.83757	1.0	1.0	1.0	1.0	256.0	93.61558	1.0	1.0	1.0	1.0	1.0	1.0	111.0	47.402245	150.0	73.55697	
148	228913.0	52247.453	1.0	1.0	2.0	1.1886103	252.0	99.4593	1.0	1.0	57.0	10.27136	1.0	1.0	36.0	9.283486	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	570.0	146.07256	1.0	1.0	1.0	1.0	280.0	102.35636	1.0	1.0	1.0	1.0	1.0	1.0	123.0	51.84389	155.0	75.48903	
149	228832.0	52221.98	1.0	1.0	2.0	1.1886103	259.0	101.61656	1.0	1.0	65.0	11.957894	1.0	1.0	39.0	10.222074	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	592.0	151.85416	1.0	1.0	1.0	1.0	303.0	110.79578	1.0	1.0	1.0	1.0	1.0	1.0	132.0	55.08287	164.0	78.72036	
