SIMULATION PARAMETERS:
n = 90
m = 160
k = 1
p = 3
recruit_likeliness = 0.01
defeat_likeliness = 0.1
starting_control = 100
resource_noise_scale = 0.026352314

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	
633	87.0	16.01612	1.0	1.0	1.0	1.0	14311.0	3002.0928	
634	87.0	16.01612	1.0	1.0	1.0	1.0	14311.0	3002.0928	
635	86.0	15.978647	1.0	1.0	1.0	1.0	14312.0	3002.13	
636	82.0	15.077431	1.0	1.0	1.0	1.0	14316.0	3003.0312	
637	81.0	14.926954	1.0	1.0	1.0	1.0	14317.0	3003.1816	
638	80.0	14.665459	1.0	1.0	1.0	1.0	14318.0	3003.443	
639	80.0	14.665459	1.0	1.0	1.0	1.0	14318.0	3003.443	
640	80.0	14.665459	1.0	1.0	1.0	1.0	14318.0	3003.443	
641	80.0	14.665459	1.0	1.0	1.0	1.0	14318.0	3003.443	
642	77.0	13.882614	1.0	1.0	1.0	1.0	14321.0	3004.2258	
643	76.0	13.578707	1.0	1.0	1.0	1.0	14322.0	3004.5295	
644	74.0	13.392904	1.0	1.0	1.0	1.0	14324.0	3004.7156	
645	73.0	13.042746	1.0	1.0	1.0	1.0	14325.0	3005.0657	
646	72.0	12.741394	1.0	1.0	1.0	1.0	14326.0	3005.367	
647	71.0	12.592785	1.0	1.0	1.0	1.0	14327.0	3005.5154	
648	70.0	12.4635725	1.0	1.0	1.0	1.0	14328.0	3005.6445	
649	68.0	11.847898	1.0	1.0	1.0	1.0	14330.0	3006.2603	
650	67.0	11.7007265	1.0	1.0	1.0	1.0	14331.0	3006.4072	
651	66.0	11.559003	1.0	1.0	1.0	1.0	14332.0	3006.5488	
652	66.0	11.559003	1.0	1.0	1.0	1.0	14332.0	3006.5488	
653	65.0	11.3735285	1.0	1.0	1.0	1.0	14333.0	3006.7344	
654	64.0	11.235621	1.0	1.0	1.0	1.0	14334.0	3006.872	
655	64.0	11.235621	1.0	1.0	1.0	1.0	14334.0	3006.872	
656	63.0	10.967789	1.0	1.0	1.0	1.0	14335.0	3007.14	
657	62.0	10.71451	1.0	1.0	1.0	1.0	14336.0	3007.3933	
658	62.0	10.71451	1.0	1.0	1.0	1.0	14336.0	3007.3933	
659	62.0	10.71451	1.0	1.0	1.0	1.0	14336.0	3007.3933	
660	62.0	10.71451	1.0	1.0	1.0	1.0	14336.0	3007.3933	
661	62.0	10.71451	1.0	1.0	1.0	1.0	14336.0	3007.3933	
662	59.0	10.17482	1.0	1.0	1.0	1.0	14339.0	3007.9329	
663	59.0	10.17482	1.0	1.0	1.0	1.0	14339.0	3007.9329	
664	58.0	9.836676	1.0	1.0	1.0	1.0	14340.0	3008.2712	
665	58.0	9.836676	1.0	1.0	1.0	1.0	14340.0	3008.2712	
666	58.0	9.836676	1.0	1.0	1.0	1.0	14340.0	3008.2712	
667	56.0	9.662693	1.0	1.0	1.0	1.0	14342.0	3008.445	
668	56.0	9.662693	1.0	1.0	1.0	1.0	14342.0	3008.445	
669	56.0	9.662693	1.0	1.0	1.0	1.0	14342.0	3008.445	
670	56.0	9.662693	1.0	1.0	1.0	1.0	14342.0	3008.445	
671	56.0	9.662693	1.0	1.0	1.0	1.0	14342.0	3008.445	
672	56.0	9.662693	1.0	1.0	1.0	1.0	14342.0	3008.445	
673	55.0	9.4252205	1.0	1.0	1.0	1.0	14343.0	3008.6829	
674	55.0	9.4252205	1.0	1.0	1.0	1.0	14343.0	3008.6829	
675	54.0	9.299522	1.0	1.0	1.0	1.0	14344.0	3008.8083	
676	53.0	9.252798	1.0	1.0	1.0	1.0	14345.0	3008.8552	
677	53.0	9.252798	1.0	1.0	1.0	1.0	14345.0	3008.8552	
678	52.0	9.214966	1.0	1.0	1.0	1.0	14346.0	3008.8933	
679	50.0	8.767727	1.0	1.0	1.0	1.0	14348.0	3009.3406	
680	50.0	8.767727	1.0	1.0	1.0	1.0	14348.0	3009.3406	
681	49.0	8.42369	1.0	1.0	1.0	1.0	14349.0	3009.6843	
682	49.0	8.42369	1.0	1.0	1.0	1.0	14349.0	3009.6843	
683	49.0	8.42369	1.0	1.0	1.0	1.0	14349.0	3009.6843	
684	49.0	8.42369	1.0	1.0	1.0	1.0	14349.0	3009.6843	
685	49.0	8.42369	1.0	1.0	1.0	1.0	14349.0	3009.6843	
686	48.0	8.369787	1.0	1.0	1.0	1.0	14350.0	3009.7385	
687	47.0	8.176008	1.0	1.0	1.0	1.0	14351.0	3009.932	
688	46.0	8.07349	1.0	1.0	1.0	1.0	14352.0	3010.0344	
689	46.0	8.07349	1.0	1.0	1.0	1.0	14352.0	3010.0344	
690	46.0	8.07349	1.0	1.0	1.0	1.0	14352.0	3010.0344	
691	46.0	8.07349	1.0	1.0	1.0	1.0	14352.0	3010.0344	
692	44.0	7.978697	1.0	1.0	1.0	1.0	14354.0	3010.1296	
693	44.0	7.978697	1.0	1.0	1.0	1.0	14354.0	3010.1296	
694	43.0	7.9003115	1.0	1.0	1.0	1.0	14355.0	3010.2078	
695	43.0	7.9003115	1.0	1.0	1.0	1.0	14355.0	3010.2078	
696	43.0	7.9003115	1.0	1.0	1.0	1.0	14355.0	3010.2078	
697	42.0	7.693114	1.0	1.0	1.0	1.0	14356.0	3010.4148	
698	41.0	7.3557615	1.0	1.0	1.0	1.0	14357.0	3010.7522	
699	41.0	7.3557615	1.0	1.0	1.0	1.0	14357.0	3010.7522	
700	41.0	7.3557615	1.0	1.0	1.0	1.0	14357.0	3010.7522	
701	41.0	7.3557615	1.0	1.0	1.0	1.0	14357.0	3010.7522	
702	40.0	7.2566085	1.0	1.0	1.0	1.0	14358.0	3010.8513	
703	39.0	7.186471	1.0	1.0	1.0	1.0	14359.0	3010.9216	
704	38.0	7.037589	1.0	1.0	1.0	1.0	14360.0	3011.0706	
705	38.0	7.037589	1.0	1.0	1.0	1.0	14360.0	3011.0706	
706	38.0	7.037589	1.0	1.0	1.0	1.0	14360.0	3011.0706	
707	38.0	7.037589	1.0	1.0	1.0	1.0	14360.0	3011.0706	
708	37.0	6.748194	1.0	1.0	1.0	1.0	14361.0	3011.36	
709	37.0	6.748194	1.0	1.0	1.0	1.0	14361.0	3011.36	
710	37.0	6.748194	1.0	1.0	1.0	1.0	14361.0	3011.36	
711	37.0	6.748194	1.0	1.0	1.0	1.0	14361.0	3011.36	
712	34.0	5.9232874	1.0	1.0	1.0	1.0	14364.0	3012.1855	
713	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
714	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
715	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
716	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
717	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
718	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
719	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
720	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
721	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
722	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
723	33.0	5.738767	1.0	1.0	1.0	1.0	14365.0	3012.37	
724	32.0	5.5887327	1.0	1.0	1.0	1.0	14366.0	3012.52	
725	32.0	5.5887327	1.0	1.0	1.0	1.0	14366.0	3012.52	
726	31.0	5.298531	1.0	1.0	1.0	1.0	14367.0	3012.8103	
727	31.0	5.298531	1.0	1.0	1.0	1.0	14367.0	3012.8103	
728	30.0	5.157377	1.0	1.0	1.0	1.0	14368.0	3012.9514	
729	30.0	5.157377	1.0	1.0	1.0	1.0	14368.0	3012.9514	
730	30.0	5.157377	1.0	1.0	1.0	1.0	14368.0	3012.9514	
731	30.0	5.157377	1.0	1.0	1.0	1.0	14368.0	3012.9514	
732	30.0	5.157377	1.0	1.0	1.0	1.0	14368.0	3012.9514	
733	30.0	5.157377	1.0	1.0	1.0	1.0	14368.0	3012.9514	
734	30.0	5.157377	1.0	1.0	1.0	1.0	14368.0	3012.9514	
735	29.0	5.1054354	1.0	1.0	1.0	1.0	14369.0	3013.0037	
736	29.0	5.1054354	1.0	1.0	1.0	1.0	14369.0	3013.0037	
737	29.0	5.1054354	1.0	1.0	1.0	1.0	14369.0	3013.0037	
738	29.0	5.1054354	1.0	1.0	1.0	1.0	14369.0	3013.0037	
739	29.0	5.1054354	1.0	1.0	1.0	1.0	14369.0	3013.0037	
740	29.0	5.1054354	1.0	1.0	1.0	1.0	14369.0	3013.0037	
741	28.0	4.8274703	1.0	1.0	1.0	1.0	14370.0	3013.2817	
742	28.0	4.8274703	1.0	1.0	1.0	1.0	14370.0	3013.2817	
743	27.0	4.7523723	1.0	1.0	1.0	1.0	14371.0	3013.357	
744	26.0	4.458188	1.0	1.0	1.0	1.0	14372.0	3013.6511	
745	24.0	4.2652173	1.0	1.0	1.0	1.0	14374.0	3013.844	
746	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
747	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
748	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
749	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
750	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
751	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
752	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
753	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
754	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
755	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
756	23.0	4.173325	1.0	1.0	1.0	1.0	14375.0	3013.9358	
757	22.0	4.017024	1.0	1.0	1.0	1.0	14376.0	3014.092	
758	22.0	4.017024	1.0	1.0	1.0	1.0	14376.0	3014.092	
759	21.0	3.8849893	1.0	1.0	1.0	1.0	14377.0	3014.2239	
760	20.0	3.6854215	1.0	1.0	1.0	1.0	14378.0	3014.4236	
761	18.0	3.1829252	1.0	1.0	1.0	1.0	14380.0	3014.926	
762	18.0	3.1829252	1.0	1.0	1.0	1.0	14380.0	3014.926	
763	18.0	3.1829252	1.0	1.0	1.0	1.0	14380.0	3014.926	
764	18.0	3.1829252	1.0	1.0	1.0	1.0	14380.0	3014.926	
765	18.0	3.1829252	1.0	1.0	1.0	1.0	14380.0	3014.926	
766	17.0	2.9357479	1.0	1.0	1.0	1.0	14381.0	3015.1736	
767	17.0	2.9357479	1.0	1.0	1.0	1.0	14381.0	3015.1736	
768	17.0	2.9357479	1.0	1.0	1.0	1.0	14381.0	3015.1736	
769	15.0	2.4146788	1.0	1.0	1.0	1.0	14383.0	3015.6946	
770	15.0	2.4146788	1.0	1.0	1.0	1.0	14383.0	3015.6946	
771	15.0	2.4146788	1.0	1.0	1.0	1.0	14383.0	3015.6946	
772	15.0	2.4146788	1.0	1.0	1.0	1.0	14383.0	3015.6946	
773	15.0	2.4146788	1.0	1.0	1.0	1.0	14383.0	3015.6946	
774	15.0	2.4146788	1.0	1.0	1.0	1.0	14383.0	3015.6946	
775	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
776	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
777	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
778	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
779	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
780	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
781	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
782	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
783	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
784	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
785	14.0	2.1926382	1.0	1.0	1.0	1.0	14384.0	3015.9167	
786	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
787	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
788	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
789	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
790	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
791	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
792	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
793	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
794	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
795	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
796	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
797	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
798	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
799	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
800	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
801	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
802	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
803	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
804	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
805	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
806	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
807	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
808	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
809	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
810	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
811	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
812	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
813	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
814	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
815	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
816	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
817	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
818	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
819	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
820	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
821	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
822	12.0	1.7629554	1.0	1.0	1.0	1.0	14386.0	3016.3464	
823	11.0	1.7111602	1.0	1.0	1.0	1.0	14387.0	3016.3982	
824	11.0	1.7111602	1.0	1.0	1.0	1.0	14387.0	3016.3982	
825	11.0	1.7111602	1.0	1.0	1.0	1.0	14387.0	3016.3982	
