SIMULATION PARAMETERS:
n = 225
m = 400
k = 1
p = 5
recruit_likeliness = 0.001
defeat_likeliness = 0.5
starting_control = 100
resource_noise_scale = 0.033333335

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	
82	89765.0	19759.871	66.0	16.520636	165.0	37.82178	1.0	1.0	2.0	1.163436	1.0	1.0	
83	89743.0	19755.352	69.0	17.385345	184.0	41.472763	1.0	1.0	2.0	1.163436	1.0	1.0	
84	89723.0	19750.926	72.0	18.291113	201.0	44.991188	1.0	1.0	2.0	1.163436	1.0	1.0	
85	89701.0	19746.02	78.0	20.17999	217.0	48.006477	1.0	1.0	2.0	1.163436	1.0	1.0	
86	89679.0	19741.11	85.0	22.361645	232.0	50.73492	1.0	1.0	2.0	1.163436	1.0	1.0	
87	89667.0	19737.621	92.0	24.550226	237.0	52.03589	1.0	1.0	2.0	1.163436	1.0	1.0	
88	89652.0	19733.879	96.0	25.836676	247.0	54.334488	1.0	1.0	3.0	1.3237107	1.0	1.0	
89	89631.0	19727.879	106.0	29.09865	258.0	57.066505	1.0	1.0	3.0	1.3237107	1.0	1.0	
90	89608.0	19721.73	115.0	32.005062	272.0	60.316425	1.0	1.0	3.0	1.3237107	1.0	1.0	
91	89595.0	19718.098	118.0	33.031273	282.0	62.928524	1.0	1.0	3.0	1.3237107	1.0	1.0	
92	89575.0	19712.027	122.0	34.33451	297.0	67.537605	1.0	1.0	4.0	1.4800146	1.0	1.0	
93	89558.0	19707.984	127.0	35.77434	305.0	69.519356	1.0	1.0	8.0	2.1039324	1.0	1.0	
94	89542.0	19703.992	130.0	36.622	317.0	72.473915	1.0	1.0	9.0	2.28927	1.0	1.0	
95	89525.0	19699.39	134.0	37.857548	328.0	75.48092	1.0	1.0	11.0	2.6477332	1.0	1.0	
96	89504.0	19694.465	138.0	39.100636	343.0	78.794304	1.0	1.0	13.0	3.0189686	1.0	1.0	
97	89479.0	19688.84	145.0	41.231735	357.0	81.53648	1.0	1.0	17.0	3.7723575	1.0	1.0	
98	89452.0	19682.207	154.0	44.40296	370.0	83.992386	1.0	1.0	22.0	4.780973	1.0	1.0	
99	89423.0	19674.828	163.0	47.493755	384.0	87.07996	1.0	1.0	28.0	5.981413	1.0	1.0	
100	89379.0	19663.77	175.0	52.08549	409.0	92.08758	1.0	1.0	35.0	7.4343953	1.0	1.0	
101	89345.0	19654.148	188.0	57.124302	423.0	95.230446	1.0	1.0	42.0	8.878413	1.0	1.0	
102	89308.0	19643.766	201.0	62.110657	440.0	99.09839	1.0	1.0	49.0	10.395672	1.0	1.0	
103	89278.0	19634.227	214.0	66.84015	453.0	103.01406	1.0	1.0	53.0	11.296268	1.0	1.0	
104	89243.0	19624.188	226.0	70.87746	474.0	108.56538	1.0	1.0	55.0	11.75242	1.0	1.0	
105	89206.0	19612.0	240.0	76.2772	491.0	113.983154	1.0	1.0	61.0	13.130095	1.0	1.0	
106	89170.0	19601.578	254.0	80.55259	507.0	118.75561	1.0	1.0	67.0	14.507207	1.0	1.0	
107	89134.0	19591.516	266.0	84.27702	527.0	124.19883	1.0	1.0	71.0	15.392749	1.0	1.0	
108	89096.0	19581.832	275.0	87.476974	544.0	128.09789	1.0	1.0	83.0	17.977406	1.0	1.0	
109	89053.0	19572.223	286.0	90.94071	562.0	131.27077	1.0	1.0	97.0	20.951555	1.0	1.0	
110	89032.0	19568.078	290.0	92.22998	569.0	131.85631	1.0	1.0	107.0	23.217575	1.0	1.0	
111	89007.0	19561.879	298.0	94.88103	576.0	133.1192	1.0	1.0	117.0	25.506971	1.0	1.0	
112	88986.0	19558.242	306.0	96.56773	584.0	133.97511	1.0	1.0	122.0	26.604105	1.0	1.0	
113	88970.0	19555.496	311.0	98.04809	592.0	134.61328	1.0	1.0	125.0	27.234835	1.0	1.0	
114	88950.0	19550.176	325.0	102.67058	596.0	134.9301	1.0	1.0	127.0	27.614935	1.0	1.0	
115	88923.0	19544.453	340.0	106.53328	605.0	136.12767	1.0	1.0	130.0	28.281252	1.0	1.0	
116	88893.0	19536.398	355.0	111.998634	613.0	137.09503	1.0	1.0	137.0	29.905958	1.0	1.0	
117	88864.0	19528.277	375.0	118.64048	617.0	137.39488	1.0	1.0	142.0	31.084156	1.0	1.0	
118	88841.0	19522.3	389.0	122.984566	620.0	137.62234	1.0	1.0	148.0	32.487453	1.0	1.0	
119	88809.0	19513.594	411.0	130.3414	626.0	138.08444	1.0	1.0	152.0	33.37369	1.0	1.0	
120	88788.0	19508.887	422.0	133.78012	633.0	138.72163	1.0	1.0	155.0	34.004158	1.0	1.0	
121	88764.0	19503.309	437.0	138.19577	640.0	139.37323	1.0	1.0	157.0	34.51693	1.0	1.0	
122	88751.0	19500.203	446.0	140.85577	644.0	139.81581	1.0	1.0	157.0	34.51693	1.0	1.0	
123	88733.0	19496.102	454.0	143.87436	654.0	140.8972	1.0	1.0	157.0	34.51693	1.0	1.0	
124	88716.0	19493.258	459.0	145.47592	666.0	142.13359	1.0	1.0	157.0	34.51693	1.0	1.0	
125	88692.0	19488.46	465.0	147.8368	683.0	144.36766	1.0	1.0	158.0	34.718044	1.0	1.0	
126	88672.0	19484.223	473.0	150.42863	694.0	145.8256	1.0	1.0	159.0	34.91258	1.0	1.0	
127	88655.0	19480.352	482.0	153.31633	702.0	146.81439	1.0	1.0	159.0	34.91258	1.0	1.0	
128	88637.0	19477.277	488.0	154.94719	714.0	148.25876	1.0	1.0	159.0	34.91258	1.0	1.0	
129	88611.0	19470.992	502.0	159.68845	723.0	149.24202	1.0	1.0	162.0	35.47746	1.0	1.0	
130	88589.0	19466.812	508.0	161.85403	737.0	150.90344	1.0	1.0	164.0	35.829575	1.0	1.0	
131	88566.0	19461.395	517.0	165.37549	749.0	152.42397	1.0	1.0	166.0	36.210453	1.0	1.0	
132	88532.0	19453.113	528.0	170.20717	765.0	154.57388	1.0	1.0	173.0	37.504765	1.0	1.0	
133	88496.0	19444.355	541.0	175.77856	780.0	156.16129	1.0	1.0	181.0	39.11731	1.0	1.0	
134	88463.0	19435.645	556.0	182.14275	791.0	157.21973	1.0	1.0	188.0	40.40163	1.0	1.0	
135	88423.0	19424.016	575.0	190.84016	805.0	158.83199	1.0	1.0	195.0	41.721172	1.0	1.0	
136	88388.0	19414.035	593.0	197.99373	813.0	159.92542	1.0	1.0	204.0	43.458134	1.0	1.0	
137	88352.0	19402.684	616.0	207.53539	825.0	161.58214	1.0	1.0	205.0	43.612858	1.0	1.0	
138	88312.0	19391.02	638.0	216.06229	838.0	163.80281	1.0	1.0	210.0	44.528683	1.0	1.0	
139	88271.0	19380.898	654.0	221.9373	861.0	167.6806	1.0	1.0	212.0	44.897495	1.0	1.0	
140	88220.0	19367.012	679.0	231.40282	883.0	171.373	1.0	1.0	216.0	45.624218	1.0	1.0	
141	88168.0	19354.207	701.0	239.07085	907.0	175.37453	1.0	1.0	222.0	46.75881	1.0	1.0	
142	88116.0	19341.98	724.0	245.89369	933.0	180.48369	1.0	1.0	225.0	47.056095	1.0	1.0	
143	88067.0	19329.371	747.0	254.23962	956.0	184.47954	1.0	1.0	228.0	47.331303	1.0	1.0	
144	88033.0	19321.027	763.0	259.97873	972.0	186.89099	1.0	1.0	230.0	47.51484	1.0	1.0	
145	87982.0	19308.07	784.0	267.4808	999.0	192.1002	1.0	1.0	233.0	47.76476	1.0	1.0	
146	87933.0	19296.355	802.0	273.0947	1028.0	198.02698	1.0	1.0	235.0	47.942013	1.0	1.0	
147	87896.0	19286.762	816.0	278.2314	1051.0	202.48624	1.0	1.0	235.0	47.942013	1.0	1.0	
148	87845.0	19274.383	830.0	283.37408	1086.0	209.56273	1.0	1.0	237.0	48.113907	1.0	1.0	
149	87795.0	19263.633	842.0	287.5096	1122.0	215.86746	1.0	1.0	239.0	48.42102	1.0	1.0	
150	87740.0	19250.523	856.0	292.67307	1163.0	223.81062	1.0	1.0	239.0	48.42102	1.0	1.0	
151	87689.0	19236.105	879.0	300.98083	1191.0	229.91074	1.0	1.0	239.0	48.42102	1.0	1.0	
152	87648.0	19225.383	894.0	306.13715	1216.0	235.31764	1.0	1.0	240.0	48.58937	1.0	1.0	
153	87593.0	19208.844	918.0	314.08435	1247.0	243.90894	1.0	1.0	240.0	48.58937	1.0	1.0	
154	87544.0	19195.215	932.0	318.25665	1282.0	253.36223	1.0	1.0	240.0	48.58937	1.0	1.0	
155	87480.0	19177.441	958.0	325.87628	1318.0	263.21375	1.0	1.0	242.0	48.90039	1.0	1.0	
156	87417.0	19160.39	976.0	331.17606	1362.0	274.78583	1.0	1.0	243.0	49.08113	1.0	1.0	
157	87360.0	19145.645	990.0	334.9711	1405.0	285.74597	1.0	1.0	243.0	49.08113	1.0	1.0	
158	87290.0	19127.668	1010.0	340.33917	1454.0	298.21075	1.0	1.0	244.0	49.21973	1.0	1.0	
159	87204.0	19106.117	1030.0	345.67813	1520.0	314.40958	1.0	1.0	244.0	49.21973	1.0	1.0	
160	87125.0	19085.86	1049.0	351.3537	1579.0	328.7673	1.0	1.0	245.0	49.43626	1.0	1.0	
161	87040.0	19066.496	1066.0	356.07962	1647.0	343.40912	1.0	1.0	245.0	49.43626	1.0	1.0	
162	86958.0	19043.879	1082.0	361.58517	1713.0	360.5191	1.0	1.0	245.0	49.43626	1.0	1.0	
163	86879.0	19022.734	1106.0	368.9598	1767.0	374.05115	1.0	1.0	246.0	49.681553	1.0	1.0	
164	86793.0	19001.5	1130.0	376.31387	1828.0	387.73557	1.0	1.0	247.0	49.863293	1.0	1.0	
165	86692.0	18976.457	1156.0	384.17633	1903.0	404.91797	1.0	1.0	247.0	49.863293	1.0	1.0	
166	86596.0	18955.656	1184.0	391.32275	1971.0	418.5646	1.0	1.0	247.0	49.863293	1.0	1.0	
167	86500.0	18933.742	1209.0	398.2555	2042.0	433.54965	1.0	1.0	247.0	49.863293	1.0	1.0	
168	86424.0	18916.152	1226.0	402.39362	2101.0	447.00754	1.0	1.0	247.0	49.863293	1.0	1.0	
169	86358.0	18900.738	1244.0	406.9405	2149.0	457.87457	1.0	1.0	247.0	49.863293	1.0	1.0	
170	86290.0	18884.68	1265.0	412.28192	2195.0	468.49496	1.0	1.0	248.0	49.968166	1.0	1.0	
171	86225.0	18870.477	1280.0	415.4649	2245.0	479.51556	1.0	1.0	248.0	49.968166	1.0	1.0	
172	86158.0	18855.914	1293.0	418.33517	2299.0	491.21747	1.0	1.0	248.0	49.968166	1.0	1.0	
173	86096.0	18841.887	1305.0	421.13812	2348.0	502.2062	1.0	1.0	249.0	50.209118	1.0	1.0	
174	86028.0	18828.188	1315.0	422.95926	2404.0	513.57776	1.0	1.0	251.0	50.716213	1.0	1.0	
175	85966.0	18815.809	1325.0	424.94363	2456.0	523.9692	1.0	1.0	251.0	50.716213	1.0	1.0	
176	85900.0	18803.238	1330.0	425.79214	2517.0	535.68787	1.0	1.0	251.0	50.716213	1.0	1.0	
177	85841.0	18792.348	1340.0	427.51724	2566.0	544.8498	1.0	1.0	251.0	50.716213	1.0	1.0	
178	85777.0	18780.547	1354.0	429.48895	2616.0	554.6764	1.0	1.0	251.0	50.716213	1.0	1.0	
179	85709.0	18768.672	1367.0	431.5929	2671.0	564.44116	1.0	1.0	251.0	50.716213	1.0	1.0	
180	85644.0	18756.973	1382.0	434.2717	2721.0	573.4597	1.0	1.0	251.0	50.716213	1.0	1.0	
181	85584.0	18746.836	1394.0	436.04288	2768.0	581.6982	1.0	1.0	252.0	50.844234	1.0	1.0	
182	85529.0	18737.75	1406.0	437.73895	2811.0	589.08466	1.0	1.0	252.0	50.844234	1.0	1.0	
183	85477.0	18729.332	1414.0	439.01657	2855.0	596.2172	1.0	1.0	252.0	50.844234	1.0	1.0	
184	85439.0	18722.645	1421.0	440.4429	2886.0	601.4788	1.0	1.0	252.0	50.844234	1.0	1.0	
185	85393.0	18714.527	1432.0	442.07202	2921.0	607.96405	1.0	1.0	252.0	50.844234	1.0	1.0	
186	85338.0	18704.066	1445.0	444.18643	2963.0	616.3112	1.0	1.0	252.0	50.844234	1.0	1.0	
187	85289.0	18696.16	1460.0	446.3064	2997.0	622.1062	1.0	1.0	252.0	50.844234	1.0	1.0	
188	85246.0	18688.207	1470.0	448.20175	3029.0	628.07684	1.0	1.0	253.0	50.93389	1.0	1.0	
189	85214.0	18682.492	1479.0	449.66046	3052.0	632.34644	1.0	1.0	253.0	50.93389	1.0	1.0	
190	85165.0	18673.676	1493.0	452.10092	3086.0	638.51697	1.0	1.0	254.0	51.138763	1.0	1.0	
191	85123.0	18666.07	1502.0	453.75217	3119.0	644.4679	1.0	1.0	254.0	51.138763	1.0	1.0	
192	85072.0	18656.559	1514.0	455.38376	3158.0	652.3529	1.0	1.0	254.0	51.138763	1.0	1.0	
193	85031.0	18649.809	1524.0	456.70654	3189.0	657.785	1.0	1.0	254.0	51.138763	1.0	1.0	
194	84972.0	18639.352	1539.0	458.43994	3233.0	666.5135	1.0	1.0	254.0	51.138763	1.0	1.0	
195	84908.0	18626.443	1545.0	458.99005	3290.0	678.6231	1.0	1.0	255.0	51.38466	1.0	1.0	
196	84848.0	18614.48	1548.0	459.25134	3347.0	690.3242	1.0	1.0	255.0	51.38466	1.0	1.0	
197	84788.0	18602.03	1550.0	459.42548	3404.0	702.37524	1.0	1.0	256.0	51.61898	1.0	1.0	
198	84731.0	18589.812	1554.0	459.96805	3456.0	713.8689	1.0	1.0	257.0	51.78811	1.0	1.0	
199	84664.0	18577.682	1563.0	461.0101	3512.0	724.5607	1.0	1.0	259.0	52.18273	1.0	1.0	
200	84610.0	18568.248	1570.0	462.02798	3557.0	732.59485	1.0	1.0	261.0	52.557213	1.0	1.0	
201	84567.0	18560.398	1574.0	462.53256	3592.0	739.2861	1.0	1.0	265.0	53.214935	1.0	1.0	
202	84524.0	18552.203	1578.0	463.12625	3627.0	746.2471	1.0	1.0	269.0	53.860737	1.0	1.0	
203	84480.0	18545.143	1585.0	463.83414	3657.0	751.5154	1.0	1.0	276.0	54.941124	1.0	1.0	
204	84435.0	18537.084	1597.0	465.95242	3684.0	756.4809	1.0	1.0	282.0	55.90677	1.0	1.0	
205	84392.0	18530.008	1606.0	467.2557	3713.0	761.4793	1.0	1.0	287.0	56.68188	1.0	1.0	
206	84343.0	18521.092	1623.0	470.03183	3739.0	766.5566	1.0	1.0	293.0	57.74502	1.0	1.0	
207	84276.0	18508.846	1638.0	472.4108	3779.0	774.5831	1.0	1.0	305.0	59.585945	1.0	1.0	
208	84198.0	18495.652	1662.0	475.8391	3820.0	782.1786	1.0	1.0	318.0	61.752678	1.0	1.0	
209	84132.0	18482.582	1674.0	477.33087	3864.0	792.00146	1.0	1.0	328.0	63.51702	1.0	1.0	
210	84066.0	18470.463	1688.0	479.18936	3903.0	799.85126	1.0	1.0	341.0	65.91367	1.0	1.0	
211	84008.0	18458.92	1698.0	480.55585	3941.0	808.0889	1.0	1.0	351.0	67.84747	1.0	1.0	
212	83952.0	18447.023	1708.0	482.0475	3977.0	816.592	1.0	1.0	361.0	69.75524	1.0	1.0	
213	83909.0	18438.13	1722.0	484.32382	4003.0	822.6487	1.0	1.0	364.0	70.31378	1.0	1.0	
214	83850.0	18425.74	1738.0	486.3201	4041.0	832.256	1.0	1.0	369.0	71.10259	1.0	1.0	
215	83796.0	18415.297	1755.0	488.5016	4073.0	839.413	1.0	1.0	374.0	72.207565	1.0	1.0	
216	83742.0	18403.441	1766.0	490.21283	4107.0	847.28125	1.0	1.0	383.0	74.480194	1.0	1.0	
217	83683.0	18390.855	1777.0	491.79266	4143.0	855.4731	1.0	1.0	395.0	77.307816	1.0	1.0	
218	83610.0	18375.162	1801.0	495.79916	4178.0	863.6425	1.0	1.0	409.0	80.81926	1.0	1.0	
219	83535.0	18358.982	1822.0	499.56076	4214.0	872.02576	1.0	1.0	427.0	84.85153	1.0	1.0	
220	83453.0	18340.3	1837.0	501.9629	4259.0	882.92566	1.0	1.0	449.0	90.22492	1.0	1.0	
221	83371.0	18321.78	1863.0	506.71054	4296.0	892.3333	1.0	1.0	468.0	94.59159	1.0	1.0	
222	83292.0	18304.639	1887.0	510.67023	4334.0	902.005	1.0	1.0	485.0	98.098465	1.0	1.0	
223	83215.0	18288.516	1906.0	513.82544	4371.0	910.57324	1.0	1.0	506.0	102.49254	1.0	1.0	
224	83133.0	18269.422	1931.0	518.7802	4412.0	921.4144	1.0	1.0	522.0	105.795105	1.0	1.0	
225	83076.0	18257.14	1951.0	522.4434	4436.0	927.5888	1.0	1.0	535.0	108.23702	1.0	1.0	
226	82998.0	18240.115	1973.0	526.0451	4473.0	937.69965	1.0	1.0	554.0	111.53938	1.0	1.0	
227	82935.0	18226.744	1997.0	529.735	4503.0	945.61224	1.0	1.0	563.0	113.305016	1.0	1.0	
228	82857.0	18209.332	2028.0	535.4449	4542.0	955.8711	1.0	1.0	571.0	114.75316	1.0	1.0	
229	82778.0	18192.516	2065.0	542.49786	4570.0	962.9923	1.0	1.0	585.0	117.39573	1.0	1.0	
230	82690.0	18172.43	2094.0	547.9537	4614.0	974.8575	1.0	1.0	600.0	120.14898	1.0	1.0	
231	82594.0	18150.924	2130.0	555.0316	4654.0	984.99976	1.0	1.0	620.0	124.439026	1.0	1.0	
232	82495.0	18128.744	2163.0	561.7017	4703.0	997.3862	1.0	1.0	637.0	127.567184	1.0	1.0	
233	82395.0	18107.678	2209.0	571.943	4726.0	1002.7361	1.0	1.0	668.0	133.04118	1.0	1.0	
234	82294.0	18085.379	2255.0	581.9135	4759.0	1011.00006	1.0	1.0	690.0	137.11655	1.0	1.0	
235	82183.0	18060.93	2308.0	595.29065	4789.0	1017.58325	1.0	1.0	718.0	141.59529	1.0	1.0	
236	82049.0	18033.03	2372.0	609.0608	4822.0	1025.0046	1.0	1.0	755.0	148.31136	1.0	1.0	
237	81940.0	18008.617	2432.0	622.8867	4849.0	1031.5135	1.0	1.0	777.0	152.4011	1.0	1.0	
238	81808.0	17982.314	2500.0	635.8654	4881.0	1039.3376	1.0	1.0	809.0	157.88492	1.0	1.0	
239	81689.0	17956.6	2552.0	648.13513	4914.0	1047.5536	1.0	1.0	843.0	163.09923	1.0	1.0	
240	81600.0	17938.596	2598.0	657.3358	4934.0	1052.5623	1.0	1.0	866.0	166.88626	1.0	1.0	
241	81494.0	17914.63	2652.0	670.0696	4960.0	1059.4515	1.0	1.0	892.0	171.23018	1.0	1.0	
242	81434.0	17900.998	2680.0	676.47217	4976.0	1063.5292	1.0	1.0	908.0	174.38307	1.0	1.0	
243	81354.0	17880.326	2719.0	688.13904	4992.0	1067.5585	1.0	1.0	933.0	179.34546	1.0	1.0	
244	81273.0	17858.28	2758.0	701.3578	5014.0	1073.3802	1.0	1.0	953.0	182.35152	1.0	1.0	
245	81199.0	17840.064	2792.0	711.30096	5031.0	1077.6727	1.0	1.0	976.0	186.32973	1.0	1.0	
246	81108.0	17816.443	2824.0	722.0726	5054.0	1084.2498	1.0	1.0	1012.0	192.5932	1.0	1.0	
247	81013.0	17793.672	2863.0	733.0981	5077.0	1090.5575	1.0	1.0	1045.0	198.01894	1.0	1.0	
248	80917.0	17770.863	2901.0	743.11804	5107.0	1098.8287	1.0	1.0	1073.0	202.55347	1.0	1.0	
249	80804.0	17741.324	2943.0	756.69867	5143.0	1108.6422	1.0	1.0	1108.0	208.6882	1.0	1.0	
250	80696.0	17712.154	2985.0	770.1013	5181.0	1119.6519	1.0	1.0	1136.0	213.44627	1.0	1.0	
251	80591.0	17686.605	3020.0	779.3593	5222.0	1131.1086	1.0	1.0	1165.0	218.27533	1.0	1.0	
252	80486.0	17658.2	3060.0	793.29144	5257.0	1140.8546	1.0	1.0	1195.0	223.002	1.0	1.0	
253	80387.0	17632.58	3098.0	805.05554	5292.0	1150.569	1.0	1.0	1221.0	227.1448	1.0	1.0	
254	80282.0	17606.717	3139.0	816.31903	5325.0	1160.1063	1.0	1.0	1252.0	232.21544	1.0	1.0	
255	80175.0	17578.877	3172.0	826.82935	5371.0	1172.8137	1.0	1.0	1280.0	236.822	1.0	1.0	
256	80071.0	17551.844	3208.0	836.5346	5417.0	1186.5398	1.0	1.0	1302.0	240.42308	1.0	1.0	
257	79963.0	17524.994	3241.0	845.18463	5465.0	1200.2875	1.0	1.0	1329.0	244.87401	1.0	1.0	
258	79868.0	17500.438	3271.0	852.5424	5509.0	1213.7583	1.0	1.0	1350.0	248.60246	1.0	1.0	
259	79770.0	17476.113	3303.0	859.23315	5550.0	1227.1825	1.0	1.0	1375.0	252.817	1.0	1.0	
260	79679.0	17453.355	3332.0	865.82495	5589.0	1239.5883	1.0	1.0	1398.0	256.5803	1.0	1.0	
261	79582.0	17428.178	3364.0	874.1398	5631.0	1252.591	1.0	1.0	1421.0	260.442	1.0	1.0	
262	79469.0	17396.707	3403.0	883.75934	5682.0	1270.7588	1.0	1.0	1444.0	264.12415	1.0	1.0	
263	79358.0	17366.06	3437.0	893.6853	5731.0	1286.6088	1.0	1.0	1472.0	268.9877	1.0	1.0	
264	79238.0	17332.494	3481.0	905.0601	5777.0	1303.5295	1.0	1.0	1502.0	274.23804	1.0	1.0	
265	79110.0	17296.455	3534.0	919.6754	5821.0	1319.1611	1.0	1.0	1533.0	280.03336	1.0	1.0	
266	78995.0	17265.879	3577.0	930.7463	5860.0	1332.4342	1.0	1.0	1566.0	286.27078	1.0	1.0	
267	78875.0	17233.99	3626.0	944.50586	5899.0	1344.6187	1.0	1.0	1598.0	292.21262	1.0	1.0	
268	78736.0	17194.473	3687.0	960.4903	5955.0	1364.8043	1.0	1.0	1620.0	295.58322	1.0	1.0	
269	78600.0	17158.625	3749.0	976.8468	6004.0	1380.1521	1.0	1.0	1645.0	299.72986	1.0	1.0	
270	78473.0	17127.477	3798.0	987.3282	6064.0	1398.096	1.0	1.0	1663.0	302.46228	1.0	1.0	
271	78343.0	17093.035	3857.0	1002.8348	6121.0	1415.091	1.0	1.0	1677.0	304.3851	1.0	1.0	
272	78242.0	17065.006	3902.0	1013.86847	6168.0	1431.125	1.0	1.0	1686.0	305.34003	1.0	1.0	
273	78121.0	17032.066	3965.0	1030.298	6211.0	1445.3914	1.0	1.0	1701.0	307.58984	1.0	1.0	
274	78005.0	17000.041	4029.0	1047.0345	6252.0	1459.1731	1.0	1.0	1712.0	309.08405	1.0	1.0	
