SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 20
recruit_likeliness = 0.001
defeat_likeliness = 0.1
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	NATION 10 SIZE	NATION 10 RESOURCES	NATION 11 SIZE	NATION 11 RESOURCES	NATION 12 SIZE	NATION 12 RESOURCES	NATION 13 SIZE	NATION 13 RESOURCES	NATION 14 SIZE	NATION 14 RESOURCES	NATION 15 SIZE	NATION 15 RESOURCES	NATION 16 SIZE	NATION 16 RESOURCES	NATION 17 SIZE	NATION 17 RESOURCES	NATION 18 SIZE	NATION 18 RESOURCES	NATION 19 SIZE	NATION 19 RESOURCES	
68	230367.0	52731.793	1.0	1.0	7.0	2.6143894	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	7.0	2.7233875	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
69	230362.0	52730.207	1.0	1.0	9.0	3.108217	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	10.0	3.8131628	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
70	230358.0	52728.848	1.0	1.0	10.0	3.3476892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	13.0	4.9264965	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
71	230354.0	52727.543	1.0	1.0	12.0	3.8425274	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	15.0	5.738309	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
72	230347.0	52725.02	1.0	1.0	14.0	4.3671	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	20.0	7.7391963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
73	230342.0	52723.285	1.0	1.0	16.0	4.8919735	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	23.0	8.944336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
74	230337.0	52721.363	1.0	1.0	17.0	5.1580644	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	27.0	10.608903	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
75	230330.0	52718.652	1.0	1.0	19.0	5.6655493	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	32.0	12.805975	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
76	230324.0	52716.082	1.0	1.0	20.0	5.9206715	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	37.0	15.12607	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
77	230322.0	52715.332	1.0	1.0	21.0	6.183717	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	38.0	15.6114	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
78	230317.0	52713.473	1.0	1.0	22.0	6.419963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	41.0	17.026766	1.0	1.0	2.0	1.2122422	1.0	1.0	1.0	1.0	1.0	1.0	
79	230308.0	52709.973	1.0	1.0	24.0	6.8835955	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	47.0	19.852346	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
80	230302.0	52707.76	1.0	1.0	26.0	7.3694286	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	51.0	21.578936	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
81	230297.0	52705.934	1.0	1.0	27.0	7.615857	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	55.0	23.160025	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
82	230287.0	52702.55	1.0	1.0	30.0	8.351644	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	62.0	25.79657	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
83	230282.0	52701.06	1.0	1.0	33.0	9.115956	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	64.0	26.531225	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
84	230275.0	52698.94	1.0	1.0	36.0	9.886882	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.2017615	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	67.0	27.674286	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
85	230266.0	52696.44	1.0	1.0	43.0	11.6933565	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.2017615	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	69.0	28.367561	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
86	230260.0	52694.848	1.0	1.0	46.0	12.444331	1.0	1.0	2.0	1.2997402	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.4122936	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	70.0	28.704376	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
87	230257.0	52693.996	1.0	1.0	47.0	12.722318	1.0	1.0	2.0	1.2997402	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.6235	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	71.0	29.062897	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
88	230247.0	52691.13	1.0	1.0	53.0	14.267685	1.0	1.0	2.0	1.2997402	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.8532959	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	74.0	30.147652	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
89	230240.0	52689.137	1.0	1.0	55.0	14.77985	1.0	1.0	2.0	1.2997402	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	2.3350263	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	77.0	31.139303	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
90	230230.0	52686.574	1.0	1.0	61.0	16.308884	1.0	1.0	3.0	1.5730201	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	2.7750533	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	78.0	31.459026	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
91	230218.0	52683.51	1.0	1.0	64.0	17.081387	1.0	1.0	5.0	2.1167858	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	3.652971	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.1008781	81.0	32.335907	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
92	230194.0	52677.73	1.0	1.0	76.0	20.165438	1.0	1.0	6.0	2.4571507	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0	5.4167876	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	83.0	32.817566	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
93	230169.0	52671.645	1.0	1.0	87.0	22.728765	1.0	1.0	8.0	3.1387544	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	26.0	6.4571066	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	90.0	34.621834	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
94	230138.0	52664.418	1.0	1.0	100.0	25.693672	1.0	1.0	9.0	3.5335093	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	34.0	8.126578	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	99.0	36.81495	1.0	1.0	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
95	230112.0	52657.63	1.0	1.0	114.0	29.08669	1.0	1.0	15.0	5.7104397	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	37.0	8.722016	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	101.0	37.16487	2.0	1.2679085	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
96	230077.0	52649.145	1.0	1.0	127.0	31.997093	1.0	1.0	19.0	7.203662	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46.0	10.530016	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	107.0	38.49398	5.0	2.2142634	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
97	230046.0	52640.74	1.0	1.0	138.0	34.567	1.0	1.0	26.0	9.7407	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50.0	11.314247	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	110.0	39.07717	11.0	4.1445174	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
98	230012.0	52630.973	1.0	1.0	150.0	37.828182	1.0	1.0	33.0	12.53234	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	56.0	12.507032	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	113.0	39.62023	17.0	6.1326127	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
99	229983.0	52623.207	1.0	1.0	163.0	41.398018	1.0	1.0	36.0	13.868516	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	62.0	13.654712	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	116.0	40.08988	21.0	7.3752565	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
100	229939.0	52611.133	1.0	1.0	179.0	45.87763	1.0	1.0	40.0	15.437879	1.0	1.0	1.0	1.0	2.0	1.3885328	1.0	1.0	1.0	1.0	68.0	14.738253	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	121.0	41.059143	33.0	10.958571	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
101	229888.0	52597.26	1.0	1.0	196.0	50.41599	1.0	1.0	49.0	18.499727	1.0	1.0	1.0	1.0	3.0	1.7766044	1.0	1.0	1.0	1.0	76.0	16.260513	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	125.0	41.760788	45.0	14.620234	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
102	229840.0	52584.42	1.0	1.0	207.0	53.146206	1.0	1.0	59.0	21.806932	1.0	1.0	1.0	1.0	4.0	2.14578	1.0	1.0	1.0	1.0	86.0	18.249464	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	127.0	42.068386	59.0	18.771013	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
103	229789.0	52569.727	1.0	1.0	224.0	57.491264	1.0	1.0	70.0	26.374777	1.0	1.0	1.0	1.0	4.0	2.14578	1.0	1.0	1.0	1.0	94.0	19.923662	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	129.0	42.489452	72.0	22.463274	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
104	229735.0	52555.062	1.0	1.0	242.0	62.031235	1.0	1.0	77.0	29.159576	1.0	1.0	1.0	1.0	4.0	2.14578	1.0	1.0	1.0	1.0	107.0	22.62784	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	130.0	42.720634	87.0	26.862494	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
105	229671.0	52538.17	1.0	1.0	270.0	68.6603	1.0	1.0	90.0	34.11038	1.0	1.0	1.0	1.0	4.0	2.14578	1.0	1.0	1.0	1.0	118.0	24.835758	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	132.0	43.22506	97.0	29.477736	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
106	229601.0	52519.844	1.0	1.0	288.0	72.6535	1.0	1.0	103.0	39.040356	1.0	1.0	1.0	1.0	4.0	2.14578	1.0	1.0	1.0	1.0	139.0	29.286324	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	138.0	44.681805	109.0	32.98459	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
107	229543.0	52504.953	1.0	1.0	306.0	76.62482	1.0	1.0	116.0	43.787003	1.0	1.0	1.0	1.0	4.0	2.14578	1.0	1.0	1.0	1.0	151.0	31.656137	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	144.0	46.019234	118.0	35.440605	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
108	229473.0	52486.242	1.0	1.0	322.0	79.84295	1.0	1.0	130.0	49.594833	1.0	1.0	1.0	1.0	4.0	2.14578	1.0	1.0	1.0	1.0	175.0	36.871265	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	148.0	46.981083	130.0	38.949375	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
109	229412.0	52470.67	1.0	1.0	333.0	82.3304	1.0	1.0	141.0	53.874283	1.0	1.0	1.0	1.0	4.0	2.14578	2.0	1.053372	1.0	1.0	197.0	41.00963	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	150.0	47.448105	144.0	43.10524	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
110	229348.0	52453.785	1.0	1.0	344.0	85.007225	1.0	1.0	157.0	59.578865	1.0	1.0	1.0	1.0	5.0	2.5083566	2.0	1.053372	1.0	1.0	221.0	45.702057	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	152.0	47.91621	154.0	46.07484	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
111	229281.0	52436.094	1.0	1.0	356.0	88.01688	1.0	1.0	168.0	63.795147	1.0	1.0	1.0	1.0	7.0	3.2314708	2.0	1.053372	1.0	1.0	246.0	50.711647	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	154.0	48.390427	169.0	50.339554	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
112	229214.0	52417.637	1.0	1.0	373.0	93.27651	1.0	1.0	181.0	68.40638	1.0	1.0	1.0	1.0	8.0	3.5573351	2.0	1.053372	1.0	1.0	270.0	56.015423	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	158.0	49.252388	177.0	52.431534	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
113	229125.0	52392.82	1.0	1.0	396.0	99.99305	1.0	1.0	195.0	73.429596	1.0	1.0	1.0	1.0	11.0	4.563575	2.0	1.053372	1.0	1.0	300.0	63.545628	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	167.0	51.20359	187.0	55.021423	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
114	229054.0	52370.832	1.0	1.0	423.0	109.783806	1.0	1.0	206.0	77.079636	1.0	1.0	1.0	1.0	13.0	5.2480536	2.0	1.053372	1.0	1.0	319.0	68.42943	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	174.0	52.72706	192.0	56.450356	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
115	228985.0	52351.516	1.0	1.0	446.0	116.73885	1.0	1.0	216.0	80.576866	1.0	1.0	1.0	1.0	15.0	5.9623313	2.0	1.053372	1.0	1.0	339.0	73.211624	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	181.0	54.248108	199.0	58.27208	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
116	228915.0	52333.133	1.0	1.0	472.0	123.86906	1.0	1.0	222.0	82.58985	1.0	1.0	1.0	1.0	18.0	7.0069356	2.0	1.053372	1.0	1.0	360.0	78.28773	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	191.0	56.09833	203.0	59.547554	3.0	1.418297	1.0	1.0	1.0	1.0	1.0	1.0	
117	228821.0	52308.98	1.0	1.0	495.0	130.79196	1.0	1.0	235.0	86.64563	1.0	1.0	1.0	1.0	23.0	8.704552	2.0	1.053372	1.0	1.0	391.0	85.261475	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	204.0	58.549484	211.0	61.388535	3.0	1.418297	1.0	1.0	2.0	1.1986084	1.0	1.0	
118	228745.0	52286.926	1.0	1.0	521.0	138.26904	1.0	1.0	251.0	92.15854	1.0	1.0	1.0	1.0	28.0	10.426574	2.0	1.053372	1.0	1.0	411.0	90.62629	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	211.0	60.00662	213.0	61.907013	3.0	1.418297	1.0	1.0	2.0	1.1986084	1.0	1.0	
119	228664.0	52263.89	1.0	1.0	548.0	146.8167	1.0	1.0	262.0	96.016174	1.0	1.0	1.0	1.0	39.0	14.202601	2.0	1.053372	1.0	1.0	429.0	94.34572	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	218.0	61.44382	219.0	63.451454	3.0	1.418297	1.0	1.0	3.0	1.3738611	1.0	1.0	
120	228566.0	52235.902	1.0	1.0	583.0	157.84741	1.0	1.0	273.0	99.813705	1.0	1.0	1.0	1.0	50.0	18.044117	2.0	1.053372	1.0	1.0	454.0	100.23894	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	224.0	62.61414	229.0	65.7091	3.0	1.418297	1.0	1.0	3.0	1.3738611	1.0	1.0	
121	228457.0	52204.613	1.0	1.0	618.0	167.89458	1.0	1.0	296.0	107.479095	1.0	1.0	1.0	1.0	59.0	21.572706	2.0	1.053372	1.0	1.0	480.0	106.89931	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	230.0	63.86273	237.0	67.48761	3.0	1.418297	1.0	1.0	5.0	1.7269596	1.0	1.0	
122	228362.0	52174.953	1.0	1.0	645.0	177.50806	1.0	1.0	312.0	112.65028	1.0	1.0	1.0	1.0	75.0	27.229332	2.0	1.053372	1.0	1.0	501.0	112.80397	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	235.0	64.86495	247.0	69.79095	3.0	1.418297	1.0	1.0	5.0	1.7269596	1.0	1.0	
123	228261.0	52144.863	1.0	1.0	675.0	188.56735	1.0	1.0	327.0	117.323654	1.0	1.0	1.0	1.0	89.0	32.238705	2.0	1.053372	1.0	1.0	524.0	117.854454	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	239.0	65.72726	261.0	73.012054	3.0	1.418297	1.0	1.0	6.0	1.9431969	1.0	1.0	
124	228174.0	52119.195	1.0	1.0	703.0	198.07002	1.0	1.0	343.0	122.36339	1.0	1.0	1.0	1.0	99.0	35.765068	2.0	1.053372	1.0	1.0	536.0	120.71907	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	242.0	66.441086	278.0	76.840355	3.0	1.418297	1.0	1.0	7.0	2.1415281	1.0	1.0	
125	228081.0	52091.32	1.0	1.0	734.0	209.53859	1.0	1.0	362.0	128.12355	1.0	1.0	1.0	1.0	107.0	38.726067	2.0	1.053372	1.0	1.0	552.0	124.187515	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	246.0	67.41541	293.0	80.06813	3.0	1.418297	1.0	1.0	7.0	2.1415281	1.0	1.0	
126	227989.0	52065.445	1.0	1.0	767.0	219.69951	1.0	1.0	382.0	133.77472	1.0	1.0	1.0	1.0	112.0	40.907024	2.0	1.053372	1.0	1.0	566.0	127.530754	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	249.0	68.095764	308.0	83.47778	3.0	1.418297	1.0	1.0	9.0	2.5711834	1.0	1.0	
127	227892.0	52038.266	1.0	1.0	797.0	228.89275	1.0	1.0	407.0	141.30682	1.0	1.0	1.0	1.0	118.0	43.324112	2.0	1.053372	1.0	1.0	581.0	130.7193	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.199607	255.0	69.64204	321.0	86.37729	3.0	1.418297	1.0	1.0	11.0	2.997389	1.0	1.0	
