SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 20
recruit_likeliness = 0.001
defeat_likeliness = 0.1
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	NATION 10 SIZE	NATION 10 RESOURCES	NATION 11 SIZE	NATION 11 RESOURCES	NATION 12 SIZE	NATION 12 RESOURCES	NATION 13 SIZE	NATION 13 RESOURCES	NATION 14 SIZE	NATION 14 RESOURCES	NATION 15 SIZE	NATION 15 RESOURCES	NATION 16 SIZE	NATION 16 RESOURCES	NATION 17 SIZE	NATION 17 RESOURCES	NATION 18 SIZE	NATION 18 RESOURCES	NATION 19 SIZE	NATION 19 RESOURCES	
319	152979.0	31669.72	6.0	1.3226048	13190.0	3864.8484	7898.0	2302.1553	11571.0	3193.3289	1.0	1.0	2396.0	756.8853	4097.0	1118.0347	2.0	1.053372	8504.0	2255.2114	11503.0	2918.8547	191.0	46.3662	451.0	107.29457	272.0	70.54324	3049.0	762.8454	2279.0	556.6341	9415.0	2486.1296	1032.0	273.40137	1.0	1.0	1561.0	367.2928	2.0	1.2673984	
320	152514.0	31539.79	6.0	1.3226048	13252.0	3880.8376	7979.0	2325.9321	11651.0	3217.7302	1.0	1.0	2424.0	766.0158	4097.0	1118.0312	2.0	1.053372	8581.0	2273.692	11557.0	2935.3464	190.0	46.00318	454.0	107.63306	273.0	70.69691	3052.0	762.96576	2304.0	564.2551	9440.0	2491.1482	1054.0	281.2593	1.0	1.0	1566.0	368.19684	2.0	1.2673984	
321	152038.0	31407.475	6.0	1.3226048	13315.0	3895.4646	8063.0	2351.094	11715.0	3238.7869	1.0	1.0	2453.0	775.2639	4103.0	1119.414	2.0	1.053372	8661.0	2293.8228	11610.0	2951.6333	190.0	46.00318	463.0	109.49517	274.0	70.85945	3057.0	763.64996	2330.0	572.3742	9473.0	2497.4727	1070.0	287.3183	1.0	1.0	1573.0	369.37964	2.0	1.2673984	
322	151537.0	31268.771	6.0	1.3226048	13387.0	3913.3787	8129.0	2370.666	11811.0	3268.871	1.0	1.0	2473.0	781.53723	4104.0	1119.9103	2.0	1.053372	8746.0	2314.1987	11670.0	2969.5513	189.0	45.649307	475.0	111.778244	276.0	71.17193	3059.0	763.75604	2356.0	581.4758	9507.0	2504.3872	1090.0	294.0792	1.0	1.0	1579.0	370.34003	2.0	1.2673984	
323	151038.0	31130.438	6.0	1.3226048	13450.0	3929.156	8211.0	2395.2	11909.0	3297.0417	1.0	1.0	2502.0	791.1305	4104.0	1119.8461	2.0	1.053372	8832.0	2334.1733	11739.0	2990.1409	187.0	44.919605	481.0	112.55888	278.0	71.49356	3059.0	763.4736	2375.0	589.2766	9531.0	2509.5906	1109.0	299.7944	1.0	1.0	1583.0	371.2879	2.0	1.2673984	
324	150515.0	30985.176	6.0	1.3226048	13520.0	3946.3628	8284.0	2417.4202	12006.0	3327.2883	1.0	1.0	2532.0	801.24774	4103.0	1119.6515	2.0	1.053372	8926.0	2356.0234	11797.0	3006.2708	184.0	43.89128	486.0	113.46375	279.0	71.64552	3065.0	764.47485	2410.0	600.43524	9562.0	2516.4646	1128.0	307.1625	1.0	1.0	1591.0	372.5415	2.0	1.2673984	
325	149987.0	30839.469	6.0	1.3226048	13585.0	3962.5137	8370.0	2445.236	12107.0	3356.7822	1.0	1.0	2560.0	810.60016	4111.0	1121.5085	2.0	1.053372	9013.0	2375.1753	11858.0	3024.8088	181.0	42.764492	492.0	114.03315	280.0	71.805046	3072.0	766.30286	2436.0	608.78345	9593.0	2523.8467	1145.0	312.30103	1.0	1.0	1598.0	373.575	2.0	1.2673984	
326	149496.0	30706.66	6.0	1.3226048	13631.0	3975.377	8438.0	2465.638	12216.0	3387.8662	1.0	1.0	2590.0	820.6864	4116.0	1121.9147	2.0	1.053372	9105.0	2396.9487	11912.0	3041.1653	180.0	42.607315	502.0	115.83621	280.0	71.805046	3084.0	768.1741	2452.0	614.3641	9623.0	2529.777	1161.0	316.49753	1.0	1.0	1602.0	374.16144	2.0	1.2673984	
327	149004.0	30572.34	6.0	1.3226048	13670.0	3985.3906	8519.0	2489.5076	12313.0	3418.8708	1.0	1.0	2618.0	830.4791	4119.0	1122.7495	2.0	1.053372	9197.0	2417.896	11976.0	3059.506	180.0	42.607315	508.0	116.98463	281.0	71.964165	3094.0	770.2888	2480.0	620.9985	9644.0	2533.826	1179.0	321.346	1.0	1.0	1606.0	374.71906	2.0	1.2673984	
328	148497.0	30438.465	6.0	1.3226048	13738.0	4001.65	8593.0	2511.2424	12411.0	3445.362	1.0	1.0	2653.0	842.31805	4123.0	1123.4664	2.0	1.053372	9271.0	2435.3416	12043.0	3078.0535	180.0	42.607315	515.0	118.893234	282.0	72.13219	3105.0	772.38525	2507.0	628.6908	9664.0	2537.569	1196.0	326.12625	1.0	1.0	1610.0	375.14966	2.0	1.2673984	
329	147947.0	30292.334	6.0	1.3226048	13805.0	4018.5793	8673.0	2534.175	12527.0	3478.176	1.0	1.0	2690.0	855.0204	4127.0	1124.0205	2.0	1.053372	9369.0	2457.7305	12099.0	3094.1309	180.0	42.238834	523.0	120.66916	284.0	72.78592	3112.0	773.4636	2533.0	636.849	9688.0	2541.853	1215.0	331.47888	1.0	1.0	1616.0	375.94324	2.0	1.2673984	
330	147409.0	30153.424	6.0	1.3226048	13875.0	4035.2727	8763.0	2558.2156	12631.0	3507.0466	1.0	1.0	2722.0	866.50555	4128.0	1124.3136	2.0	1.053372	9451.0	2476.5613	12163.0	3111.7725	179.0	41.817917	529.0	122.39179	287.0	73.211464	3125.0	775.91504	2560.0	644.33716	9714.0	2546.4878	1228.0	335.2021	1.0	1.0	1624.0	376.94836	2.0	1.2673984	
331	146854.0	30011.633	6.0	1.3226048	13956.0	4054.5068	8841.0	2577.3137	12740.0	3536.861	1.0	1.0	2758.0	878.4189	4127.0	1123.8994	2.0	1.053372	9544.0	2497.9167	12235.0	3131.8423	179.0	41.794518	538.0	124.95475	288.0	73.51055	3133.0	777.1763	2586.0	652.0086	9737.0	2551.3962	1240.0	338.0264	1.0	1.0	1632.0	378.17493	2.0	1.2673984	
332	146308.0	29869.955	6.0	1.3226048	14032.0	4073.2734	8938.0	2602.1538	12838.0	3563.7278	1.0	1.0	2791.0	890.26654	4125.0	1123.2148	2.0	1.053372	9633.0	2518.7656	12307.0	3151.6116	176.0	40.812317	551.0	128.15038	288.0	73.51055	3138.0	777.891	2613.0	660.56494	9763.0	2556.774	1253.0	340.3687	1.0	1.0	1634.0	378.4328	2.0	1.2673984	
333	145731.0	29721.465	6.0	1.3226048	14104.0	4090.5469	9035.0	2627.2507	12933.0	3588.487	1.0	1.0	2831.0	904.07465	4125.0	1122.4863	2.0	1.053372	9736.0	2543.6304	12370.0	3169.509	176.0	40.812317	561.0	131.21458	288.0	73.51055	3148.0	779.0894	2640.0	668.91833	9808.0	2566.367	1266.0	343.11484	1.0	1.0	1636.0	378.97888	2.0	1.2673984	
334	145249.0	29597.781	6.0	1.3226048	14170.0	4106.155	9096.0	2642.641	13022.0	3612.7346	1.0	1.0	2861.0	914.6427	4123.0	1121.9395	2.0	1.053372	9809.0	2560.2578	12420.0	3182.8865	176.0	40.812317	573.0	135.6663	290.0	73.81973	3157.0	780.0838	2672.0	679.00214	9850.0	2575.0806	1281.0	346.2622	1.0	1.0	1639.0	379.66464	2.0	1.2673984	
335	144713.0	29458.287	6.0	1.3226048	14232.0	4120.631	9183.0	2665.789	13116.0	3638.4067	1.0	1.0	2910.0	932.0158	4119.0	1120.9283	2.0	1.053372	9895.0	2580.0063	12467.0	3195.9077	175.0	40.44197	590.0	140.45506	290.0	73.81973	3170.0	782.1511	2698.0	687.3136	9886.0	2582.144	1296.0	349.832	1.0	1.0	1648.0	381.30563	2.0	1.2673984	
336	144218.0	29329.5	6.0	1.3226048	14276.0	4131.1265	9249.0	2682.8948	13204.0	3663.8948	1.0	1.0	2959.0	948.7399	4117.0	1120.1178	2.0	1.053372	9983.0	2600.3977	12525.0	3211.012	175.0	40.44197	601.0	143.90053	290.0	73.81973	3173.0	782.3873	2725.0	695.5666	9927.0	2589.4238	1311.0	353.77765	1.0	1.0	1655.0	382.44302	2.0	1.2673984	
337	143668.0	29183.385	6.0	1.3226048	14318.0	4140.1772	9328.0	2703.105	13301.0	3689.6257	1.0	1.0	3017.0	967.992	4114.0	1119.1056	2.0	1.053372	10082.0	2625.6638	12594.0	3227.453	174.0	40.04084	617.0	148.75673	290.0	73.81973	3179.0	782.84247	2758.0	707.94055	9963.0	2597.7087	1324.0	358.21365	1.0	1.0	1661.0	383.63177	2.0	1.2673984	
338	143148.0	29053.29	6.0	1.3226048	14372.0	4150.8438	9410.0	2723.8545	13401.0	3714.7178	1.0	1.0	3069.0	985.0974	4114.0	1118.6234	2.0	1.053372	10178.0	2647.6548	12641.0	3238.9495	173.0	39.628082	631.0	152.01027	290.0	73.81973	3184.0	783.6375	2782.0	716.6578	9993.0	2604.9158	1334.0	361.01794	1.0	1.0	1668.0	384.7675	2.0	1.2673984	
339	142645.0	28925.322	6.0	1.3226048	14414.0	4159.7134	9486.0	2743.1267	13498.0	3739.507	1.0	1.0	3112.0	998.9539	4113.0	1118.3815	2.0	1.053372	10277.0	2671.9668	12701.0	3253.0352	173.0	39.628082	645.0	155.74803	290.0	73.81973	3185.0	783.6849	2805.0	723.6965	10025.0	2612.349	1344.0	364.03104	1.0	1.0	1675.0	386.48904	2.0	1.2673984	
340	142125.0	28790.81	6.0	1.3226048	14461.0	4170.1045	9561.0	2761.1953	13601.0	3766.1008	1.0	1.0	3159.0	1013.95447	4115.0	1118.5681	2.0	1.053372	10374.0	2695.3818	12760.0	3269.5732	172.0	39.462597	657.0	159.53249	290.0	73.81973	3187.0	784.19904	2833.0	732.5847	10057.0	2619.5107	1353.0	366.79617	1.0	1.0	1683.0	387.8586	2.0	1.2673984	
341	141591.0	28648.822	6.0	1.3226048	14510.0	4181.577	9644.0	2781.8108	13714.0	3794.899	1.0	1.0	3205.0	1030.1339	4112.0	1117.515	2.0	1.053372	10474.0	2718.7603	12826.0	3287.3845	171.0	39.04151	666.0	162.30762	290.0	73.81973	3188.0	784.39435	2866.0	742.6717	10085.0	2629.1245	1358.0	368.08334	1.0	1.0	1688.0	389.08273	2.0	1.2673984	
342	141078.0	28515.326	6.0	1.3226048	14551.0	4190.776	9725.0	2802.796	13815.0	3818.838	1.0	1.0	3259.0	1048.2369	4112.0	1117.1565	3.0	1.1094651	10563.0	2739.3237	12880.0	3301.824	168.0	37.73696	680.0	166.68413	290.0	73.81973	3189.0	784.488	2900.0	753.3671	10119.0	2638.3223	1366.0	370.3866	1.0	1.0	1692.0	390.30368	2.0	1.2673984	
343	140601.0	28385.037	6.0	1.3226048	14602.0	4203.2217	9800.0	2821.3423	13897.0	3838.7954	1.0	1.0	3303.0	1065.3589	4107.0	1115.625	3.0	1.1094651	10655.0	2762.4531	12942.0	3319.3586	167.0	37.246254	688.0	169.76564	290.0	73.81973	3192.0	785.0209	2924.0	760.5551	10151.0	2648.624	1370.0	371.50314	1.0	1.0	1698.0	391.6321	2.0	1.2673984	
344	140114.0	28256.828	6.0	1.3226048	14659.0	4215.887	9882.0	2840.8635	13980.0	3860.5422	1.0	1.0	3343.0	1079.5363	4108.0	1115.5265	3.0	1.1094651	10749.0	2785.2495	12994.0	3333.3833	167.0	37.331886	697.0	173.11969	290.0	73.81973	3193.0	785.2273	2948.0	766.9822	10184.0	2658.716	1376.0	373.48126	1.0	1.0	1703.0	392.84286	2.0	1.2673984	
345	139643.0	28133.969	6.0	1.3226048	14706.0	4226.3945	9944.0	2855.2725	14057.0	3878.547	1.0	1.0	3389.0	1096.9132	4108.0	1114.8773	3.0	1.1094651	10849.0	2810.7668	13054.0	3347.5847	165.0	36.682648	710.0	177.19513	290.0	73.81973	3192.0	784.8468	2968.0	773.3625	10223.0	2669.833	1383.0	375.87082	1.0	1.0	1706.0	393.35553	2.0	1.2673984	
346	139173.0	28011.564	6.0	1.3226048	14748.0	4235.7656	10017.0	2872.3896	14121.0	3894.83	1.0	1.0	3438.0	1112.7583	4103.0	1113.6642	3.0	1.1094651	10962.0	2839.4966	13101.0	3359.3809	165.0	36.682648	728.0	182.56532	290.0	73.81973	3196.0	785.194	2991.0	779.8833	10258.0	2679.6062	1386.0	376.96542	1.0	1.0	1710.0	394.7058	2.0	1.2673984	
347	138709.0	27895.934	6.0	1.3226048	14790.0	4244.478	10094.0	2890.7522	14188.0	3909.518	1.0	1.0	3492.0	1130.5784	4100.0	1112.9131	3.0	1.1094651	11066.0	2864.7148	13160.0	3373.5032	162.0	35.838966	735.0	184.34013	290.0	73.81973	3200.0	786.2261	3008.0	785.85974	10290.0	2687.7717	1390.0	377.7931	1.0	1.0	1713.0	395.25153	2.0	1.2673984	
348	138236.0	27771.133	6.0	1.3226048	14841.0	4256.3276	10166.0	2909.3428	14255.0	3925.3713	1.0	1.0	3556.0	1151.566	4101.0	1113.1483	3.0	1.1094651	11160.0	2889.3928	13206.0	3384.888	162.0	35.838966	748.0	188.19499	290.0	73.81973	3202.0	786.32275	3026.0	792.02625	10325.0	2696.5017	1395.0	378.86655	1.0	1.0	1718.0	396.5639	2.0	1.2673984	
349	137764.0	27649.266	6.0	1.3226048	14882.0	4267.0713	10224.0	2922.1711	14325.0	3942.437	1.0	1.0	3611.0	1169.362	4100.0	1112.9323	3.0	1.1094651	11263.0	2914.6482	13266.0	3399.8198	161.0	35.420547	758.0	191.1631	290.0	73.81973	3202.0	785.9695	3050.0	800.3631	10369.0	2707.457	1397.0	379.3965	1.0	1.0	1725.0	397.99268	2.0	1.2673984	
350	137299.0	27531.768	6.0	1.3226048	14928.0	4278.4307	10304.0	2941.7517	14400.0	3961.8074	1.0	1.0	3658.0	1184.0334	4098.0	1112.063	3.0	1.1094651	11352.0	2934.876	13318.0	3412.7173	158.0	34.427113	763.0	192.30629	290.0	73.81973	3203.0	785.75793	3066.0	806.1348	10409.0	2717.6	1405.0	381.52887	1.0	1.0	1736.0	400.27637	2.0	1.2673984	
351	136813.0	27404.41	6.0	1.3226048	14984.0	4291.956	10372.0	2959.627	14455.0	3977.0354	1.0	1.0	3718.0	1203.2225	4102.0	1112.5878	3.0	1.1094651	11451.0	2959.301	13371.0	3426.0254	157.0	34.11415	767.0	193.11269	290.0	73.81973	3205.0	786.45154	3090.0	813.81915	10453.0	2727.406	1417.0	384.4907	1.0	1.0	1742.0	401.93588	2.0	1.2673984	
352	136322.0	27273.773	6.0	1.3226048	15017.0	4300.8833	10459.0	2982.0356	14526.0	3995.078	1.0	1.0	3770.0	1222.0422	4104.0	1113.1608	3.0	1.1094651	11536.0	2980.3274	13426.0	3441.229	156.0	33.64597	771.0	194.07501	290.0	73.81973	3208.0	786.7898	3120.0	821.81805	10500.0	2739.0735	1428.0	387.52548	1.0	1.0	1754.0	404.02893	2.0	1.2673984	
353	135832.0	27137.385	6.0	1.3226048	15057.0	4311.1284	10539.0	3003.7595	14592.0	4013.271	1.0	1.0	3829.0	1243.5016	4103.0	1112.5211	3.0	1.1094651	11620.0	3001.7888	13499.0	3462.672	156.0	33.64597	774.0	194.68349	290.0	73.81973	3209.0	786.9791	3140.0	827.29755	10542.0	2749.3755	1440.0	390.98596	1.0	1.0	1765.0	406.539	2.0	1.2673984	
354	135367.0	27013.979	6.0	1.3226048	15092.0	4320.0317	10621.0	3025.6816	14650.0	4028.2954	1.0	1.0	3889.0	1263.865	4101.0	1112.0006	3.0	1.1094651	11699.0	3019.3247	13551.0	3477.6292	156.0	33.64597	779.0	195.77756	290.0	73.81973	3215.0	788.0669	3159.0	832.9055	10596.0	2762.6638	1448.0	392.9233	1.0	1.0	1774.0	408.70868	2.0	1.2673984	
355	134889.0	26881.562	6.0	1.3226048	15120.0	4328.9727	10709.0	3048.7722	14709.0	4044.8613	1.0	1.0	3947.0	1283.7648	4107.0	1114.1661	3.0	1.1094651	11795.0	3041.0066	13610.0	3494.7632	154.0	33.174175	785.0	197.484	290.0	73.81973	3219.0	789.15454	3176.0	839.444	10639.0	2772.8164	1457.0	395.29218	1.0	1.0	1781.0	410.24283	2.0	1.2673984	
356	134459.0	26768.516	6.0	1.3226048	15144.0	4334.749	10767.0	3062.0989	14770.0	4062.1216	1.0	1.0	4006.0	1302.7808	4112.0	1115.823	3.0	1.1094651	11874.0	3060.208	13670.0	3511.3845	154.0	33.174175	790.0	198.89665	290.0	73.81973	3221.0	789.1881	3192.0	845.2043	10681.0	2781.3604	1466.0	397.39352	1.0	1.0	1791.0	412.58133	2.0	1.2673984	
357	134029.0	26655.857	6.0	1.3226048	15178.0	4343.727	10835.0	3078.5815	14819.0	4075.4546	1.0	1.0	4061.0	1319.8335	4116.0	1117.6637	3.0	1.1094651	11954.0	3080.6855	13717.0	3522.614	150.0	32.05114	796.0	201.02234	290.0	73.81973	3226.0	789.9789	3217.0	853.5538	10722.0	2789.8433	1475.0	399.5695	1.0	1.0	1802.0	415.0529	2.0	1.2673984	
358	133601.0	26540.666	6.0	1.3226048	15214.0	4353.7524	10898.0	3093.97	14873.0	4090.4185	1.0	1.0	4112.0	1336.4309	4123.0	1119.4521	3.0	1.1094651	12035.0	3100.0476	13771.0	3537.4595	144.0	29.82801	802.0	203.85408	290.0	73.81973	3227.0	790.2274	3245.0	862.58527	10757.0	2797.313	1483.0	401.88272	1.0	1.0	1812.0	417.6168	2.0	1.2673984	
359	133198.0	26443.738	6.0	1.3226048	15251.0	4362.4775	10959.0	3106.2485	14925.0	4103.57	1.0	1.0	4157.0	1350.7451	4122.0	1119.2742	3.0	1.1094651	12105.0	3117.0266	13826.0	3550.163	141.0	28.81139	807.0	205.52441	290.0	73.81973	3230.0	790.67725	3266.0	868.28876	10802.0	2805.0354	1491.0	404.62457	1.0	1.0	1817.0	419.3082	2.0	1.2673984	
360	132820.0	26350.61	6.0	1.3226048	15281.0	4371.1826	11010.0	3117.5505	14979.0	4116.0005	1.0	1.0	4200.0	1364.5199	4119.0	1118.5604	3.0	1.1094651	12173.0	3133.8804	13884.0	3563.0405	138.0	28.061352	814.0	208.35448	290.0	73.81973	3233.0	791.0508	3283.0	872.7235	10829.0	2810.3167	1503.0	407.4372	1.0	1.0	1831.0	422.22824	2.0	1.2673984	
361	132413.0	26248.914	6.0	1.3226048	15308.0	4377.61	11059.0	3127.4944	15030.0	4129.187	1.0	1.0	4242.0	1377.5891	4120.0	1118.2919	3.0	1.1094651	12258.0	3155.8076	13946.0	3578.547	136.0	27.366508	822.0	211.0632	290.0	73.81973	3235.0	791.41064	3314.0	880.8765	10863.0	2816.6377	1510.0	409.4921	1.0	1.0	1841.0	425.23776	2.0	1.2673984	
362	132009.0	26152.367	6.0	1.3226048	15343.0	4385.124	11107.0	3137.8489	15095.0	4144.6885	1.0	1.0	4283.0	1389.8887	4123.0	1118.753	3.0	1.1094651	12346.0	3178.7007	13996.0	3589.2883	134.0	26.628166	828.0	213.38066	290.0	73.81973	3237.0	791.2826	3335.0	886.8441	10894.0	2822.2314	1520.0	411.58185	1.0	1.0	1847.0	426.89066	2.0	1.2673984	
363	131639.0	26062.875	6.0	1.3226048	15364.0	4389.6606	11150.0	3146.3994	15157.0	4161.1406	1.0	1.0	4329.0	1402.2228	4127.0	1119.5386	3.0	1.1094651	12438.0	3200.7212	14043.0	3600.4958	132.0	26.145649	831.0	215.04774	290.0	73.81973	3239.0	791.62756	3354.0	892.15173	10913.0	2825.6833	1525.0	412.2118	1.0	1.0	1856.0	429.59247	2.0	1.2673984	
364	131265.0	25972.998	6.0	1.3226048	15393.0	4396.39	11207.0	3158.6401	15213.0	4175.848	1.0	1.0	4370.0	1413.1371	4126.0	1118.205	3.0	1.1094651	12516.0	3219.7612	14092.0	3611.687	129.0	24.99078	839.0	217.57335	290.0	73.81973	3240.0	791.504	3380.0	898.8499	10928.0	2828.4814	1531.0	413.7095	1.0	1.0	1868.0	433.7315	2.0	1.2673984	
365	130878.0	25879.322	6.0	1.3226048	15422.0	4403.109	11248.0	3166.3696	15275.0	4191.4624	1.0	1.0	4405.0	1423.2974	4127.0	1117.6804	4.0	1.1960032	12618.0	3245.7295	14143.0	3622.0486	125.0	23.50518	852.0	221.98004	290.0	73.81973	3240.0	791.45984	3403.0	904.65063	10945.0	2832.5474	1538.0	415.29062	1.0	1.0	1877.0	436.96503	2.0	1.2673984	
366	130476.0	25781.834	6.0	1.3226048	15442.0	4408.39	11303.0	3177.6965	15353.0	4210.108	1.0	1.0	4445.0	1434.7706	4133.0	1117.5935	4.0	1.1960032	12705.0	3267.74	14188.0	3632.6096	121.0	22.130741	864.0	226.06964	290.0	73.81973	3243.0	791.7439	3422.0	910.11163	10971.0	2837.8328	1545.0	416.93964	1.0	1.0	1885.0	439.8598	2.0	1.2673984	
367	130079.0	25687.205	6.0	1.3226048	15467.0	4412.5684	11367.0	3191.9539	15433.0	4230.024	1.0	1.0	4491.0	1449.5486	4136.0	1116.6804	4.0	1.1960032	12773.0	3283.3528	14230.0	3641.4902	121.0	22.130741	872.0	228.84404	290.0	73.81973	3248.0	792.6184	3447.0	917.25964	10988.0	2841.1953	1551.0	418.37408	1.0	1.0	1893.0	442.17603	2.0	1.2673984	
368	129690.0	25597.893	6.0	1.3226048	15484.0	4416.2847	11433.0	3206.51	15497.0	4244.4844	1.0	1.0	4541.0	1464.2444	4132.0	1114.748	4.0	1.1960032	12846.0	3299.9905	14275.0	3651.0	119.0	21.446903	878.0	230.4317	291.0	74.09302	3251.0	792.80884	3475.0	925.3496	11009.0	2844.4731	1557.0	420.0148	1.0	1.0	1908.0	445.46368	2.0	1.2673984	
369	129264.0	25496.408	6.0	1.3226048	15513.0	4422.0977	11512.0	3222.5957	15572.0	4263.504	1.0	1.0	4606.0	1483.7207	4128.0	1112.6259	4.0	1.1960032	12916.0	3316.6252	14315.0	3660.1294	113.0	19.848734	891.0	234.03976	291.0	74.09302	3257.0	794.256	3499.0	932.3308	11032.0	2848.6794	1561.0	420.88422	1.0	1.0	1916.0	447.4063	2.0	1.2673984	
370	128861.0	25401.15	6.0	1.3226048	15543.0	4427.991	11582.0	3238.5122	15630.0	4277.002	1.0	1.0	4651.0	1495.9283	4124.0	1110.0953	4.0	1.1960032	13005.0	3338.2468	14347.0	3667.8445	110.0	18.741882	910.0	240.59312	292.0	74.238304	3258.0	794.31836	3522.0	938.6254	11051.0	2852.3696	1573.0	424.21234	1.0	1.0	1927.0	449.3921	2.0	1.2673984	
371	128489.0	25314.61	6.0	1.3226048	15565.0	4432.0864	11658.0	3254.3691	15704.0	4293.613	1.0	1.0	4699.0	1511.0953	4117.0	1108.0847	4.0	1.1960032	13062.0	3350.9155	14378.0	3674.6921	109.0	18.549885	920.0	243.74496	292.0	74.238304	3264.0	795.5729	3550.0	945.679	11064.0	2854.467	1580.0	426.21082	1.0	1.0	1935.0	451.32715	2.0	1.2673984	
372	128104.0	25225.38	6.0	1.3226048	15582.0	4435.88	11758.0	3274.1667	15776.0	4310.1323	1.0	1.0	4749.0	1524.8378	4106.0	1104.5089	4.0	1.1960032	13121.0	3365.1973	14410.0	3682.6714	107.0	18.006622	936.0	248.18022	292.0	74.238304	3267.0	796.3764	3572.0	952.1379	11074.0	2855.5222	1593.0	429.7937	1.0	1.0	1939.0	452.24127	2.0	1.2673984	
373	127729.0	25137.148	6.0	1.3226048	15593.0	4437.604	11845.0	3291.4546	15837.0	4324.915	1.0	1.0	4802.0	1539.2343	4098.0	1101.1483	4.0	1.1960032	13194.0	3384.8884	14446.0	3692.011	104.0	17.15629	951.0	252.42929	293.0	74.37543	3272.0	797.71533	3586.0	955.6735	11093.0	2858.8113	1597.0	430.44492	1.0	1.0	1946.0	454.26666	2.0	1.2673984	
374	127374.0	25055.97	6.0	1.3226048	15615.0	4442.0854	11916.0	3305.2449	15907.0	4341.7144	1.0	1.0	4847.0	1551.1669	4091.0	1098.019	4.0	1.1960032	13252.0	3398.7542	14488.0	3702.5818	104.0	17.15629	966.0	256.3787	293.0	74.37543	3275.0	798.3673	3601.0	959.7413	11107.0	2861.3652	1599.0	430.7203	1.0	1.0	1951.0	455.60193	2.0	1.2673984	
375	127047.0	24980.457	6.0	1.3226048	15637.0	4446.817	11977.0	3316.9143	15960.0	4354.679	1.0	1.0	4894.0	1563.9867	4088.0	1095.6754	4.0	1.1960032	13305.0	3412.43	14524.0	3711.0627	100.0	16.080551	978.0	259.70975	293.0	74.37543	3277.0	798.6092	3619.0	964.52484	11120.0	2863.599	1605.0	432.163	1.0	1.0	1962.0	458.16058	2.0	1.2673984	
376	126709.0	24907.08	6.0	1.3226048	15663.0	4452.952	12047.0	3328.2893	16019.0	4367.94	1.0	1.0	4935.0	1574.4369	4080.0	1091.9757	4.0	1.1960032	13355.0	3425.5293	14570.0	3721.7358	97.0	15.083786	988.0	262.43567	293.0	74.37543	3282.0	800.02026	3637.0	969.7486	11133.0	2865.564	1609.0	432.71878	1.0	1.0	1969.0	459.36493	2.0	1.2673984	
377	126347.0	24824.32	6.0	1.3226048	15679.0	4456.396	12120.0	3342.5015	16094.0	4385.833	1.0	1.0	4973.0	1584.7424	4070.0	1087.9724	4.0	1.1960032	13414.0	3441.4543	14617.0	3732.6775	97.0	15.083786	996.0	264.27158	293.0	74.37543	3286.0	800.6726	3654.0	974.54584	11151.0	2868.8613	1618.0	434.57245	1.0	1.0	1977.0	460.98615	2.0	1.2673984	
378	126010.0	24745.273	6.0	1.3226048	15693.0	4459.392	12184.0	3354.159	16164.0	4403.143	1.0	1.0	5022.0	1598.6804	4057.0	1082.6812	4.0	1.1960032	13470.0	3456.4644	14658.0	3743.3276	96.0	14.829084	1002.0	265.8615	294.0	74.69738	3291.0	801.8848	3672.0	979.6295	11162.0	2870.5977	1626.0	436.18872	1.0	1.0	1985.0	462.45673	2.0	1.2673984	
379	125662.0	24662.967	6.0	1.3226048	15713.0	4463.959	12253.0	3368.3713	16216.0	4416.384	1.0	1.0	5073.0	1613.0334	4045.0	1078.572	4.0	1.1960032	13540.0	3474.3801	14700.0	3752.6934	96.0	14.829084	1011.0	268.66522	294.0	74.69738	3296.0	802.8357	3691.0	985.2373	11171.0	2871.4265	1636.0	438.0221	1.0	1.0	1989.0	463.1936	2.0	1.2673984	
380	125313.0	24580.871	6.0	1.3226048	15726.0	4467.1772	12332.0	3383.4653	16274.0	4431.5596	1.0	1.0	5129.0	1627.6709	4034.0	1073.8931	4.0	1.1960032	13599.0	3490.7295	14739.0	3762.416	96.0	14.829084	1015.0	270.13998	294.0	74.756996	3300.0	803.50836	3711.0	990.74475	11189.0	2874.7798	1639.0	438.25375	1.0	1.0	1996.0	464.45398	2.0	1.2673984	
381	124962.0	24495.846	6.0	1.3226048	15749.0	4472.3525	12405.0	3399.2368	16335.0	4447.402	1.0	1.0	5176.0	1639.396	4026.0	1070.7894	4.0	1.1960032	13665.0	3508.4944	14771.0	3770.8254	96.0	14.829084	1021.0	271.71426	294.0	74.756996	3305.0	805.0372	3731.0	997.7304	11203.0	2876.5496	1641.0	437.97882	1.0	1.0	2006.0	466.31476	2.0	1.2673984	
