SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 4
recruit_likeliness = 0.01
defeat_likeliness = 0.5
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	
301	218982.0	49992.406	2135.0	475.00565	2014.0	435.62473	2579.0	693.00024	4690.0	1147.5433	
302	218800.0	49950.46	2162.0	480.5715	2049.0	443.31415	2637.0	706.42053	4752.0	1162.8469	
303	218601.0	49905.207	2207.0	488.76218	2086.0	452.8922	2700.0	719.7263	4806.0	1177.0162	
304	218409.0	49862.21	2250.0	496.02454	2126.0	463.32928	2756.0	731.928	4859.0	1190.1451	
305	218231.0	49819.195	2282.0	501.9853	2172.0	476.39206	2803.0	741.5368	4912.0	1204.4941	
306	218042.0	49773.082	2318.0	508.3311	2227.0	492.95926	2849.0	750.8262	4964.0	1218.3911	
307	217866.0	49727.004	2333.0	511.05417	2284.0	509.51364	2886.0	758.968	5031.0	1237.0532	
308	217659.0	49676.555	2358.0	515.81396	2358.0	531.0807	2935.0	768.31903	5090.0	1251.833	
309	217436.0	49620.22	2382.0	520.4047	2439.0	553.83734	2982.0	776.80963	5161.0	1272.3453	
310	217228.0	49569.85	2413.0	526.7146	2488.0	566.4872	3034.0	787.0578	5237.0	1293.4899	
311	216994.0	49511.957	2457.0	537.32043	2545.0	579.603	3101.0	801.0826	5303.0	1313.6711	
312	216806.0	49468.926	2487.0	542.7213	2596.0	592.0746	3152.0	810.85156	5359.0	1329.0715	
313	216591.0	49419.0	2521.0	550.4055	2649.0	603.4565	3205.0	821.38916	5434.0	1349.4034	
314	216363.0	49362.54	2560.0	559.78784	2699.0	615.2003	3267.0	833.976	5511.0	1372.1522	
315	216120.0	49300.152	2612.0	571.929	2768.0	632.7231	3314.0	843.94025	5586.0	1394.8964	
316	215863.0	49236.516	2666.0	584.4203	2839.0	650.812	3359.0	852.4468	5673.0	1419.4718	
317	215625.0	49176.19	2716.0	598.21265	2906.0	667.415	3404.0	861.0841	5749.0	1440.7676	
318	215386.0	49121.25	2765.0	609.1326	2970.0	681.7287	3450.0	869.57	5829.0	1461.9791	
319	215143.0	49063.113	2801.0	617.3879	3029.0	697.0312	3510.0	879.0484	5917.0	1487.0674	
320	214897.0	49002.953	2838.0	627.52954	3099.0	714.3073	3572.0	889.9376	5994.0	1508.967	
321	214662.0	48945.02	2883.0	638.7988	3160.0	727.7395	3614.0	897.55865	6081.0	1534.6045	
322	214421.0	48882.58	2929.0	649.3217	3213.0	741.35736	3657.0	905.4501	6180.0	1564.9966	
323	214186.0	48825.54	2976.0	659.0708	3262.0	753.9908	3711.0	914.8178	6265.0	1590.2865	
324	213964.0	48768.54	3022.0	670.61066	3310.0	769.0871	3756.0	922.5863	6348.0	1612.866	
325	213717.0	48706.047	3073.0	682.61957	3358.0	782.4271	3809.0	932.51013	6443.0	1640.0693	
326	213493.0	48651.14	3120.0	693.7266	3401.0	793.52435	3864.0	943.3082	6522.0	1662.0028	
327	213264.0	48596.3	3170.0	705.2531	3443.0	802.88916	3913.0	953.28046	6610.0	1685.9484	
328	213035.0	48540.914	3222.0	716.5611	3484.0	811.4697	3956.0	961.58466	6703.0	1713.1401	
329	212777.0	48474.453	3283.0	732.7953	3523.0	821.5969	4010.0	971.67474	6807.0	1743.1201	
330	212534.0	48414.523	3338.0	744.60846	3564.0	831.35767	4062.0	981.5423	6902.0	1771.5831	
331	212284.0	48356.746	3394.0	758.2901	3619.0	842.6069	4113.0	990.87286	6990.0	1795.09	
332	212014.0	48292.656	3450.0	771.7734	3678.0	855.37695	4176.0	1003.033	7082.0	1820.7286	
333	211744.0	48230.473	3509.0	784.66394	3739.0	869.0776	4235.0	1014.57513	7173.0	1844.7819	
334	211480.0	48169.785	3559.0	795.02704	3786.0	879.26483	4295.0	1026.7244	7280.0	1872.7738	
335	211218.0	48108.67	3619.0	809.24097	3834.0	889.61664	4348.0	1037.1796	7381.0	1898.8394	
336	210958.0	48047.836	3664.0	820.2068	3886.0	901.42084	4428.0	1054.5769	7464.0	1919.4791	
337	210740.0	47999.586	3712.0	830.47986	3931.0	910.995	4474.0	1063.4512	7543.0	1938.9956	
338	210511.0	47946.234	3758.0	841.5303	3983.0	923.2062	4535.0	1076.365	7613.0	1956.2146	
339	210238.0	47883.47	3826.0	857.59155	4034.0	935.52747	4613.0	1092.8896	7689.0	1974.0862	
340	209995.0	47827.016	3889.0	873.0304	4082.0	946.0497	4678.0	1107.9011	7756.0	1989.5776	
341	209741.0	47766.844	3950.0	890.41156	4134.0	957.09326	4744.0	1124.5016	7831.0	2004.7396	
342	209464.0	47700.84	4010.0	906.67084	4191.0	969.7521	4819.0	1142.6625	7916.0	2023.6674	
343	209189.0	47635.84	4073.0	922.9646	4250.0	983.0577	4899.0	1161.5867	7989.0	2040.1588	
344	208927.0	47570.008	4131.0	940.26917	4297.0	994.81464	4975.0	1180.3054	8070.0	2058.2158	
345	208643.0	47502.68	4195.0	958.4725	4362.0	1010.1852	5054.0	1198.3027	8146.0	2074.0017	
346	208370.0	47437.848	4252.0	975.2632	4420.0	1022.7759	5133.0	1216.3579	8225.0	2091.4077	
347	208108.0	47369.758	4312.0	995.1924	4472.0	1036.3759	5219.0	1237.8315	8289.0	2104.4841	
348	207822.0	47299.934	4370.0	1012.1677	4528.0	1049.6874	5314.0	1260.104	8366.0	2121.7551	
349	207530.0	47229.543	4432.0	1029.2856	4596.0	1065.0261	5407.0	1282.7144	8435.0	2137.106	
350	207240.0	47159.637	4504.0	1049.837	4651.0	1078.287	5495.0	1302.9391	8510.0	2153.0056	
351	206937.0	47086.562	4568.0	1067.2407	4717.0	1094.8673	5587.0	1323.7909	8591.0	2171.2537	
352	206662.0	47016.055	4627.0	1082.8987	4785.0	1114.0756	5655.0	1340.6091	8671.0	2190.0798	
353	206421.0	46957.633	4680.0	1095.6702	4841.0	1129.5817	5718.0	1355.5029	8740.0	2205.3308	
354	206135.0	46888.26	4744.0	1112.4396	4909.0	1149.268	5795.0	1372.9425	8817.0	2220.829	
355	205877.0	46822.773	4796.0	1126.5796	4965.0	1165.1497	5868.0	1390.8475	8894.0	2238.3762	
356	205580.0	46745.992	4855.0	1142.4899	5027.0	1183.7654	5959.0	1414.2179	8979.0	2257.295	
357	205268.0	46665.81	4925.0	1161.4185	5089.0	1202.1224	6023.0	1430.8789	9095.0	2283.5159	
358	204973.0	46592.56	4973.0	1174.4492	5157.0	1221.1495	6103.0	1451.2173	9194.0	2304.396	
359	204689.0	46518.53	5034.0	1191.1953	5225.0	1240.4692	6173.0	1469.5996	9279.0	2323.9844	
360	204360.0	46426.914	5115.0	1217.4285	5304.0	1262.0967	6239.0	1489.8298	9382.0	2347.5261	
361	204058.0	46348.113	5186.0	1237.9321	5378.0	1285.0851	6306.0	1506.2343	9472.0	2366.4402	
362	203771.0	46281.516	5242.0	1253.2399	5442.0	1301.0924	6388.0	1523.6598	9557.0	2384.3088	
363	203433.0	46192.367	5317.0	1275.48	5512.0	1319.2206	6458.0	1544.3704	9680.0	2412.3003	
364	203116.0	46112.543	5380.0	1295.1167	5576.0	1335.8501	6538.0	1564.6411	9790.0	2435.5667	
365	202807.0	46035.19	5441.0	1314.0074	5636.0	1350.3151	6622.0	1587.1776	9894.0	2457.012	
366	202483.0	45949.953	5507.0	1334.8063	5700.0	1366.2911	6704.0	1610.7471	10006.0	2481.8672	
367	202124.0	45862.535	5586.0	1354.2101	5775.0	1386.2878	6798.0	1637.2327	10117.0	2503.4038	
368	201759.0	45772.668	5662.0	1373.7485	5848.0	1404.2145	6899.0	1665.7916	10232.0	2527.319	
369	201454.0	45696.695	5729.0	1393.1598	5920.0	1420.8297	6977.0	1685.5143	10320.0	2547.5273	
370	201117.0	45614.92	5811.0	1417.9609	5987.0	1437.1339	7057.0	1704.2946	10428.0	2569.376	
371	200775.0	45528.453	5885.0	1439.6487	6047.0	1453.2281	7145.0	1726.0404	10548.0	2596.306	
372	200444.0	45445.934	5969.0	1463.0049	6117.0	1471.8599	7220.0	1743.8677	10650.0	2618.9707	
373	200108.0	45364.65	6039.0	1482.0249	6188.0	1491.4207	7294.0	1760.7131	10771.0	2644.8286	
374	199777.0	45281.484	6113.0	1502.4034	6260.0	1510.2336	7366.0	1779.0741	10884.0	2670.4653	
375	199418.0	45189.49	6183.0	1520.8541	6346.0	1534.1473	7438.0	1797.1276	11015.0	2702.0288	
376	199097.0	45104.777	6251.0	1538.8403	6411.0	1553.6554	7518.0	1818.8246	11123.0	2727.544	
377	198749.0	45016.35	6328.0	1558.6953	6489.0	1574.0564	7591.0	1838.5388	11243.0	2755.98	
378	198418.0	44932.863	6411.0	1580.6188	6560.0	1592.7106	7660.0	1854.7069	11351.0	2782.6829	
379	198071.0	44848.723	6489.0	1598.7881	6640.0	1612.4694	7734.0	1872.3888	11466.0	2811.2104	
380	197723.0	44766.68	6561.0	1613.9955	6720.0	1632.8861	7815.0	1891.214	11581.0	2838.8232	
381	197364.0	44677.566	6636.0	1632.1245	6818.0	1658.7211	7885.0	1908.574	11697.0	2866.5986	
382	197009.0	44593.508	6721.0	1650.9567	6900.0	1680.9478	7964.0	1927.9656	11806.0	2890.2046	
383	196682.0	44514.25	6790.0	1667.469	6982.0	1701.8478	8036.0	1946.1521	11910.0	2913.8123	
384	196326.0	44425.605	6873.0	1686.6663	7060.0	1722.7543	8126.0	1970.3274	12015.0	2938.1782	
385	195964.0	44338.95	6956.0	1705.3949	7140.0	1740.9409	8216.0	1995.8678	12124.0	2962.374	
386	195645.0	44259.477	7026.0	1724.021	7198.0	1754.1227	8294.0	2018.3231	12237.0	2987.6155	
