SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 4
recruit_likeliness = 0.001
defeat_likeliness = 0.5
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
91	230396.0	52739.242	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
92	230396.0	52739.242	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
93	230396.0	52739.242	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
94	230396.0	52739.242	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
95	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
96	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
97	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
98	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
99	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
100	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
101	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
102	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
103	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
104	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
105	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
106	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
107	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
108	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
109	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
110	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
111	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
112	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
113	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
114	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
115	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
116	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
117	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
118	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
119	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
120	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
121	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
122	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
123	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
124	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
125	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
126	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
127	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
128	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
129	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
130	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
131	230395.0	52739.1	1.0	1.0	1.0	1.0	2.0	1.1416801	1.0	1.0	
132	230394.0	52738.53	1.0	1.0	1.0	1.0	2.0	1.1416801	2.0	1.5722318	
133	230391.0	52736.8	1.0	1.0	1.0	1.0	2.0	1.1416801	5.0	3.3037648	
134	230387.0	52734.758	1.0	1.0	1.0	1.0	2.0	1.1416801	9.0	5.3468537	
135	230378.0	52730.977	1.0	1.0	1.0	1.0	2.0	1.1416801	18.0	9.129458	
136	230374.0	52729.145	1.0	1.0	1.0	1.0	2.0	1.1416801	22.0	10.958815	
137	230366.0	52726.03	1.0	1.0	1.0	1.0	2.0	1.1416801	30.0	14.068854	
138	230360.0	52723.145	1.0	1.0	1.0	1.0	2.0	1.1416801	36.0	16.950945	
139	230347.0	52717.746	1.0	1.0	1.0	1.0	2.0	1.1416801	49.0	22.34728	
140	230336.0	52713.39	1.0	1.0	1.0	1.0	2.0	1.1416801	60.0	26.704115	
141	230329.0	52710.867	1.0	1.0	1.0	1.0	2.0	1.1416801	67.0	29.223173	
142	230319.0	52706.953	1.0	1.0	1.0	1.0	2.0	1.1416801	77.0	33.135746	
143	230309.0	52703.594	1.0	1.0	1.0	1.0	2.0	1.1416801	87.0	36.49194	
144	230298.0	52699.74	1.0	1.0	1.0	1.0	2.0	1.1416801	98.0	40.344826	
145	230288.0	52696.633	1.0	1.0	1.0	1.0	2.0	1.1416801	108.0	43.45288	
146	230279.0	52693.484	1.0	1.0	1.0	1.0	2.0	1.1416801	117.0	46.598286	
147	230271.0	52691.113	1.0	1.0	1.0	1.0	2.0	1.1416801	125.0	48.965454	
148	230260.0	52687.99	1.0	1.0	1.0	1.0	2.0	1.1416801	136.0	52.08737	
149	230251.0	52685.504	1.0	1.0	1.0	1.0	2.0	1.1416801	145.0	54.5727	
150	230237.0	52681.695	1.0	1.0	1.0	1.0	2.0	1.1416801	159.0	58.39025	
151	230228.0	52679.41	1.0	1.0	1.0	1.0	2.0	1.1416801	168.0	60.672844	
152	230219.0	52677.324	1.0	1.0	1.0	1.0	2.0	1.1416801	177.0	62.763424	
153	230211.0	52675.05	1.0	1.0	1.0	1.0	2.0	1.1416801	185.0	65.03748	
154	230202.0	52672.406	1.0	1.0	1.0	1.0	2.0	1.1416801	194.0	67.684105	
155	230196.0	52670.61	1.0	1.0	1.0	1.0	2.0	1.1416801	200.0	69.479454	
156	230192.0	52669.465	1.0	1.0	1.0	1.0	2.0	1.1416801	204.0	70.62265	
157	230180.0	52666.03	1.0	1.0	1.0	1.0	2.0	1.1416801	216.0	74.057686	
158	230166.0	52661.773	1.0	1.0	1.0	1.0	2.0	1.1416801	230.0	78.319756	
159	230157.0	52659.15	1.0	1.0	1.0	1.0	2.0	1.1416801	239.0	80.9486	
160	230151.0	52657.41	1.0	1.0	1.0	1.0	2.0	1.1416801	245.0	82.68826	
161	230139.0	52653.75	1.0	1.0	1.0	1.0	2.0	1.1416801	257.0	86.353645	
162	230121.0	52648.31	1.0	1.0	1.0	1.0	2.0	1.1416801	275.0	91.793465	
163	230101.0	52642.824	1.0	1.0	1.0	1.0	2.0	1.1416801	295.0	97.27583	
164	230088.0	52639.277	1.0	1.0	1.0	1.0	2.0	1.1416801	308.0	100.821724	
