SIMULATION PARAMETERS:
n = 225
m = 400
k = 1
p = 5
recruit_likeliness = 0.01
defeat_likeliness = 0.5
starting_control = 100
resource_noise_scale = 0.033333335

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	
269	35827.0	7436.2554	444.0	164.30902	16980.0	4018.5256	3955.0	617.50836	16600.0	3758.3918	16194.0	3822.1396	
270	35551.0	7377.608	388.0	143.2404	17117.0	4042.3423	3810.0	591.4643	16745.0	3795.748	16389.0	3866.7217	
271	35288.0	7321.4863	330.0	122.20303	17283.0	4071.2354	3659.0	564.6883	16880.0	3829.6206	16560.0	3907.8933	
272	35015.0	7259.887	277.0	101.48398	17439.0	4098.014	3490.0	536.0791	17021.0	3867.4802	16758.0	3954.185	
273	34703.0	7189.1724	233.0	85.19813	17585.0	4124.882	3328.0	508.0956	17176.0	3902.7183	16975.0	4007.066	
274	34397.0	7117.8105	207.0	75.32064	17756.0	4154.2373	3169.0	478.89313	17281.0	3927.0007	17190.0	4063.8735	
275	34127.0	7053.8384	173.0	62.79307	17904.0	4179.231	3007.0	451.39322	17388.0	3950.983	17401.0	4118.89	
276	33821.0	6986.553	148.0	53.061302	18085.0	4210.8545	2838.0	422.51013	17510.0	3979.1187	17598.0	4165.03	
277	33549.0	6921.725	124.0	43.693672	18227.0	4236.77	2669.0	395.71622	17620.0	4002.7869	17811.0	4216.439	
278	33296.0	6868.3813	95.0	32.920357	18366.0	4259.7363	2508.0	368.90363	17716.0	4024.1782	18019.0	4263.012	
279	33044.0	6807.1777	70.0	23.733374	18507.0	4283.9307	2348.0	344.87198	17820.0	4047.9807	18211.0	4309.435	
280	32781.0	6742.2993	55.0	18.488745	18667.0	4312.6973	2168.0	316.60413	17910.0	4067.3606	18419.0	4359.6836	
281	32469.0	6668.9497	51.0	16.831604	18821.0	4338.579	2034.0	297.1828	18007.0	4086.2268	18618.0	4409.3667	
282	32172.0	6600.922	41.0	13.267104	18977.0	4364.0874	1915.0	280.08273	18113.0	4109.5273	18782.0	4449.2476	
283	31875.0	6534.281	35.0	11.183102	19126.0	4389.7656	1802.0	263.30844	18206.0	4130.5522	18956.0	4488.045	
284	31588.0	6466.848	29.0	9.166906	19253.0	4411.0625	1677.0	245.68341	18315.0	4155.324	19138.0	4529.0474	
285	31334.0	6407.963	23.0	7.545864	19376.0	4431.0176	1554.0	228.47838	18404.0	4175.0327	19309.0	4567.088	
286	31054.0	6345.1465	14.0	4.6841097	19511.0	4453.9897	1435.0	211.62518	18493.0	4195.431	19493.0	4606.2505	
287	30790.0	6284.7886	11.0	3.961422	19656.0	4478.334	1306.0	192.2826	18580.0	4213.9775	19657.0	4643.781	
288	30493.0	6214.181	9.0	3.4886022	19804.0	4502.8516	1180.0	174.53345	18676.0	4235.4727	19838.0	4686.5884	
289	30195.0	6144.9956	7.0	2.839617	19953.0	4527.3066	1045.0	155.34886	18777.0	4260.449	20023.0	4726.1685	
290	29905.0	6078.058	4.0	1.7164696	20103.0	4551.79	924.0	138.17828	18855.0	4277.9834	20209.0	4769.3823	
291	29610.0	6007.848	4.0	1.7164696	20232.0	4573.784	815.0	122.94962	18956.0	4300.114	20383.0	4810.6973	
292	29319.0	5941.3916	3.0	1.4696199	20358.0	4595.368	726.0	109.639915	19043.0	4318.3896	20551.0	4850.8457	
293	29025.0	5867.9937	1.0	1.0	20498.0	4620.72	639.0	97.64272	19131.0	4339.0767	20706.0	4890.6646	
294	28737.0	5800.907	1.0	1.0	20624.0	4640.683	560.0	86.81578	19230.0	4362.3013	20848.0	4925.3926	
295	28434.0	5730.354	1.0	1.0	20747.0	4660.8423	494.0	78.7487	19334.0	4385.612	20990.0	4960.5386	
296	28148.0	5662.6777	1.0	1.0	20854.0	4679.484	437.0	71.34709	19442.0	4409.2407	21118.0	4993.344	
297	27848.0	5590.3193	1.0	1.0	20961.0	4698.67	389.0	64.16316	19551.0	4432.526	21250.0	5030.4053	
298	27559.0	5523.054	1.0	1.0	21081.0	4720.1416	332.0	54.352924	19650.0	4453.873	21377.0	5064.655	
299	27265.0	5451.026	1.0	1.0	21189.0	4739.7295	286.0	47.13099	19749.0	4475.798	21510.0	5102.4014	
300	26977.0	5384.6064	1.0	1.0	21298.0	4758.5283	235.0	38.11626	19844.0	4496.0586	21645.0	5138.779	
301	26700.0	5318.7695	1.0	1.0	21397.0	4776.978	191.0	30.840458	19924.0	4513.029	21787.0	5176.473	
302	26431.0	5255.7725	1.0	1.0	21487.0	4792.109	148.0	24.014956	20012.0	4529.1953	21921.0	5215.0063	
303	26188.0	5203.2637	1.0	1.0	21577.0	4807.1323	115.0	19.451971	20085.0	4543.434	22034.0	5242.8145	
304	25915.0	5140.343	1.0	1.0	21670.0	4824.107	83.0	14.75319	20173.0	4561.795	22158.0	5275.0996	
305	25675.0	5088.23	1.0	1.0	21746.0	4839.922	64.0	11.469964	20255.0	4578.0547	22259.0	5298.426	
306	25439.0	5034.843	1.0	1.0	21826.0	4856.995	50.0	9.01483	20335.0	4594.5737	22349.0	5320.6733	
307	25198.0	4981.0903	1.0	1.0	21901.0	4872.8374	40.0	7.4537497	20431.0	4615.308	22429.0	5339.4136	
308	24933.0	4922.0425	1.0	1.0	21996.0	4891.374	31.0	6.0464296	20508.0	4630.5596	22531.0	5366.081	
309	24700.0	4874.9673	1.0	1.0	22078.0	4908.384	26.0	5.2776723	20580.0	4644.561	22615.0	5382.912	
310	24483.0	4829.1846	1.0	1.0	22164.0	4926.291	24.0	4.6146874	20637.0	4656.0674	22691.0	5399.9414	
311	24263.0	4781.779	1.0	1.0	22247.0	4943.8823	25.0	4.7905335	20706.0	4669.2515	22758.0	5416.4004	
312	24029.0	4736.512	1.0	1.0	22347.0	4963.6016	26.0	4.9913745	20771.0	4681.071	22826.0	5429.928	
313	23782.0	4685.5293	1.0	1.0	22425.0	4980.381	25.0	4.873946	20858.0	4696.73	22909.0	5448.5957	
314	23550.0	4634.2427	1.0	1.0	22517.0	5001.5967	27.0	5.210862	20911.0	4707.303	22994.0	5467.7505	
315	23366.0	4596.161	1.0	1.0	22578.0	5014.295	22.0	4.3466997	20964.0	4717.5586	23069.0	5483.7446	
316	23167.0	4554.6387	1.0	1.0	22655.0	5030.1284	22.0	4.3635535	21024.0	4729.4165	23131.0	5497.5557	
317	22950.0	4509.981	1.0	1.0	22742.0	5047.995	19.0	3.863169	21088.0	4741.8667	23200.0	5512.396	
318	22744.0	4467.158	1.0	1.0	22826.0	5066.169	14.0	3.042597	21144.0	4753.1665	23271.0	5526.568	
319	22545.0	4424.253	1.0	1.0	22911.0	5084.389	9.0	2.2009325	21203.0	4764.3965	23331.0	5540.8657	
320	22341.0	4380.8374	1.0	1.0	22996.0	5102.3984	7.0	1.8771939	21259.0	4776.0444	23396.0	5554.9473	
321	22134.0	4337.803	1.0	1.0	23098.0	5122.2993	5.0	1.5473969	21304.0	4784.768	23458.0	5569.6865	
322	21919.0	4290.5513	1.0	1.0	23200.0	5143.078	5.0	1.5473969	21360.0	4798.0156	23515.0	5582.9087	
323	21687.0	4238.8423	1.0	1.0	23306.0	5164.9688	5.0	1.5473969	21421.0	4811.243	23580.0	5599.499	
324	21453.0	4188.0776	1.0	1.0	23417.0	5188.54	5.0	1.5473969	21485.0	4826.4385	23639.0	5611.495	
325	21205.0	4137.053	1.0	1.0	23521.0	5209.694	4.0	1.3847744	21556.0	4842.265	23713.0	5625.709	
326	20970.0	4090.438	1.0	1.0	23627.0	5231.0093	4.0	1.3847744	21615.0	4853.117	23783.0	5640.1606	
327	20710.0	4037.5344	1.0	1.0	23747.0	5255.343	2.0	1.036728	21681.0	4864.8955	23859.0	5657.3	
328	20461.0	3987.7522	1.0	1.0	23868.0	5278.632	2.0	1.036728	21738.0	4875.351	23930.0	5673.3403	
329	20243.0	3944.6724	1.0	1.0	23987.0	5302.818	2.0	1.036728	21787.0	4884.581	23980.0	5683.0	
330	20004.0	3896.168	1.0	1.0	24105.0	5326.05	2.0	1.036728	21850.0	4896.5537	24038.0	5696.3022	
331	19773.0	3849.5618	1.0	1.0	24224.0	5349.3164	2.0	1.036728	21910.0	4909.813	24090.0	5706.387	
332	19594.0	3812.781	1.0	1.0	24313.0	5367.1553	3.0	1.0641403	21954.0	4918.7734	24135.0	5716.3374	
333	19416.0	3778.87	1.0	1.0	24392.0	5381.5005	3.0	1.0641403	21996.0	4926.5215	24192.0	5728.1533	
334	19239.0	3743.659	1.0	1.0	24487.0	5399.242	3.0	1.0641403	22038.0	4935.4414	24232.0	5736.7046	
335	19038.0	3705.197	1.0	1.0	24595.0	5419.271	3.0	1.0641403	22078.0	4942.8306	24285.0	5747.7505	
336	18839.0	3666.7893	1.0	1.0	24689.0	5435.9688	3.0	1.0641403	22130.0	4952.9	24338.0	5759.3945	
337	18644.0	3627.3977	1.0	1.0	24797.0	5457.177	3.0	1.0641403	22167.0	4960.0044	24388.0	5770.472	
338	18459.0	3594.8586	1.0	1.0	24903.0	5473.7734	3.0	1.0641403	22211.0	4968.908	24423.0	5777.508	
339	18280.0	3560.016	1.0	1.0	24989.0	5491.119	3.0	1.0641403	22253.0	4975.367	24474.0	5788.55	
340	18114.0	3526.454	1.0	1.0	25065.0	5506.3594	3.0	1.0641403	22296.0	4983.1216	24521.0	5799.12	
341	17921.0	3486.9443	1.0	1.0	25165.0	5525.55	3.0	1.0641403	22341.0	4991.2	24569.0	5811.3574	
342	17753.0	3451.785	1.0	1.0	25249.0	5543.1826	3.0	1.0641403	22372.0	4996.678	24622.0	5823.4053	
343	17571.0	3411.0112	1.0	1.0	25345.0	5564.558	3.0	1.0641403	22407.0	5003.691	24673.0	5835.7886	
344	17395.0	3375.9482	1.0	1.0	25436.0	5582.7056	3.0	1.0641403	22443.0	5011.166	24722.0	5845.232	
345	17198.0	3332.9207	1.0	1.0	25534.0	5604.4517	2.0	1.036728	22487.0	5019.719	24778.0	5857.987	
346	17006.0	3293.7078	1.0	1.0	25622.0	5621.2334	2.0	1.036728	22527.0	5027.492	24842.0	5872.6484	
347	16830.0	3257.9333	1.0	1.0	25719.0	5640.775	2.0	1.036728	22567.0	5034.4023	24881.0	5881.975	
348	16663.0	3224.6804	1.0	1.0	25806.0	5657.5547	2.0	1.036728	22600.0	5041.0063	24928.0	5891.842	
349	16501.0	3191.3767	1.0	1.0	25889.0	5674.829	2.0	1.036728	22635.0	5047.081	24972.0	5901.795	
350	16346.0	3160.4841	1.0	1.0	25961.0	5688.46	2.0	1.036728	22671.0	5053.699	25019.0	5912.4395	
351	16175.0	3124.2798	1.0	1.0	26047.0	5707.776	2.0	1.036728	22711.0	5060.6494	25064.0	5922.3794	
352	16012.0	3089.9248	1.0	1.0	26122.0	5724.2397	1.0	1.0	22754.0	5068.0444	25110.0	5932.912	
353	15846.0	3056.0093	1.0	1.0	26202.0	5740.3228	1.0	1.0	22795.0	5076.963	25155.0	5941.825	
354	15698.0	3026.5469	1.0	1.0	26288.0	5756.6685	1.0	1.0	22819.0	5081.521	25193.0	5950.3853	
355	15532.0	2996.618	1.0	1.0	26368.0	5771.0156	1.0	1.0	22858.0	5088.4604	25240.0	5959.03	
356	15374.0	2962.8816	1.0	1.0	26455.0	5788.0063	1.0	1.0	22882.0	5093.8296	25287.0	5970.403	
357	15190.0	2925.517	1.0	1.0	26538.0	5804.342	1.0	1.0	22927.0	5103.459	25343.0	5981.802	
358	15027.0	2892.6914	1.0	1.0	26617.0	5819.187	1.0	1.0	22962.0	5110.48	25392.0	5992.7627	
359	14879.0	2863.1646	1.0	1.0	26684.0	5831.78	1.0	1.0	23001.0	5117.6353	25434.0	6002.5454	
360	14723.0	2831.476	1.0	1.0	26770.0	5848.87	1.0	1.0	23024.0	5121.4736	25481.0	6013.3037	
361	14557.0	2800.3376	1.0	1.0	26859.0	5865.265	1.0	1.0	23060.0	5127.5317	25522.0	6021.9883	
362	14366.0	2763.2117	1.0	1.0	26960.0	5883.5015	1.0	1.0	23096.0	5133.9497	25576.0	6034.4595	
363	14196.0	2730.8894	1.0	1.0	27050.0	5900.2617	1.0	1.0	23130.0	5140.2544	25622.0	6043.7144	
364	14052.0	2700.283	1.0	1.0	27124.0	5914.941	1.0	1.0	23150.0	5143.5127	25672.0	6056.383	
365	13874.0	2663.2004	1.0	1.0	27202.0	5930.8125	1.0	1.0	23195.0	5152.7275	25727.0	6068.3726	
366	13708.0	2630.6177	1.0	1.0	27275.0	5946.3335	1.0	1.0	23231.0	5158.654	25784.0	6079.5093	
367	13551.0	2597.8745	1.0	1.0	27343.0	5960.078	1.0	1.0	23274.0	5166.52	25830.0	6090.6396	
368	13399.0	2564.0098	1.0	1.0	27421.0	5976.4023	1.0	1.0	23301.0	5172.537	25877.0	6102.1665	
369	13238.0	2531.5947	1.0	1.0	27503.0	5992.54	1.0	1.0	23331.0	5178.2583	25926.0	6112.722	
370	13102.0	2507.0298	1.0	1.0	27574.0	6004.611	1.0	1.0	23353.0	5182.296	25969.0	6121.179	
371	12959.0	2481.1216	1.0	1.0	27630.0	6014.3584	1.0	1.0	23385.0	5188.194	26024.0	6131.4424	
372	12816.0	2453.661	1.0	1.0	27697.0	6027.487	1.0	1.0	23409.0	5192.16	26076.0	6141.8086	
373	12684.0	2428.2068	1.0	1.0	27751.0	6037.555	1.0	1.0	23438.0	5197.126	26125.0	6152.233	
374	12568.0	2405.2615	1.0	1.0	27806.0	6049.451	1.0	1.0	23469.0	5202.7905	26155.0	6157.6167	
375	12462.0	2384.3828	1.0	1.0	27852.0	6058.887	1.0	1.0	23500.0	5207.979	26184.0	6163.871	
376	12346.0	2361.4185	1.0	1.0	27905.0	6068.769	1.0	1.0	23523.0	5211.563	26224.0	6173.371	
377	12224.0	2337.0898	1.0	1.0	27963.0	6079.5156	1.0	1.0	23551.0	5216.1504	26260.0	6182.3633	
378	12098.0	2314.2625	1.0	1.0	28029.0	6092.304	1.0	1.0	23577.0	5220.581	26294.0	6187.9707	
379	11970.0	2292.3555	1.0	1.0	28090.0	6102.5527	1.0	1.0	23610.0	5226.2085	26328.0	6194.0024	
380	11857.0	2271.0295	1.0	1.0	28134.0	6110.2554	1.0	1.0	23638.0	5231.667	26369.0	6202.173	
381	11722.0	2244.6458	1.0	1.0	28194.0	6121.7773	1.0	1.0	23671.0	5238.6445	26411.0	6210.054	
382	11607.0	2221.152	1.0	1.0	28242.0	6131.825	1.0	1.0	23704.0	5245.125	26445.0	6217.0176	
383	11471.0	2195.4387	1.0	1.0	28300.0	6142.6543	1.0	1.0	23736.0	5251.136	26491.0	6225.8896	
384	11355.0	2171.3625	1.0	1.0	28340.0	6151.8325	1.0	1.0	23774.0	5258.1816	26529.0	6233.741	
385	11243.0	2150.0618	1.0	1.0	28388.0	6160.801	1.0	1.0	23802.0	5263.2173	26565.0	6241.038	
386	11124.0	2124.9846	1.0	1.0	28442.0	6172.4233	1.0	1.0	23834.0	5270.4253	26598.0	6247.2837	
387	11027.0	2105.8267	1.0	1.0	28490.0	6182.6987	1.0	1.0	23854.0	5274.0957	26627.0	6252.494	
388	10915.0	2083.2678	1.0	1.0	28544.0	6195.358	1.0	1.0	23877.0	5277.98	26662.0	6258.513	
389	10796.0	2058.4004	1.0	1.0	28594.0	6206.5825	1.0	1.0	23910.0	5283.831	26698.0	6266.3013	
390	10663.0	2030.8158	1.0	1.0	28651.0	6218.9517	1.0	1.0	23940.0	5289.356	26744.0	6275.986	
391	10554.0	2008.9825	1.0	1.0	28707.0	6231.204	1.0	1.0	23961.0	5293.2427	26776.0	6281.678	
392	10440.0	1986.2961	1.0	1.0	28768.0	6242.7026	1.0	1.0	23980.0	5296.9966	26810.0	6289.1143	
393	10319.0	1964.668	1.0	1.0	28823.0	6251.2173	1.0	1.0	24009.0	5301.7026	26847.0	6297.521	
394	10221.0	1945.461	1.0	1.0	28870.0	6259.6123	1.0	1.0	24030.0	5306.5107	26877.0	6303.5234	
395	10117.0	1926.4271	1.0	1.0	28925.0	6268.9854	1.0	1.0	24049.0	5309.811	26907.0	6309.8843	
396	10022.0	1907.8075	1.0	1.0	28975.0	6278.3374	1.0	1.0	24066.0	5313.647	26935.0	6315.3164	
397	9930.0	1888.2058	1.0	1.0	29024.0	6288.01	1.0	1.0	24081.0	5316.5063	26963.0	6322.39	
398	9843.0	1869.2576	1.0	1.0	29059.0	6294.488	1.0	1.0	24103.0	5321.25	26993.0	6330.1167	
399	9754.0	1852.7545	1.0	1.0	29097.0	6301.1006	1.0	1.0	24119.0	5324.6367	27028.0	6336.619	
400	9650.0	1833.8464	1.0	1.0	29142.0	6308.4116	1.0	1.0	24150.0	5330.26	27056.0	6342.5913	
401	9560.0	1817.6918	1.0	1.0	29182.0	6314.7837	1.0	1.0	24175.0	5335.2593	27081.0	6347.375	
402	9482.0	1802.4607	1.0	1.0	29222.0	6321.9116	1.0	1.0	24191.0	5338.8384	27103.0	6351.894	
403	9390.0	1783.0864	1.0	1.0	29259.0	6329.564	1.0	1.0	24217.0	5343.4824	27132.0	6358.9736	
404	9305.0	1765.2643	1.0	1.0	29289.0	6334.6323	1.0	1.0	24236.0	5346.643	27168.0	6368.567	
405	9208.0	1747.6095	1.0	1.0	29332.0	6341.6216	1.0	1.0	24258.0	5350.4536	27200.0	6375.424	
406	9115.0	1728.7941	1.0	1.0	29368.0	6348.0366	1.0	1.0	24275.0	5353.759	27240.0	6384.521	
407	9035.0	1713.0804	1.0	1.0	29401.0	6355.142	1.0	1.0	24293.0	5357.0454	27269.0	6389.8413	
408	8944.0	1695.7211	1.0	1.0	29440.0	6362.6357	1.0	1.0	24308.0	5359.808	27306.0	6396.943	
409	8859.0	1677.6881	1.0	1.0	29467.0	6367.587	1.0	1.0	24326.0	5363.306	27346.0	6406.527	
410	8760.0	1657.9418	1.0	1.0	29511.0	6375.1694	1.0	1.0	24344.0	5366.972	27383.0	6415.027	
411	8676.0	1641.1621	1.0	1.0	29550.0	6383.554	1.0	1.0	24359.0	5369.8237	27413.0	6420.57	
412	8573.0	1622.7172	1.0	1.0	29599.0	6392.417	1.0	1.0	24378.0	5373.87	27448.0	6426.104	
413	8503.0	1610.056	1.0	1.0	29628.0	6396.6377	1.0	1.0	24396.0	5377.327	27471.0	6431.088	
414	8421.0	1593.5255	1.0	1.0	29666.0	6404.1753	1.0	1.0	24410.0	5380.04	27501.0	6437.3667	
415	8324.0	1573.7721	1.0	1.0	29701.0	6410.885	1.0	1.0	24439.0	5386.3975	27534.0	6444.0547	
416	8219.0	1552.4644	1.0	1.0	29750.0	6420.4614	1.0	1.0	24459.0	5390.369	27570.0	6451.816	
417	8152.0	1538.7075	1.0	1.0	29781.0	6426.431	1.0	1.0	24474.0	5392.941	27591.0	6457.029	
418	8073.0	1523.8307	1.0	1.0	29823.0	6433.5337	1.0	1.0	24485.0	5395.378	27617.0	6462.3643	
419	7994.0	1508.0085	1.0	1.0	29862.0	6441.698	1.0	1.0	24501.0	5398.738	27641.0	6466.663	
420	7910.0	1492.1245	1.0	1.0	29898.0	6448.1943	1.0	1.0	24521.0	5402.5825	27669.0	6472.207	
421	7810.0	1473.2734	1.0	1.0	29949.0	6457.413	1.0	1.0	24537.0	5405.8916	27702.0	6478.532	
422	7733.0	1459.1859	1.0	1.0	29980.0	6462.8467	1.0	1.0	24557.0	5410.3267	27728.0	6482.754	
423	7655.0	1443.6093	1.0	1.0	30003.0	6466.841	1.0	1.0	24574.0	5413.864	27766.0	6490.8	
424	7582.0	1431.1039	1.0	1.0	30043.0	6473.8564	1.0	1.0	24588.0	5416.3613	27785.0	6493.79	
425	7513.0	1417.219	1.0	1.0	30067.0	6478.2314	1.0	1.0	24606.0	5420.103	27812.0	6499.559	
426	7442.0	1403.6564	1.0	1.0	30101.0	6484.3687	1.0	1.0	24618.0	5422.3867	27837.0	6504.7007	
427	7385.0	1392.4331	1.0	1.0	30127.0	6488.8867	1.0	1.0	24627.0	5424.9307	27859.0	6508.86	
428	7311.0	1380.6273	1.0	1.0	30161.0	6494.02	1.0	1.0	24638.0	5426.8745	27888.0	6513.59	
429	7230.0	1365.7216	1.0	1.0	30200.0	6500.769	1.0	1.0	24646.0	5428.467	27922.0	6520.154	
430	7179.0	1355.0742	1.0	1.0	30218.0	6504.076	1.0	1.0	24655.0	5429.8936	27946.0	6526.0684	
431	7105.0	1342.0697	1.0	1.0	30246.0	6508.5034	1.0	1.0	24672.0	5432.8296	27975.0	6531.7104	
432	7041.0	1328.9016	1.0	1.0	30270.0	6513.3696	1.0	1.0	24688.0	5435.7104	27999.0	6537.1323	
433	6971.0	1315.6156	1.0	1.0	30304.0	6519.5874	1.0	1.0	24702.0	5438.353	28021.0	6541.5586	
434	6906.0	1304.2225	1.0	1.0	30326.0	6524.3833	1.0	1.0	24714.0	5440.148	28052.0	6546.3633	
435	6851.0	1293.0529	1.0	1.0	30355.0	6529.7124	1.0	1.0	24723.0	5442.9834	28069.0	6549.3667	
436	6786.0	1281.6355	1.0	1.0	30389.0	6534.7993	1.0	1.0	24737.0	5445.791	28086.0	6552.8887	
437	6719.0	1268.0653	1.0	1.0	30415.0	6539.0454	1.0	1.0	24754.0	5449.135	28110.0	6558.87	
438	6659.0	1256.5585	1.0	1.0	30435.0	6542.2583	1.0	1.0	24766.0	5451.03	28138.0	6565.2656	
439	6591.0	1241.692	1.0	1.0	30467.0	6549.461	1.0	1.0	24776.0	5452.826	28164.0	6571.133	
440	6515.0	1227.8103	1.0	1.0	30503.0	6554.691	1.0	1.0	24788.0	5455.1167	28192.0	6577.492	
441	6459.0	1217.946	1.0	1.0	30524.0	6558.208	1.0	1.0	24802.0	5457.485	28213.0	6581.471	
442	6396.0	1206.3448	1.0	1.0	30549.0	6562.5684	1.0	1.0	24823.0	5461.6636	28230.0	6584.5312	
443	6320.0	1191.4915	1.0	1.0	30582.0	6568.2695	1.0	1.0	24840.0	5465.1143	28256.0	6590.2354	
444	6256.0	1178.361	1.0	1.0	30616.0	6574.8037	1.0	1.0	24857.0	5468.63	28269.0	6593.3125	
445	6198.0	1166.6604	1.0	1.0	30643.0	6579.831	1.0	1.0	24870.0	5471.166	28287.0	6597.4487	
446	6124.0	1153.0994	1.0	1.0	30679.0	6586.1567	1.0	1.0	24883.0	5473.448	28312.0	6602.399	
447	6063.0	1141.2457	1.0	1.0	30708.0	6590.79	1.0	1.0	24894.0	5476.1167	28333.0	6606.9478	
448	6010.0	1131.9686	1.0	1.0	30731.0	6594.318	1.0	1.0	24901.0	5477.723	28356.0	6611.0913	
449	5937.0	1117.5516	1.0	1.0	30764.0	6601.0244	1.0	1.0	24917.0	5480.6787	28380.0	6615.845	
450	5870.0	1104.7537	1.0	1.0	30793.0	6606.6494	1.0	1.0	24933.0	5482.8096	28402.0	6620.8867	
451	5798.0	1091.0183	1.0	1.0	30824.0	6612.21	1.0	1.0	24947.0	5485.135	28429.0	6626.737	
452	5738.0	1079.8425	1.0	1.0	30853.0	6616.586	1.0	1.0	24957.0	5487.9453	28450.0	6630.727	
453	5678.0	1069.2091	1.0	1.0	30879.0	6620.8955	1.0	1.0	24977.0	5491.9785	28464.0	6633.0156	
454	5634.0	1060.568	1.0	1.0	30892.0	6623.561	1.0	1.0	24983.0	5493.4033	28489.0	6637.5674	
455	5575.0	1050.3038	1.0	1.0	30913.0	6627.213	1.0	1.0	24996.0	5495.748	28514.0	6641.8354	
456	5526.0	1041.3196	1.0	1.0	30935.0	6630.7983	1.0	1.0	25000.0	5497.537	28537.0	6645.4443	
457	5475.0	1030.5037	1.0	1.0	30960.0	6634.633	1.0	1.0	25004.0	5498.6846	28559.0	6651.2793	
458	5422.0	1021.03467	1.0	1.0	30984.0	6638.737	1.0	1.0	25011.0	5500.214	28581.0	6655.1147	
459	5372.0	1011.8917	1.0	1.0	31009.0	6642.908	1.0	1.0	25018.0	5501.4717	28599.0	6658.829	
460	5337.0	1006.74066	1.0	1.0	31025.0	6645.1934	1.0	1.0	25025.0	5502.8364	28611.0	6660.33	
461	5282.0	996.3107	1.0	1.0	31055.0	6649.888	1.0	1.0	25037.0	5505.724	28624.0	6663.1753	
462	5228.0	985.908	1.0	1.0	31074.0	6653.1587	1.0	1.0	25051.0	5508.535	28645.0	6667.496	
463	5163.0	973.56134	1.0	1.0	31108.0	6659.4907	1.0	1.0	25061.0	5510.61	28666.0	6671.435	
464	5101.0	961.8632	1.0	1.0	31134.0	6664.1055	1.0	1.0	25072.0	5512.3193	28691.0	6676.808	
465	5044.0	950.10425	1.0	1.0	31156.0	6667.5005	1.0	1.0	25078.0	5514.601	28720.0	6682.888	
466	4999.0	942.3193	1.0	1.0	31172.0	6669.986	1.0	1.0	25085.0	5516.1104	28742.0	6686.6787	
467	4949.0	932.3256	1.0	1.0	31192.0	6673.048	1.0	1.0	25093.0	5518.098	28764.0	6691.623	
468	4905.0	924.2073	1.0	1.0	31209.0	6676.443	1.0	1.0	25102.0	5519.8066	28782.0	6694.6377	
469	4856.0	915.47455	1.0	1.0	31235.0	6681.7104	1.0	1.0	25107.0	5520.4995	28800.0	6697.409	
470	4808.0	906.1546	1.0	1.0	31258.0	6685.685	1.0	1.0	25113.0	5521.984	28819.0	6701.2695	
471	4754.0	895.31445	1.0	1.0	31282.0	6690.0845	1.0	1.0	25118.0	5523.7783	28844.0	6705.913	
472	4699.0	884.164	1.0	1.0	31308.0	6694.441	1.0	1.0	25130.0	5526.6562	28861.0	6709.828	
473	4657.0	876.1249	1.0	1.0	31325.0	6697.652	1.0	1.0	25137.0	5528.21	28879.0	6713.1016	
474	4614.0	869.4294	1.0	1.0	31346.0	6700.2075	1.0	1.0	25136.0	5528.02	28902.0	6717.433	
475	4569.0	861.09186	1.0	1.0	31363.0	6702.922	1.0	1.0	25151.0	5530.416	28915.0	6720.659	
476	4524.0	852.01984	1.0	1.0	31381.0	6707.0615	1.0	1.0	25158.0	5531.7866	28935.0	6724.2227	
477	4486.0	844.8291	1.0	1.0	31399.0	6710.9653	1.0	1.0	25170.0	5533.881	28943.0	6725.4155	
478	4448.0	837.7342	1.0	1.0	31411.0	6713.0273	1.0	1.0	25176.0	5535.126	28963.0	6729.201	
479	4406.0	829.40405	1.0	1.0	31426.0	6715.558	1.0	1.0	25181.0	5536.846	28985.0	6733.283	
480	4362.0	821.2725	1.0	1.0	31446.0	6718.949	1.0	1.0	25191.0	5539.0215	28999.0	6735.8486	
481	4319.0	813.4869	1.0	1.0	31466.0	6722.525	1.0	1.0	25199.0	5540.7803	29014.0	6738.3003	
482	4276.0	806.6121	1.0	1.0	31490.0	6726.2676	1.0	1.0	25210.0	5542.742	29022.0	6739.47	
483	4245.0	801.01794	1.0	1.0	31500.0	6728.184	1.0	1.0	25214.0	5543.4893	29039.0	6742.402	
484	4218.0	795.95087	1.0	1.0	31510.0	6729.822	1.0	1.0	25219.0	5544.531	29051.0	6744.7886	
485	4174.0	787.4236	1.0	1.0	31530.0	6733.403	1.0	1.0	25228.0	5546.8403	29066.0	6747.425	
486	4123.0	778.36005	1.0	1.0	31547.0	6735.8223	1.0	1.0	25239.0	5549.3066	29089.0	6751.604	
487	4080.0	768.5886	1.0	1.0	31564.0	6739.486	1.0	1.0	25245.0	5550.6587	29109.0	6756.3584	
488	4027.0	759.33234	1.0	1.0	31592.0	6743.776	1.0	1.0	25251.0	5552.251	29128.0	6759.7324	
489	3986.0	751.1497	1.0	1.0	31613.0	6748.479	1.0	1.0	25253.0	5553.3384	29146.0	6762.1245	
490	3946.0	743.8615	1.0	1.0	31630.0	6751.7036	1.0	1.0	25258.0	5554.1294	29164.0	6765.3936	
