SIMULATION PARAMETERS:
n = 18
m = 32
p = 6
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
1329	370	91.02179	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.142857	Contest	
1330	370	91.02179	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.142857	Contest	
1331	370	91.02179	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.142857	Contest	
1332	370	91.02179	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.142857	Contest	
1333	370	90.30414	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	45.629307	7.142857	Contest	
1334	369	90.02179	7.3891892	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.152381	Contest	
1335	369	90.54576	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1563983	Contest	
1336	370	91.02179	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.1469193	Contest	
1337	370	90.30414	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	45.629307	7.142857	Contest	
1338	369	90.02179	7.3891892	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.152381	Contest	
1339	370	91.02179	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.1563983	Contest	
1340	369	90.02179	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.142857	Contest	
1341	370	91.02179	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.1563983	Contest	
1342	370	90.30414	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	45.629307	7.142857	Contest	
1343	369	90.02179	7.3891892	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.152381	Contest	
1344	369	90.54576	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1563983	Contest	
1345	369	90.02179	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.1469193	Contest	
1346	368	89.54576	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1563983	Contest	
1347	369	90.54576	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1603775	Contest	
1348	370	91.02179	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.1469193	Contest	
1349	370	90.30414	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	45.629307	7.142857	Contest	
1350	370	90.30414	7.3891892	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	45.629307	7.152381	Contest	
1351	371	91.30414	7.3891892	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	209	44.629307	7.152381	Contest	
1352	372	91.51166	7.3854446	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	44.421787	7.138756	Contest	
1353	373	91.72924	7.392473	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.2042	7.144231	Contest	
1354	372	91.44689	7.394102	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	44.486546	7.1400967	Contest	
1355	373	91.72924	7.392473	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.2042	7.144231	Contest	
1356	373	91.72924	7.394102	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.2042	7.1400967	Contest	
1357	374	91.98374	7.394102	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9497	7.1400967	Contest	
1358	375	92.27389	7.395722	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1359224	Contest	
1359	375	92.13147	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.801964	7.1512194	Contest	
1360	375	92.13147	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.801964	7.1414633	Contest	
1361	375	92.27389	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1414633	Contest	
1362	375	92.13147	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.801964	7.1512194	Contest	
1363	375	92.27389	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1414633	Contest	
1364	375	92.13147	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.801964	7.1512194	Contest	
1365	376	92.41382	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.1414633	Contest	
1366	377	92.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.147059	Contest	
1367	377	92.72284	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.210598	7.142857	Contest	
1368	377	92.72284	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.210598	7.133005	Contest	
1369	377	92.72284	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.210598	7.133005	Contest	
1370	376	92.41382	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.133005	Contest	
1371	377	92.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.147059	Contest	
1372	377	92.62357	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.142857	Contest	
1373	378	92.932594	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.000843	7.142857	Contest	
1374	378	92.86674	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.066704	7.1386137	Contest	
1375	377	92.62357	7.3915343	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.1287127	Contest	
1376	376	92.41382	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.142857	Contest	
1377	377	92.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.147059	Contest	
1378	377	92.72284	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.210598	7.142857	Contest	
1379	378	92.932594	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.000843	7.133005	Contest	
1380	379	93.17576	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	201	42.757683	7.1386137	Contest	
1381	378	92.932594	7.398417	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.000843	7.1343284	Contest	
1382	378	92.932594	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.000843	7.1386137	Contest	
1383	379	93.17576	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	201	42.757683	7.1386137	Contest	
1384	378	92.932594	7.398417	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.000843	7.1343284	Contest	
1385	377	92.62357	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.1386137	Contest	
1386	377	92.72284	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.210598	7.142857	Contest	
1387	376	92.41382	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.133005	Contest	
1388	376	91.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	44.309864	7.147059	Contest	
1389	376	91.62357	7.382979	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	44.309864	7.127451	Contest	
1390	375	91.41382	7.382979	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.127451	Contest	
1391	375	91.41382	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.1414633	Contest	
1392	375	91.41382	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.1414633	Contest	
1393	374	91.27389	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.659554	7.1414633	Contest	
1394	374	91.27389	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.659554	7.145631	Contest	
1395	374	91.27389	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.659554	7.145631	Contest	
1396	374	91.27389	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.659554	7.145631	Contest	
1397	374	91.99154	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.145631	Contest	
1398	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1399	374	91.99154	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1512194	Contest	
1400	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1401	376	92.41382	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.1512194	Contest	
1402	375	91.41382	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.147059	Contest	
1403	375	91.41382	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.1414633	Contest	
1404	374	91.27389	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.659554	7.1414633	Contest	
1405	373	90.99154	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.9419	7.145631	Contest	
1406	372	90.51551	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	45.417927	7.1497583	Contest	
1407	372	90.51551	7.3817205	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	45.417927	7.1538463	Contest	
1408	373	91.51551	7.3817205	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1538463	Contest	
1409	373	91.51551	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1594205	Contest	
1410	372	91.121956	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	44.811485	7.1594205	Contest	
1411	373	91.51551	7.387097	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1634617	Contest	
1412	374	91.99154	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1594205	Contest	
1413	373	91.51551	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1553397	Contest	
1414	373	91.51551	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1594205	Contest	
1415	372	91.121956	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	44.811485	7.1594205	Contest	
1416	372	90.51551	7.387097	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	45.417927	7.1634617	Contest	
1417	373	91.51551	7.3817205	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1538463	Contest	
1418	374	91.99154	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1594205	Contest	
1419	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1420	374	91.99154	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1512194	Contest	
1421	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1422	374	91.99154	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1512194	Contest	
1423	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1424	375	92.13147	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.801964	7.1512194	Contest	
1425	374	91.99154	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1414633	Contest	
1426	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1427	375	92.27389	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1512194	Contest	
1428	375	92.27389	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1512194	Contest	
1429	375	92.13147	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.801964	7.1512194	Contest	
1430	374	91.99154	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1414633	Contest	
1431	374	91.99154	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1553397	Contest	
1432	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1433	375	92.27389	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1512194	Contest	
1434	375	92.27389	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1512194	Contest	
1435	374	91.99154	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1512194	Contest	
1436	374	91.99154	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1553397	Contest	
1437	374	91.79786	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.135582	7.1553397	Contest	
1438	374	91.79786	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.135582	7.145631	Contest	
1439	374	91.79786	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.135582	7.145631	Contest	
1440	374	91.79786	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.135582	7.145631	Contest	
1441	374	91.99154	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.145631	Contest	
1442	373	91.51551	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1553397	Contest	
1443	373	91.51551	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1594205	Contest	
1444	374	91.99154	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1594205	Contest	
1445	373	91.51551	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1553397	Contest	
1446	373	91.51551	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1594205	Contest	
1447	373	91.51551	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1594205	Contest	
1448	373	91.51551	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1594205	Contest	
1449	374	91.99154	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1594205	Contest	
1450	373	91.51551	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1553397	Contest	
1451	374	91.99154	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1594205	Contest	
1452	374	91.79786	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.135582	7.1553397	Contest	
1453	375	92.27389	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.145631	Contest	
1454	375	92.27389	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1512194	Contest	
