SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 20
recruit_likeliness = 0.5
defeat_likeliness = 0.001
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	NATION 10 SIZE	NATION 10 RESOURCES	NATION 11 SIZE	NATION 11 RESOURCES	NATION 12 SIZE	NATION 12 RESOURCES	NATION 13 SIZE	NATION 13 RESOURCES	NATION 14 SIZE	NATION 14 RESOURCES	NATION 15 SIZE	NATION 15 RESOURCES	NATION 16 SIZE	NATION 16 RESOURCES	NATION 17 SIZE	NATION 17 RESOURCES	NATION 18 SIZE	NATION 18 RESOURCES	NATION 19 SIZE	NATION 19 RESOURCES	
201	1883.0	515.9362	3158.0	616.43945	15630.0	3359.1165	15157.0	3698.5723	19761.0	4522.4116	12997.0	3250.772	3770.0	765.6424	6922.0	1695.8187	13870.0	3210.5576	17177.0	3762.02	7956.0	1850.9663	10114.0	2347.0334	21954.0	5174.753	8226.0	1885.3528	12292.0	2504.0557	9241.0	1923.53	14915.0	3120.943	18815.0	4657.731	8793.0	2158.028	1609.0	352.07837	6160.0	1383.952	
202	1697.0	479.74777	3159.0	616.76263	15645.0	3361.5005	15258.0	3719.3193	19761.0	4522.4116	12997.0	3250.772	3770.0	765.7911	6922.0	1695.8202	13870.0	3210.5576	17196.0	3765.4717	7959.0	1851.5079	10112.0	2346.6577	22008.0	5185.981	8226.0	1884.8801	12290.0	2503.635	9240.0	1923.3984	14915.0	3120.943	18815.0	4657.731	8788.0	2156.7915	1611.0	352.22214	6161.0	1383.8079	
203	1509.0	439.21854	3160.0	617.0019	15661.0	3364.3389	15349.0	3738.2297	19761.0	4522.4116	12997.0	3250.772	3767.0	765.3007	6923.0	1696.1108	13871.0	3211.1604	17218.0	3769.6702	7958.0	1851.6578	10110.0	2346.4014	22057.0	5196.901	8230.0	1885.8403	12292.0	2504.0286	9239.0	1923.0679	14915.0	3120.943	18815.0	4657.731	8792.0	2157.63	1609.0	351.97568	6167.0	1385.3163	
204	1349.0	408.54163	3158.0	616.33496	15674.0	3366.7905	15439.0	3755.4807	19761.0	4522.4116	12997.0	3250.772	3762.0	763.9875	6924.0	1696.4137	13871.0	3211.1604	17238.0	3772.436	7960.0	1851.8604	10111.0	2346.578	22095.0	5205.4253	8231.0	1886.0901	12294.0	2504.3796	9237.0	1923.1426	14915.0	3120.943	18816.0	4658.019	8790.0	2156.8813	1612.0	352.8283	6166.0	1385.2307	
205	1214.0	377.8091	3159.0	616.6831	15680.0	3368.062	15516.0	3774.4138	19761.0	4522.4116	12997.0	3250.772	3762.0	764.1513	6924.0	1696.4172	13871.0	3211.1604	17242.0	3773.0513	7960.0	1851.9036	10114.0	2347.0615	22140.0	5214.955	8227.0	1885.087	12294.0	2504.3518	9238.0	1923.116	14915.0	3120.943	18816.0	4658.019	8795.0	2157.9824	1612.0	352.87482	6163.0	1384.4827	
206	1057.0	337.53732	3162.0	617.6729	15685.0	3369.2207	15614.0	3800.4558	19755.0	4521.955	12996.0	3250.522	3761.0	764.085	6924.0	1696.485	13871.0	3211.1604	17262.0	3776.8723	7957.0	1851.565	10117.0	2347.2908	22183.0	5224.4683	8230.0	1885.8242	12295.0	2504.276	9236.0	1922.9634	14910.0	3120.7139	18816.0	4658.019	8797.0	2158.0486	1610.0	352.78238	6162.0	1383.7904	
207	918.0	299.90292	3160.0	617.147	15687.0	3369.6467	15711.0	3827.9443	19750.0	4521.3306	12996.0	3250.522	3758.0	763.58685	6925.0	1696.795	13872.0	3211.5713	17277.0	3779.682	7958.0	1851.5925	10118.0	2347.5444	22216.0	5232.2183	8225.0	1884.8092	12295.0	2504.3584	9239.0	1923.3254	14908.0	3120.3433	18816.0	4658.019	8799.0	2158.7246	1610.0	352.66745	6162.0	1383.9769	
208	775.0	262.10034	3160.0	617.2234	15688.0	3369.8254	15807.0	3855.5596	19752.0	4521.706	12996.0	3250.522	3756.0	762.88934	6926.0	1697.0304	13872.0	3211.5713	17292.0	3783.6184	7960.0	1851.8418	10119.0	2347.804	22243.0	5238.9517	8227.0	1885.2634	12298.0	2504.9065	9239.0	1923.4932	14910.0	3120.6985	18816.0	4658.019	8796.0	2157.6592	1606.0	351.72372	6162.0	1383.3022	
209	744.0	240.32239	3160.0	617.26575	15665.0	3365.9004	15866.0	3877.7278	19753.0	4521.375	12996.0	3250.522	3753.0	762.44525	6928.0	1697.4377	13872.0	3211.5713	17300.0	3786.5662	7957.0	1850.2607	10111.0	2346.7986	22272.0	5246.536	8201.0	1881.18	12291.0	2504.129	9239.0	1923.4768	14908.0	3120.0232	18816.0	4658.019	8801.0	2159.1409	1603.0	350.87094	6164.0	1384.1395	
210	624.0	202.7264	3158.0	616.841	15659.0	3364.285	15936.0	3902.5723	19758.0	4521.7324	12996.0	3250.522	3754.0	762.6399	6925.0	1697.0071	13872.0	3211.5713	17319.0	3791.4717	7960.0	1851.1885	10113.0	2346.9202	22297.0	5253.3413	8201.0	1881.0105	12293.0	2504.2363	9237.0	1923.3452	14908.0	3119.907	18817.0	4658.0864	8800.0	2159.874	1609.0	352.14334	6164.0	1384.2864	
211	529.0	174.51466	3159.0	617.0777	15672.0	3367.2314	15985.0	3921.2678	19757.0	4521.1997	12996.0	3250.522	3751.0	762.0631	6924.0	1696.9452	13872.0	3211.5713	17330.0	3795.0981	7959.0	1850.4255	10111.0	2346.4287	22323.0	5260.5327	8213.0	1883.2616	12291.0	2503.6707	9238.0	1923.2236	14905.0	3119.0518	18818.0	4658.1484	8802.0	2159.1594	1607.0	351.58713	6158.0	1382.7281	
212	444.0	147.11673	3159.0	617.15424	15677.0	3367.776	16027.0	3938.1274	19759.0	4521.6294	12996.0	3250.522	3751.0	762.2346	6923.0	1696.801	13872.0	3211.5713	17340.0	3797.676	7960.0	1850.49	10114.0	2346.6685	22344.0	5266.9946	8209.0	1882.5549	12295.0	2504.1414	9239.0	1923.3389	14906.0	3119.4365	18818.0	4658.1484	8802.0	2159.6267	1606.0	350.7972	6159.0	1382.9047	
213	377.0	119.3676	3157.0	616.85895	15680.0	3368.0708	16072.0	3957.7725	19759.0	4521.424	12996.0	3250.522	3748.0	761.6394	6922.0	1696.6501	13872.0	3211.5713	17345.0	3799.309	7962.0	1851.4723	10115.0	2346.556	22367.0	5273.6353	8210.0	1882.798	12293.0	2503.4075	9236.0	1922.9858	14901.0	3118.3264	18820.0	4658.699	8798.0	2159.2593	1609.0	351.8226	6161.0	1383.5638	
214	319.0	95.91068	3155.0	616.54346	15664.0	3365.2156	16100.0	3972.2532	19764.0	4522.538	12996.0	3250.522	3743.0	760.6804	6926.0	1697.343	13872.0	3211.5713	17354.0	3801.665	7962.0	1851.5652	10119.0	2347.7236	22383.0	5278.8374	8207.0	1882.3044	12296.0	2504.233	9237.0	1922.8958	14906.0	3119.4807	18821.0	4658.7695	8805.0	2159.9883	1609.0	351.9051	6162.0	1383.7653	
215	303.0	80.317726	3153.0	616.28467	15654.0	3364.223	16123.0	3985.608	19764.0	4522.7344	12996.0	3250.522	3742.0	760.376	6924.0	1697.0508	13872.0	3211.5713	17355.0	3802.2205	7961.0	1851.2108	10116.0	2347.5122	22393.0	5281.9966	8211.0	1883.0658	12294.0	2504.2666	9232.0	1922.4822	14906.0	3119.5466	18821.0	4658.7695	8811.0	2160.9094	1610.0	352.1189	6159.0	1382.9254	
216	324.0	82.56427	3157.0	616.8333	15652.0	3364.9163	16159.0	3998.6084	19764.0	4522.5913	12996.0	3250.522	3738.0	759.17505	6925.0	1697.1461	13829.0	3200.493	17356.0	3802.393	7964.0	1852.3826	10067.0	2334.7437	22412.0	5288.335	8214.0	1883.4708	12296.0	2504.49	9236.0	1922.8125	14908.0	3119.5854	18821.0	4658.7695	8811.0	2160.8735	1607.0	351.05588	6164.0	1383.9485	
217	235.0	56.489914	3157.0	616.8333	15659.0	3365.572	16182.0	4007.113	19764.0	4522.6064	12996.0	3250.522	3740.0	759.4011	6927.0	1697.5365	13851.0	3206.5618	17357.0	3802.6096	7964.0	1852.3826	10087.0	2339.668	22425.0	5292.7666	8213.0	1883.5748	12296.0	2504.3135	9234.0	1922.5911	14909.0	3120.133	18821.0	4658.7695	8807.0	2160.1326	1612.0	352.79953	6164.0	1383.3328	
218	203.0	43.108925	3155.0	616.5471	15670.0	3366.898	16189.0	4012.2297	19761.0	4521.849	12996.0	3250.522	3739.0	758.8805	6926.0	1697.3683	13850.0	3206.6396	17354.0	3802.1636	7962.0	1851.7516	10099.0	2343.145	22442.0	5297.7876	8218.0	1884.366	12296.0	2504.2998	9235.0	1922.7314	14901.0	3118.6047	18821.0	4658.7695	8806.0	2160.6333	1613.0	353.26584	6164.0	1384.1498	
219	244.0	48.47161	3154.0	616.43085	15674.0	3367.1387	16199.0	4015.424	19761.0	4521.694	12996.0	3250.522	3730.0	757.152	6926.0	1697.3905	13858.0	3208.564	17338.0	3799.1807	7962.0	1851.7407	10100.0	2342.7942	22445.0	5298.807	8215.0	1883.8654	12278.0	2501.4468	9229.0	1921.8982	14890.0	3116.326	18821.0	4658.7695	8804.0	2160.6414	1613.0	353.35678	6163.0	1384.0984	
220	230.0	46.08222	3155.0	616.55536	15673.0	3366.933	16208.0	4018.6343	19765.0	4522.892	12996.0	3250.522	3732.0	757.2494	6927.0	1697.5452	13857.0	3208.3132	17335.0	3798.9285	7962.0	1851.7489	10104.0	2343.5332	22454.0	5300.952	8220.0	1884.4673	12270.0	2500.159	9231.0	1921.8826	14887.0	3116.3396	18821.0	4658.7695	8800.0	2158.4517	1611.0	352.79584	6162.0	1382.9585	
221	220.0	41.420746	3155.0	616.55066	15668.0	3366.1697	16219.0	4021.2805	19764.0	4522.6577	12995.0	3250.3232	3731.0	757.3789	6928.0	1697.6812	13861.0	3209.0286	17333.0	3798.374	7962.0	1851.765	10107.0	2345.0286	22454.0	5301.4976	8210.0	1882.6414	12275.0	2501.0122	9232.0	1922.1211	14891.0	3116.9478	18821.0	4658.7695	8802.0	2159.3616	1612.0	352.97852	6160.0	1382.7247	
222	181.0	34.2383	3154.0	616.43304	15674.0	3366.664	16224.0	4021.3853	19766.0	4523.272	12995.0	3250.3232	3727.0	756.9562	6929.0	1697.8136	13859.0	3208.4907	17335.0	3799.148	7962.0	1851.7108	10106.0	2344.5605	22455.0	5301.7617	8221.0	1884.5594	12276.0	2501.4814	9233.0	1922.3132	14896.0	3117.5166	18821.0	4658.7695	8804.0	2159.5935	1616.0	354.4621	6166.0	1384.2593	
223	178.0	34.06038	3152.0	615.95624	15671.0	3365.699	16216.0	4020.9458	19769.0	4523.8545	12995.0	3250.3232	3728.0	757.0028	6930.0	1698.218	13862.0	3209.1553	17332.0	3798.0747	7961.0	1851.395	10110.0	2345.3477	22463.0	5303.0225	8218.0	1884.1494	12283.0	2501.687	9234.0	1922.2771	14887.0	3116.0522	18821.0	4658.7695	8805.0	2159.7385	1617.0	355.06116	6168.0	1384.9241	
224	204.0	44.731056	3153.0	616.0707	15671.0	3366.125	16222.0	4020.8325	19772.0	4524.566	12995.0	3250.3232	3726.0	756.93994	6931.0	1698.3328	13862.0	3209.2402	17337.0	3799.4958	7962.0	1851.7427	10114.0	2345.94	22444.0	5297.11	8212.0	1882.3156	12268.0	2497.5898	9230.0	1921.2302	14892.0	3116.5254	18821.0	4658.7695	8801.0	2158.6711	1618.0	355.2136	6165.0	1383.9463	
225	175.0	37.363617	3151.0	615.8626	15672.0	3365.7444	16227.0	4021.085	19769.0	4523.6206	12995.0	3250.3232	3722.0	756.8933	6929.0	1698.1296	13865.0	3210.1086	17343.0	3800.9438	7964.0	1852.3936	10110.0	2345.0696	22448.0	5299.413	8217.0	1882.9634	12283.0	2501.2527	9233.0	1922.2141	14888.0	3115.3733	18821.0	4658.7695	8806.0	2159.4001	1619.0	355.56763	6163.0	1383.2203	
226	160.0	33.196026	3151.0	615.84454	15675.0	3366.84	16227.0	4021.8413	19769.0	4523.5005	12995.0	3250.3232	3719.0	756.6332	6929.0	1697.9457	13866.0	3210.1892	17342.0	3800.8484	7964.0	1852.4025	10108.0	2343.8884	22462.0	5302.3853	8216.0	1882.8639	12279.0	2501.124	9232.0	1921.8928	14891.0	3115.5737	18822.0	4659.004	8807.0	2159.7454	1619.0	355.56763	6167.0	1384.1027	
227	205.0	42.456215	3150.0	615.7158	15671.0	3365.4836	16226.0	4021.5781	19768.0	4523.071	12984.0	3249.0933	3715.0	755.3513	6931.0	1698.178	13855.0	3209.2107	17341.0	3801.0078	7961.0	1851.4095	10105.0	2343.6772	22459.0	5301.622	8215.0	1881.9084	12276.0	2501.0156	9232.0	1921.8804	14890.0	3114.4685	18822.0	4659.004	8806.0	2159.4092	1619.0	355.56763	6169.0	1384.6029	
228	237.0	46.87079	3151.0	615.841	15674.0	3365.758	16231.0	4022.7603	19770.0	4523.9243	12963.0	3245.984	3715.0	755.5777	6931.0	1698.1786	13841.0	3207.8604	17344.0	3801.3394	7964.0	1852.4052	10102.0	2343.0667	22454.0	5299.9814	8216.0	1882.0334	12272.0	2500.252	9232.0	1921.887	14890.0	3113.8577	18822.0	4659.004	8805.0	2159.4504	1619.0	355.56763	6167.0	1384.1108	
229	277.0	57.441597	3150.0	615.7231	15649.0	3359.5166	16228.0	4021.8838	19772.0	4524.6147	12960.0	3245.1128	3711.0	754.44464	6931.0	1698.1843	13845.0	3207.9692	17344.0	3801.3213	7960.0	1851.1597	10105.0	2343.631	22460.0	5301.58	8218.0	1882.7124	12279.0	2501.6787	9231.0	1921.7295	14868.0	3108.7983	18822.0	4659.004	8803.0	2159.0107	1618.0	355.39072	6169.0	1384.8047	
230	261.0	49.184986	3147.0	615.39026	15651.0	3361.3704	16233.0	4023.11	19777.0	4526.219	12978.0	3248.0537	3700.0	753.04663	6929.0	1697.6941	13855.0	3209.8286	17346.0	3800.984	7961.0	1851.519	10095.0	2342.6975	22454.0	5300.202	8217.0	1882.3992	12279.0	2501.2368	9226.0	1921.0261	14874.0	3111.5212	18822.0	4659.004	8804.0	2159.7717	1617.0	355.08017	6174.0	1386.3724	
231	217.0	42.933193	3148.0	615.508	15656.0	3361.7046	16234.0	4023.1658	19773.0	4525.053	12987.0	3249.3525	3698.0	753.76733	6932.0	1698.0536	13861.0	3210.6042	17350.0	3801.3718	7964.0	1852.4073	10098.0	2343.7114	22467.0	5303.0845	8214.0	1880.8689	12287.0	2502.979	9226.0	1920.6182	14875.0	3111.305	18820.0	4658.7114	8803.0	2159.5107	1618.0	355.39072	6172.0	1385.6118	
232	196.0	40.091763	3149.0	615.6148	15662.0	3363.3643	16237.0	4023.2263	19774.0	4525.4106	12986.0	3249.329	3700.0	753.8014	6934.0	1698.5465	13865.0	3211.0276	17353.0	3802.0007	7965.0	1852.7845	10098.0	2343.4426	22480.0	5304.8755	8209.0	1880.884	12287.0	2502.9448	9226.0	1920.7314	14880.0	3112.8623	18811.0	4657.3027	8804.0	2158.9255	1618.0	355.39072	6166.0	1383.1561	
233	259.0	48.51875	3145.0	615.1006	15667.0	3364.2622	16239.0	4023.9197	19777.0	4526.3013	12988.0	3249.5854	3697.0	753.30646	6933.0	1698.4225	13863.0	3210.7737	17349.0	3800.814	7928.0	1847.4286	10055.0	2336.782	22487.0	5305.9043	8204.0	1880.0876	12287.0	2502.9395	9229.0	1921.3818	14888.0	3114.4722	18811.0	4656.5557	8809.0	2160.2349	1618.0	355.39072	6167.0	1383.53	
234	225.0	48.372486	3146.0	615.30835	15667.0	3363.6663	16241.0	4023.8967	19770.0	4524.28	12988.0	3249.5547	3705.0	754.3649	6932.0	1698.3196	13868.0	3211.492	17351.0	3801.1965	7934.0	1847.4657	10073.0	2338.9043	22490.0	5306.644	8201.0	1878.4958	12288.0	2503.1123	9231.0	1921.6265	14881.0	3112.6062	18810.0	4655.127	8810.0	2160.7488	1618.0	355.39072	6171.0	1385.1409	
235	183.0	42.019516	3144.0	614.91846	15668.0	3363.5547	16239.0	4023.7302	19771.0	4524.778	12987.0	3249.3145	3708.0	754.7283	6933.0	1698.4641	13872.0	3211.7373	17350.0	3801.2266	7948.0	1850.0817	10093.0	2341.9685	22491.0	5306.6904	8204.0	1879.5137	12287.0	2502.5037	9228.0	1921.1501	14879.0	3112.116	18818.0	4656.85	8806.0	2159.403	1618.0	355.39072	6173.0	1385.5753	
236	167.0	35.660927	3144.0	615.04803	15676.0	3366.1694	16238.0	4023.8733	19776.0	4526.0483	12986.0	3249.2524	3706.0	754.314	6932.0	1698.3401	13871.0	3211.8076	17350.0	3801.6213	7950.0	1850.1805	10101.0	2343.4248	22487.0	5305.9517	8199.0	1877.7869	12284.0	2501.6914	9230.0	1921.7769	14881.0	3113.2415	18822.0	4657.838	8807.0	2159.854	1618.0	355.39072	6175.0	1386.4409	
237	162.0	36.34642	3147.0	615.34814	15670.0	3364.0164	16238.0	4023.7327	19776.0	4526.3164	12983.0	3248.5889	3707.0	754.4898	6933.0	1698.4591	13866.0	3210.7136	17352.0	3801.598	7952.0	1850.708	10102.0	2343.7903	22490.0	5306.533	8197.0	1877.4481	12288.0	2502.6975	9230.0	1921.7478	14881.0	3112.6274	18826.0	4659.153	8806.0	2159.6235	1617.0	355.07144	6177.0	1386.7041	
238	152.0	34.02485	3148.0	615.4746	15675.0	3365.9238	16240.0	4024.174	19772.0	4525.5166	12982.0	3248.391	3705.0	754.39355	6935.0	1698.7012	13869.0	3211.2598	17352.0	3801.918	7950.0	1850.4398	10107.0	2344.4507	22490.0	5306.2646	8197.0	1877.6461	12290.0	2503.1868	9232.0	1922.0576	14881.0	3112.8408	18827.0	4659.145	8806.0	2159.4207	1617.0	355.07144	6173.0	1385.4126	
239	158.0	37.382412	3146.0	615.26013	15676.0	3366.46	16240.0	4024.2512	19775.0	4526.1685	12985.0	3248.8516	3706.0	754.5404	6935.0	1698.6871	13866.0	3211.0723	17347.0	3800.235	7952.0	1850.7799	10107.0	2343.8298	22495.0	5307.0825	8198.0	1877.8453	12287.0	2501.9978	9229.0	1921.7269	14878.0	3111.3262	18830.0	4660.046	8807.0	2159.5903	1617.0	355.07144	6166.0	1383.5088	
240	153.0	36.67947	3144.0	614.0248	15674.0	3365.4993	16239.0	4024.2532	19774.0	4526.0195	12985.0	3248.8306	3703.0	754.20776	6934.0	1698.2291	13866.0	3210.3271	17354.0	3801.7065	7952.0	1850.5463	10108.0	2343.678	22496.0	5307.524	8198.0	1877.6129	12288.0	2502.5881	9221.0	1920.2916	14881.0	3112.1033	18836.0	4661.8613	8807.0	2159.7432	1617.0	355.07144	6170.0	1384.9138	
241	172.0	39.36331	3146.0	614.93896	15668.0	3364.3003	16238.0	4024.2434	19758.0	4523.7812	12986.0	3248.9497	3706.0	754.60535	6924.0	1697.3597	13864.0	3209.3525	17358.0	3801.9546	7953.0	1850.527	10116.0	2346.5579	22497.0	5307.6465	8195.0	1876.8517	12292.0	2503.0776	9221.0	1920.131	14879.0	3111.9976	18828.0	4659.3174	8811.0	2160.598	1617.0	355.07144	6171.0	1385.0879	
242	187.0	43.18915	3145.0	614.8227	15669.0	3364.8474	16238.0	4024.3962	19747.0	4521.462	12984.0	3248.7915	3706.0	754.60535	6914.0	1695.0513	13867.0	3210.3455	17353.0	3800.211	7953.0	1850.6774	10115.0	2345.9958	22498.0	5307.848	8196.0	1877.0491	12290.0	2502.2715	9220.0	1919.8881	14888.0	3114.0159	18833.0	4660.537	8813.0	2160.8623	1616.0	354.78235	6168.0	1384.0648	
243	178.0	40.773155	3145.0	614.86816	15666.0	3364.2224	16241.0	4024.7522	19760.0	4523.4316	12978.0	3248.157	3704.0	754.37415	6916.0	1695.0774	13874.0	3211.9712	17355.0	3801.2397	7953.0	1850.7013	10108.0	2344.7925	22497.0	5307.8823	8193.0	1875.8993	12286.0	2501.3704	9226.0	1920.9833	14888.0	3114.3662	18831.0	4660.1514	8816.0	2161.533	1617.0	355.07144	6168.0	1384.0952	
244	259.0	57.43843	3146.0	615.2821	15672.0	3365.937	16243.0	4024.9094	19743.0	4517.703	12977.0	3247.907	3702.0	754.06555	6893.0	1692.0634	13875.0	3211.6252	17360.0	3802.5261	7953.0	1850.848	10112.0	2345.7156	22496.0	5307.648	8194.0	1876.5231	12286.0	2501.2563	9223.0	1920.4342	14890.0	3115.2449	18775.0	4647.392	8813.0	2160.8804	1617.0	355.07144	6171.0	1385.2426	
245	283.0	58.032654	3137.0	614.25793	15670.0	3365.4028	16241.0	4024.617	19742.0	4518.783	12978.0	3248.1438	3703.0	754.2102	6872.0	1688.7786	13876.0	3211.593	17356.0	3802.1777	7948.0	1850.4225	10116.0	2345.9885	22503.0	5308.9707	8192.0	1875.5708	12289.0	2502.0955	9225.0	1920.89	14892.0	3115.612	18775.0	4649.9106	8819.0	2162.116	1616.0	354.86642	6167.0	1383.2728	
246	270.0	49.685665	3111.0	611.9367	15670.0	3365.859	16239.0	4024.2698	19741.0	4518.031	12977.0	3247.9333	3703.0	754.2102	6893.0	1692.2671	13878.0	3211.995	17355.0	3801.832	7950.0	1850.4618	10116.0	2346.4688	22505.0	5309.2007	8196.0	1877.0062	12288.0	2501.679	9225.0	1920.9266	14894.0	3116.2024	18780.0	4653.3374	8822.0	2163.1953	1617.0	355.07144	6170.0	1384.1428	
247	226.0	45.763435	3125.0	613.36346	15670.0	3365.5544	16239.0	4023.7249	19744.0	4518.795	12978.0	3247.9124	3702.0	754.06555	6899.0	1692.4556	13879.0	3212.2356	17353.0	3801.4062	7952.0	1850.83	10113.0	2345.6558	22506.0	5309.3037	8193.0	1876.7856	12294.0	2503.7178	9226.0	1921.0702	14896.0	3116.4084	18799.0	4655.1465	8821.0	2162.818	1617.0	355.07144	6168.0	1383.6288	
248	190.0	40.176304	3130.0	613.8668	15677.0	3367.286	16240.0	4024.0354	19753.0	4521.156	12979.0	3247.9402	3702.0	754.06555	6904.0	1693.0524	13877.0	3211.8633	17355.0	3801.658	7952.0	1850.8129	10114.0	2345.6548	22509.0	5309.941	8197.0	1877.6372	12289.0	2502.2202	9224.0	1920.5746	14896.0	3116.2478	18813.0	4657.5527	8818.0	2162.2278	1617.0	355.07144	6164.0	1382.6716	
249	199.0	44.81145	3133.0	613.9405	15673.0	3366.5305	16236.0	4022.7473	19753.0	4521.3394	12976.0	3247.057	3702.0	754.06555	6903.0	1692.1633	13880.0	3212.5103	17358.0	3801.6753	7952.0	1850.778	10114.0	2345.3857	22507.0	5309.555	8191.0	1875.8982	12287.0	2502.0505	9223.0	1920.5494	14891.0	3115.2427	18824.0	4658.891	8815.0	2161.57	1617.0	355.07144	6166.0	1383.8785	
250	193.0	43.77846	3136.0	614.2967	15676.0	3367.1074	16240.0	4024.1106	19757.0	4522.8687	12975.0	3246.6438	3702.0	754.06555	6903.0	1693.1285	13877.0	3211.6733	17354.0	3801.2163	7951.0	1850.3649	10110.0	2344.2065	22504.0	5308.857	8187.0	1874.2987	12280.0	2499.3525	9223.0	1920.5973	14891.0	3115.2812	18838.0	4661.9683	8813.0	2160.9712	1617.0	355.07144	6173.0	1385.856	
251	184.0	43.334038	3136.0	614.3362	15676.0	3366.8538	16239.0	4023.3665	19765.0	4524.2236	12967.0	3244.698	3702.0	754.06555	6908.0	1693.66	13878.0	3211.9155	17357.0	3802.2893	7952.0	1850.5236	10112.0	2345.081	22509.0	5310.417	8184.0	1873.2019	12289.0	2501.9785	9225.0	1921.055	14874.0	3111.8044	18843.0	4661.5337	8814.0	2161.5244	1616.0	354.62866	6170.0	1385.2216	
252	185.0	42.22598	3136.0	614.3395	15674.0	3366.5554	16234.0	4022.028	19760.0	4522.944	12970.0	3246.1917	3702.0	754.06555	6911.0	1693.7264	13877.0	3211.5842	17363.0	3803.0767	7949.0	1849.66	10115.0	2345.896	22507.0	5309.9106	8186.0	1874.3878	12286.0	2501.443	9220.0	1920.2592	14873.0	3111.614	18852.0	4663.3926	8810.0	2160.5435	1617.0	355.07144	6173.0	1386.7949	
253	139.0	32.122246	3136.0	614.3395	15676.0	3366.9753	16239.0	4023.5867	19767.0	4524.4146	12976.0	3247.134	3699.0	753.4079	6916.0	1695.002	13878.0	3211.835	17361.0	3802.908	7953.0	1850.7279	10117.0	2346.2483	22508.0	5310.271	8184.0	1873.814	12289.0	2501.9966	9220.0	1920.1102	14882.0	3113.5696	18851.0	4662.8813	8813.0	2161.2031	1617.0	355.07144	6179.0	1388.0935	
254	129.0	30.940283	3137.0	614.40314	15674.0	3366.2317	16241.0	4023.8643	19764.0	4523.5967	12971.0	3245.7825	3697.0	753.18646	6914.0	1694.7351	13879.0	3212.129	17365.0	3803.4426	7952.0	1850.4261	10113.0	2345.3555	22507.0	5310.1465	8184.0	1873.9015	12286.0	2500.7563	9223.0	1920.6635	14888.0	3114.8638	18861.0	4665.7524	8818.0	2162.374	1617.0	355.07144	6180.0	1388.0878	
255	179.0	44.822445	3137.0	614.40314	15678.0	3367.343	16243.0	4024.368	19739.0	4517.005	12971.0	3246.1562	3698.0	753.2719	6914.0	1694.863	13877.0	3211.5295	17365.0	3803.5637	7950.0	1849.8312	10115.0	2345.559	22510.0	5310.475	8162.0	1867.2045	12284.0	2500.3472	9223.0	1920.658	14884.0	3114.7253	18859.0	4664.759	8815.0	2161.3037	1617.0	355.07144	6180.0	1388.4515	
256	157.0	41.83566	3136.0	614.2754	15681.0	3368.123	16240.0	4023.8594	19748.0	4517.566	12972.0	3246.6155	3699.0	753.5567	6916.0	1695.0646	13879.0	3211.8843	17365.0	3803.5193	7951.0	1850.1625	10115.0	2345.3755	22507.0	5309.279	8165.0	1867.0961	12284.0	2500.6443	9225.0	1920.8932	14880.0	3114.152	18866.0	4666.404	8818.0	2162.0054	1617.0	355.07144	6179.0	1388.3291	
257	128.0	30.167965	3136.0	614.2754	15680.0	3367.8337	16236.0	4023.0444	19757.0	4520.6973	12974.0	3246.6746	3699.0	753.5567	6914.0	1694.9504	13880.0	3212.267	17362.0	3803.099	7952.0	1850.5104	10116.0	2346.017	22510.0	5310.196	8177.0	1871.4143	12285.0	2500.7112	9224.0	1920.7369	14884.0	3114.7527	18871.0	4668.084	8820.0	2163.2231	1617.0	355.07144	6178.0	1388.4274	
258	137.0	30.516626	3136.0	614.2754	15677.0	3366.9744	16237.0	4023.341	19765.0	4523.563	12970.0	3245.6572	3699.0	753.5567	6917.0	1695.1235	13879.0	3212.0803	17361.0	3803.6003	7952.0	1850.4061	10115.0	2345.8962	22510.0	5310.132	8173.0	1870.6274	12280.0	2500.0159	9225.0	1920.9813	14889.0	3116.0264	18868.0	4667.466	8817.0	2162.5498	1617.0	355.07144	6176.0	1387.8485	
259	128.0	28.856228	3135.0	614.0387	15677.0	3367.0183	16243.0	4024.502	19768.0	4524.994	12962.0	3242.3618	3699.0	753.5567	6918.0	1695.112	13879.0	3212.4097	17363.0	3803.7595	7953.0	1850.7262	10115.0	2345.8582	22509.0	5309.9634	8176.0	1871.6985	12279.0	2499.4932	9221.0	1920.2704	14895.0	3117.0896	18871.0	4668.5654	8816.0	2162.3848	1617.0	355.07144	6176.0	1387.9797	
