SIMULATION PARAMETERS:
n = 225
m = 400
k = 1
p = 5
recruit_likeliness = 0.01
defeat_likeliness = 0.5
starting_control = 100
resource_noise_scale = 0.033333335

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	
615	82522.0	18213.137	1721.0	393.4563	976.0	219.4743	151.0	15.725079	2584.0	631.6798	2046.0	343.85114	
616	82305.0	18167.617	1761.0	400.8935	1002.0	226.39476	172.0	18.278715	2653.0	650.46234	2107.0	353.67053	
617	82090.0	18123.23	1806.0	411.04913	1039.0	235.99432	193.0	20.886	2714.0	664.6521	2158.0	361.51822	
618	81875.0	18080.602	1844.0	419.00638	1067.0	243.40541	217.0	23.907354	2776.0	678.5251	2221.0	371.87772	
619	81641.0	18032.219	1895.0	431.03275	1091.0	249.88431	255.0	29.114613	2834.0	692.7069	2284.0	382.37833	
620	81418.0	17986.988	1946.0	443.4717	1117.0	256.855	281.0	32.101685	2896.0	706.92395	2342.0	390.96848	
621	81216.0	17947.34	1988.0	452.65585	1137.0	261.888	297.0	34.207783	2960.0	721.5398	2402.0	399.6642	
622	80995.0	17898.574	2038.0	465.232	1161.0	269.42395	321.0	37.155666	3016.0	737.60724	2469.0	409.29037	
623	80766.0	17850.645	2090.0	477.01257	1190.0	277.75214	335.0	38.791763	3083.0	753.5407	2536.0	419.52457	
624	80543.0	17802.902	2142.0	489.08182	1221.0	286.42728	351.0	41.19526	3145.0	767.42786	2598.0	430.22223	
625	80313.0	17751.105	2199.0	502.67084	1259.0	297.36746	363.0	43.416584	3210.0	781.503	2656.0	441.18546	
626	80101.0	17703.21	2255.0	515.45667	1298.0	308.40814	371.0	45.41333	3266.0	793.1178	2709.0	451.63794	
627	79919.0	17665.098	2305.0	526.2952	1324.0	315.7237	375.0	46.52245	3308.0	801.17255	2769.0	462.4232	
628	79734.0	17623.19	2358.0	537.6422	1361.0	325.73254	378.0	47.522488	3354.0	811.73016	2815.0	471.39877	
629	79552.0	17582.523	2423.0	551.6347	1396.0	335.42438	376.0	47.481174	3394.0	820.4314	2859.0	479.714	
630	79349.0	17536.574	2494.0	567.19196	1442.0	348.1302	375.0	47.77793	3428.0	828.48706	2912.0	489.04285	
631	79138.0	17489.217	2561.0	581.03534	1484.0	359.5907	366.0	46.977116	3474.0	839.12744	2977.0	501.2637	
632	78910.0	17436.916	2646.0	598.3668	1535.0	373.57974	356.0	46.122955	3508.0	847.23114	3045.0	514.9887	
633	78713.0	17394.996	2717.0	612.3471	1575.0	383.96005	344.0	44.65137	3540.0	853.7755	3111.0	527.45325	
634	78486.0	17344.05	2800.0	630.52136	1632.0	397.76562	331.0	43.053967	3576.0	861.592	3175.0	540.19525	
635	78247.0	17293.188	2886.0	648.1729	1683.0	410.2372	316.0	41.53587	3621.0	871.3777	3247.0	552.6761	
636	78008.0	17239.19	2981.0	668.55945	1734.0	422.78766	294.0	38.679077	3665.0	882.6991	3318.0	565.29395	
637	77771.0	17185.672	3079.0	691.54376	1788.0	435.59634	267.0	35.017715	3711.0	892.57684	3384.0	576.8082	
638	77527.0	17129.637	3193.0	715.9926	1842.0	447.70227	237.0	31.135632	3761.0	905.08844	3440.0	587.6489	
639	77269.0	17070.207	3293.0	739.00146	1891.0	459.43628	220.0	29.442982	3825.0	919.56256	3502.0	599.5452	
640	77007.0	17009.678	3412.0	765.84143	1942.0	471.70502	191.0	25.533512	3892.0	934.1977	3556.0	610.2404	
641	76740.0	16948.006	3533.0	797.7561	1991.0	482.39334	171.0	23.3769	3947.0	945.59375	3618.0	620.0495	
642	76506.0	16895.453	3620.0	818.5795	2036.0	491.72656	154.0	21.732244	4003.0	958.7739	3681.0	630.9123	
643	76242.0	16836.85	3728.0	845.6103	2087.0	502.40497	142.0	20.388388	4057.0	970.889	3744.0	641.0348	
644	75982.0	16779.752	3843.0	871.4344	2135.0	512.6627	120.0	17.527243	4125.0	985.28265	3795.0	650.5218	
645	75721.0	16722.346	3952.0	893.68866	2191.0	525.2927	99.0	14.507546	4188.0	1000.01184	3849.0	661.32324	
646	75463.0	16662.928	4066.0	920.88214	2234.0	535.5419	82.0	12.121939	4259.0	1015.6303	3896.0	670.05634	
647	75197.0	16605.744	4177.0	943.3707	2278.0	546.1751	69.0	10.553948	4334.0	1033.0139	3945.0	678.31934	
648	74938.0	16549.13	4291.0	967.3992	2325.0	558.1288	52.0	7.9634223	4406.0	1048.959	3988.0	685.5815	
649	74696.0	16499.137	4376.0	986.3796	2365.0	567.5242	39.0	6.184497	4488.0	1065.3588	4036.0	692.5794	
650	74450.0	16444.297	4469.0	1007.7782	2412.0	578.78125	37.0	6.2360206	4557.0	1080.4507	4075.0	699.61505	
651	74200.0	16391.164	4574.0	1029.295	2470.0	592.56903	32.0	5.8628845	4608.0	1090.6008	4116.0	707.6724	
652	73958.0	16337.499	4663.0	1048.799	2520.0	604.9881	27.0	5.199361	4665.0	1102.262	4167.0	718.41986	
653	73740.0	16289.1	4752.0	1066.489	2559.0	614.7693	21.0	4.4235473	4719.0	1114.635	4209.0	727.7573	
654	73520.0	16243.672	4831.0	1082.1587	2609.0	626.06714	13.0	2.973061	4764.0	1123.3915	4263.0	738.90686	
655	73326.0	16202.143	4898.0	1095.5947	2652.0	636.9405	9.0	2.2808304	4805.0	1131.2881	4310.0	748.9203	
656	73116.0	16155.496	4962.0	1109.2141	2710.0	651.05994	8.0	2.0830503	4854.0	1141.3608	4350.0	757.9559	
657	72905.0	16112.558	5037.0	1123.2825	2749.0	660.78357	8.0	2.0830503	4909.0	1151.4916	4392.0	766.96967	
658	72681.0	16065.239	5114.0	1138.2733	2803.0	674.351	6.0	1.7823745	4955.0	1159.8673	4441.0	777.6493	
659	72453.0	16016.018	5173.0	1149.6707	2864.0	689.5549	4.0	1.4842939	5013.0	1172.0919	4493.0	788.34875	
660	72205.0	15957.428	5260.0	1166.4463	2916.0	706.09863	3.0	1.4437127	5069.0	1183.9751	4547.0	801.78015	
661	71962.0	15903.612	5347.0	1183.0028	2965.0	721.43866	2.0	1.2254795	5130.0	1196.1057	4594.0	811.7993	
662	71718.0	15846.107	5419.0	1198.8969	3031.0	741.6988	1.0	1.0	5187.0	1206.6969	4644.0	822.7921	
663	71425.0	15775.3125	5516.0	1218.4778	3117.0	770.44354	1.0	1.0	5248.0	1219.5509	4693.0	832.40173	
664	71186.0	15718.088	5597.0	1234.2283	3164.0	787.9108	1.0	1.0	5304.0	1231.178	4748.0	844.77545	
665	70931.0	15661.851	5675.0	1247.6963	3236.0	809.1752	1.0	1.0	5363.0	1243.1626	4794.0	854.2963	
666	70673.0	15606.762	5759.0	1263.7372	3293.0	825.02625	1.0	1.0	5430.0	1255.6245	4844.0	865.0339	
667	70431.0	15552.024	5830.0	1277.4591	3351.0	841.88214	1.0	1.0	5490.0	1267.717	4897.0	877.1027	
668	70150.0	15490.919	5898.0	1288.6558	3422.0	862.22925	1.0	1.0	5565.0	1282.101	4964.0	892.28217	
669	69871.0	15432.157	5986.0	1303.704	3486.0	879.63074	1.0	1.0	5634.0	1294.0878	5022.0	906.6079	
670	69620.0	15379.762	6072.0	1317.7928	3528.0	891.383	1.0	1.0	5705.0	1307.432	5074.0	919.825	
671	69337.0	15318.149	6169.0	1335.63	3586.0	907.2431	1.0	1.0	5766.0	1319.9574	5141.0	935.2365	
672	69061.0	15255.725	6256.0	1352.227	3642.0	921.83484	1.0	1.0	5829.0	1332.8395	5211.0	953.59204	
673	68814.0	15196.988	6336.0	1367.037	3704.0	939.7594	1.0	1.0	5879.0	1342.7191	5266.0	969.72455	
674	68561.0	15138.4	6422.0	1383.3033	3750.0	952.9205	1.0	1.0	5935.0	1353.3986	5331.0	988.2078	
675	68303.0	15075.076	6505.0	1400.6914	3809.0	969.17	1.0	1.0	5971.0	1361.5713	5411.0	1009.7169	
676	68038.0	15006.647	6580.0	1415.7356	3873.0	987.8477	1.0	1.0	6021.0	1372.701	5487.0	1033.3011	
677	67791.0	14944.978	6644.0	1428.4135	3940.0	1006.37384	1.0	1.0	6055.0	1380.0692	5569.0	1056.3878	
678	67497.0	14873.603	6729.0	1444.5214	4012.0	1025.6672	1.0	1.0	6098.0	1389.0316	5663.0	1083.3958	
679	67227.0	14811.78	6803.0	1458.6956	4088.0	1045.0972	1.0	1.0	6151.0	1399.4954	5730.0	1101.1501	
680	66960.0	14746.407	6873.0	1472.6736	4148.0	1062.4915	1.0	1.0	6207.0	1411.5383	5811.0	1123.1111	
681	66697.0	14680.425	6945.0	1489.0875	4222.0	1081.6808	1.0	1.0	6255.0	1421.7151	5880.0	1143.3135	
682	66412.0	14608.934	7029.0	1506.9731	4292.0	1100.5398	1.0	1.0	6307.0	1435.7169	5959.0	1164.0631	
683	66131.0	14538.695	7118.0	1524.9559	4362.0	1121.0144	1.0	1.0	6368.0	1450.656	6020.0	1180.9012	
684	65848.0	14466.946	7193.0	1540.6161	4430.0	1141.5043	1.0	1.0	6429.0	1463.6049	6099.0	1203.5563	
685	65543.0	14386.131	7264.0	1557.2831	4509.0	1165.0336	1.0	1.0	6489.0	1476.3744	6194.0	1231.4026	
686	65221.0	14301.195	7345.0	1576.0768	4594.0	1189.3436	1.0	1.0	6547.0	1488.1444	6292.0	1261.4664	
687	64880.0	14212.261	7427.0	1596.1476	4681.0	1215.7455	1.0	1.0	6619.0	1503.7114	6392.0	1288.3617	
688	64573.0	14135.126	7526.0	1621.333	4743.0	1232.4406	1.0	1.0	6689.0	1517.1016	6468.0	1310.2388	
689	64263.0	14053.042	7637.0	1648.5857	4798.0	1248.7706	1.0	1.0	6757.0	1531.0399	6544.0	1334.8007	
690	63929.0	13965.121	7733.0	1673.3933	4872.0	1268.7362	1.0	1.0	6845.0	1548.6329	6620.0	1360.3511	
691	63570.0	13874.657	7843.0	1698.2588	4934.0	1285.3276	1.0	1.0	6944.0	1569.4773	6708.0	1388.5203	
692	63235.0	13788.035	7950.0	1723.8613	4986.0	1298.2944	1.0	1.0	7029.0	1587.8737	6799.0	1418.1759	
693	62881.0	13693.342	8052.0	1747.6946	5064.0	1317.0271	1.0	1.0	7104.0	1603.9569	6898.0	1454.2235	
694	62543.0	13605.606	8140.0	1768.6366	5137.0	1336.586	1.0	1.0	7181.0	1620.9153	6998.0	1484.4862	
695	62251.0	13524.284	8221.0	1789.3987	5195.0	1351.1344	1.0	1.0	7236.0	1633.9551	7096.0	1517.4639	
696	61941.0	13438.222	8305.0	1812.893	5264.0	1370.1615	1.0	1.0	7301.0	1647.583	7188.0	1547.3794	
697	61636.0	13351.753	8395.0	1837.2888	5332.0	1389.4335	1.0	1.0	7355.0	1659.0566	7281.0	1578.7012	
698	61288.0	13256.909	8489.0	1861.7914	5405.0	1411.4138	1.0	1.0	7418.0	1670.9767	7399.0	1615.1515	
699	60942.0	13161.51	8571.0	1885.2881	5485.0	1434.1478	1.0	1.0	7483.0	1684.3588	7518.0	1650.9323	
700	60600.0	13065.293	8658.0	1910.8627	5564.0	1456.1699	1.0	1.0	7549.0	1698.7349	7628.0	1685.1913	
701	60239.0	12962.343	8756.0	1943.5387	5649.0	1478.5632	1.0	1.0	7607.0	1710.4294	7748.0	1721.3778	
702	59897.0	12862.938	8846.0	1974.3811	5726.0	1499.0054	1.0	1.0	7660.0	1721.4316	7870.0	1758.4899	
703	59572.0	12768.505	8937.0	2007.8312	5799.0	1517.3507	1.0	1.0	7714.0	1733.2335	7977.0	1789.3341	
704	59253.0	12677.254	9016.0	2036.5438	5877.0	1536.7782	1.0	1.0	7773.0	1744.2711	8080.0	1821.4081	
705	58953.0	12594.776	9097.0	2063.7764	5946.0	1553.8705	1.0	1.0	7831.0	1755.3905	8172.0	1848.4309	
706	58645.0	12506.515	9177.0	2092.6272	6002.0	1567.305	1.0	1.0	7886.0	1765.9076	8289.0	1883.8915	
707	58361.0	12421.89	9242.0	2117.272	6066.0	1584.3169	1.0	1.0	7933.0	1773.8417	8397.0	1918.9335	
708	58101.0	12342.413	9318.0	2145.7876	6112.0	1597.1116	1.0	1.0	7992.0	1786.291	8476.0	1944.6426	
709	57819.0	12264.373	9392.0	2168.8604	6159.0	1610.53	1.0	1.0	8052.0	1797.8794	8577.0	1974.6078	
710	57551.0	12185.345	9464.0	2192.8801	6216.0	1626.325	1.0	1.0	8107.0	1809.1095	8661.0	2002.5913	
711	57244.0	12095.974	9536.0	2215.41	6266.0	1639.82	1.0	1.0	8178.0	1822.3536	8775.0	2042.6923	
712	56933.0	12011.112	9625.0	2243.4902	6324.0	1655.1389	1.0	1.0	8233.0	1832.3424	8884.0	2074.1587	
713	56631.0	11922.227	9698.0	2269.8972	6384.0	1670.9513	1.0	1.0	8295.0	1844.505	8991.0	2108.6667	
714	56293.0	11823.261	9790.0	2303.0647	6454.0	1689.5623	1.0	1.0	8351.0	1854.9705	9111.0	2145.3948	
715	55962.0	11729.86	9909.0	2344.312	6513.0	1704.7278	1.0	1.0	8418.0	1867.0945	9197.0	2170.2512	
716	55669.0	11652.607	9991.0	2370.9949	6581.0	1721.3563	1.0	1.0	8479.0	1878.3773	9279.0	2192.9224	
717	55348.0	11568.008	10089.0	2404.045	6650.0	1738.6227	1.0	1.0	8556.0	1893.3357	9356.0	2212.2463	
718	55049.0	11484.988	10178.0	2433.453	6717.0	1756.8143	1.0	1.0	8613.0	1904.7468	9442.0	2236.2515	
719	54723.0	11396.628	10271.0	2465.653	6807.0	1778.0544	1.0	1.0	8671.0	1915.9752	9527.0	2259.9453	
720	54418.0	11314.269	10367.0	2497.556	6887.0	1798.7379	1.0	1.0	8730.0	1927.5507	9597.0	2278.1375	
721	54100.0	11225.199	10471.0	2530.2007	6979.0	1821.9252	1.0	1.0	8775.0	1937.3195	9674.0	2301.6084	
722	53767.0	11138.055	10563.0	2561.6504	7078.0	1846.5461	1.0	1.0	8842.0	1949.1858	9749.0	2320.8188	
723	53437.0	11048.975	10667.0	2597.3374	7176.0	1871.2041	1.0	1.0	8905.0	1960.2905	9814.0	2338.4585	
724	53106.0	10962.626	10776.0	2631.6062	7259.0	1890.3195	1.0	1.0	8965.0	1972.7706	9893.0	2358.9487	
725	52770.0	10878.174	10876.0	2663.0723	7348.0	1910.9646	1.0	1.0	9031.0	1984.7681	9974.0	2379.279	
726	52455.0	10794.676	10992.0	2699.8484	7412.0	1925.5786	1.0	1.0	9084.0	1996.1023	10056.0	2400.0615	
727	52116.0	10707.624	11101.0	2733.0696	7479.0	1940.8596	1.0	1.0	9156.0	2011.4103	10147.0	2423.3047	
728	51791.0	10622.852	11207.0	2767.083	7548.0	1956.0021	1.0	1.0	9219.0	2025.4265	10234.0	2444.898	
729	51487.0	10542.429	11290.0	2795.1018	7613.0	1970.1611	1.0	1.0	9292.0	2041.5504	10317.0	2467.0105	
730	51144.0	10456.02	11394.0	2827.427	7692.0	1986.2988	1.0	1.0	9364.0	2057.542	10405.0	2488.9612	
731	50831.0	10375.773	11488.0	2857.4504	7768.0	2001.7001	1.0	1.0	9427.0	2071.1562	10485.0	2510.1714	
732	50489.0	10291.245	11600.0	2890.8225	7841.0	2016.115	1.0	1.0	9489.0	2083.9285	10580.0	2534.1416	
733	50194.0	10215.598	11687.0	2918.9006	7907.0	2028.298	1.0	1.0	9540.0	2095.786	10671.0	2557.6807	
734	49889.0	10139.872	11794.0	2951.662	7965.0	2038.3087	1.0	1.0	9598.0	2108.837	10753.0	2577.5793	
735	49561.0	10059.779	11904.0	2987.2253	8031.0	2047.5092	1.0	1.0	9645.0	2118.5251	10858.0	2603.216	
736	49219.0	9977.427	12011.0	3019.456	8115.0	2061.6719	1.0	1.0	9696.0	2129.7832	10958.0	2627.9026	
737	48889.0	9899.47	12109.0	3048.72	8186.0	2073.345	1.0	1.0	9748.0	2139.4783	11067.0	2655.2388	
738	48521.0	9813.359	12222.0	3080.8787	8276.0	2089.4187	1.0	1.0	9802.0	2149.7893	11178.0	2682.8076	
739	48187.0	9732.705	12329.0	3114.7537	8359.0	2102.3665	1.0	1.0	9844.0	2158.321	11280.0	2708.0889	
740	47856.0	9655.743	12446.0	3148.041	8413.0	2110.8323	1.0	1.0	9896.0	2167.588	11388.0	2734.0405	
741	47541.0	9583.499	12560.0	3179.0847	8468.0	2120.9553	1.0	1.0	9940.0	2176.728	11490.0	2755.9834	
742	47239.0	9513.488	12651.0	3205.27	8528.0	2132.208	1.0	1.0	9991.0	2185.9172	11590.0	2779.3665	
743	46947.0	9446.256	12745.0	3232.2166	8597.0	2144.8635	1.0	1.0	10022.0	2191.4883	11688.0	2801.414	
744	46663.0	9386.25	12831.0	3253.0085	8652.0	2154.648	1.0	1.0	10057.0	2197.9634	11796.0	2824.3647	
745	46373.0	9325.094	12921.0	3276.0188	8709.0	2164.3018	1.0	1.0	10103.0	2206.2708	11893.0	2844.5518	
746	46057.0	9256.053	13009.0	3299.7773	8771.0	2175.3596	1.0	1.0	10160.0	2217.2134	12002.0	2867.836	
747	45756.0	9190.604	13104.0	3323.821	8831.0	2186.8086	1.0	1.0	10205.0	2225.1	12103.0	2889.9133	
748	45469.0	9127.406	13181.0	3344.2683	8889.0	2196.8125	1.0	1.0	10250.0	2235.423	12210.0	2912.345	
749	45182.0	9063.543	13272.0	3369.275	8949.0	2206.6743	1.0	1.0	10294.0	2245.793	12302.0	2930.9692	
