SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 10
recruit_likeliness = 0.5
defeat_likeliness = 0.01
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	
1240	38.0	9.592168	350.0	81.98963	22175.0	5011.9673	10136.0	2457.2117	32932.0	7751.355	20446.0	4873.3403	2264.0	574.01465	56488.0	12644.87	18027.0	3771.687	54747.0	12773.174	12797.0	2799.0127	
1241	36.0	8.2151165	342.0	79.37724	22178.0	5012.553	10131.0	2455.8384	32934.0	7751.979	20444.0	4873.33	2261.0	573.4344	56494.0	12646.024	18034.0	3773.84	54754.0	12775.317	12792.0	2798.3062	
1242	49.0	10.9329195	334.0	77.794136	22184.0	5014.212	10123.0	2453.3955	32932.0	7752.393	20442.0	4872.6494	2255.0	572.2942	56498.0	12646.029	18039.0	3775.134	54756.0	12776.152	12788.0	2797.2288	
1243	52.0	10.924556	326.0	76.38738	22187.0	5015.252	10122.0	2453.1372	32935.0	7753.007	20445.0	4873.2915	2250.0	571.1616	56499.0	12646.681	18042.0	3775.5942	54759.0	12776.57	12783.0	2796.209	
1244	46.0	10.041972	323.0	75.86764	22188.0	5015.3657	10123.0	2453.3652	32937.0	7753.3936	20442.0	4872.585	2249.0	571.013	56502.0	12648.068	18049.0	3776.625	54765.0	12777.445	12776.0	2794.447	
1245	37.0	8.346767	317.0	74.5298	22193.0	5016.3105	10122.0	2453.2017	32936.0	7752.377	20438.0	4871.4536	2247.0	570.77496	56514.0	12651.283	18059.0	3778.667	54765.0	12777.998	12772.0	2793.275	
1246	57.0	14.359437	311.0	73.14533	22190.0	5015.4507	10118.0	2452.27	32938.0	7751.636	20437.0	4870.958	2240.0	569.40625	56513.0	12651.523	18065.0	3779.82	54763.0	12777.67	12768.0	2791.9768	
1247	55.0	13.172608	301.0	70.89053	22196.0	5016.6553	10114.0	2451.3518	32941.0	7752.488	20439.0	4871.5654	2234.0	568.5592	56514.0	12652.051	18074.0	3781.4202	54768.0	12778.834	12764.0	2791.2297	
1248	43.0	10.59464	295.0	69.395905	22198.0	5016.799	10109.0	2449.956	32945.0	7754.0674	20437.0	4870.1167	2228.0	566.87805	56524.0	12654.469	18090.0	3785.6975	54771.0	12779.774	12760.0	2790.4705	
1249	37.0	8.731721	293.0	68.9696	22199.0	5016.8823	10107.0	2449.6401	32949.0	7755.308	20439.0	4871.25	2225.0	566.0048	56527.0	12655.392	18097.0	3787.4333	54773.0	12780.182	12754.0	2788.4236	
1250	31.0	8.302539	284.0	67.26344	22203.0	5017.7715	10106.0	2449.3533	32945.0	7754.3325	20439.0	4871.398	2220.0	564.96844	56535.0	12656.893	18107.0	3788.8977	54779.0	12781.769	12751.0	2787.269	
1251	38.0	10.278925	276.0	65.405334	22205.0	5018.109	10105.0	2448.8928	32952.0	7756.7593	20435.0	4870.59	2214.0	563.7106	56537.0	12657.107	18111.0	3789.1094	54777.0	12781.205	12750.0	2787.0505	
1252	41.0	8.344351	268.0	63.74311	22208.0	5019.444	10103.0	2448.1978	32954.0	7757.485	20430.0	4870.135	2211.0	562.98224	56538.0	12657.309	18118.0	3791.3596	54783.0	12783.262	12746.0	2785.9556	
1253	41.0	10.173314	260.0	62.12065	22213.0	5020.2197	10099.0	2447.4333	32952.0	7757.223	20427.0	4868.8228	2208.0	562.24274	56547.0	12659.1455	18129.0	3793.4202	54782.0	12782.842	12742.0	2784.5747	
1254	41.0	9.963843	255.0	60.715965	22215.0	5020.79	10098.0	2447.0906	32952.0	7757.1597	20426.0	4868.609	2201.0	560.9927	56557.0	12661.312	18139.0	3795.7686	54782.0	12782.957	12734.0	2782.859	
1255	47.0	11.858576	252.0	60.120445	22217.0	5021.364	10094.0	2446.0002	32948.0	7756.004	20422.0	4867.6396	2201.0	560.83856	56560.0	12662.312	18140.0	3795.88	54786.0	12783.735	12733.0	2782.4644	
1256	36.0	8.586584	249.0	59.488388	22220.0	5021.8784	10095.0	2446.139	32953.0	7756.9165	20423.0	4868.274	2198.0	560.03894	56568.0	12664.122	18140.0	3796.4114	54790.0	12784.849	12728.0	2781.5137	
1257	43.0	10.509919	247.0	58.67874	22221.0	5021.9277	10093.0	2445.8066	32955.0	7757.055	20420.0	4867.743	2193.0	559.14813	56569.0	12664.307	18145.0	3797.3303	54792.0	12785.839	12722.0	2779.8718	
1258	41.0	8.463391	245.0	58.126945	22222.0	5022.672	10091.0	2445.096	32957.0	7758.2065	20422.0	4868.477	2184.0	557.25146	56573.0	12665.621	18149.0	3798.2605	54796.0	12786.624	12720.0	2779.4197	
1259	55.0	11.569202	240.0	57.05622	22224.0	5022.7817	10088.0	2444.2373	32951.0	7757.5815	20418.0	4867.2827	2182.0	557.3024	56573.0	12665.363	18155.0	3799.3398	54798.0	12787.664	12716.0	2778.04	
1260	42.0	10.296428	236.0	55.880997	22223.0	5022.1226	10082.0	2442.6611	32957.0	7758.774	20418.0	4867.15	2178.0	556.42206	56584.0	12667.629	18163.0	3801.0435	54802.0	12788.246	12715.0	2777.9912	
1261	42.0	9.6350155	229.0	53.759064	22226.0	5022.7827	10081.0	2442.8064	32955.0	7758.6274	20416.0	4866.633	2172.0	554.9433	56592.0	12669.261	18170.0	3803.1433	54803.0	12788.734	12714.0	2777.8896	
1262	45.0	11.487422	224.0	52.362877	22227.0	5023.4404	10078.0	2442.0198	32954.0	7758.0977	20417.0	4866.5146	2170.0	554.6847	56593.0	12669.136	18177.0	3804.9006	54806.0	12788.985	12709.0	2776.5872	
1263	50.0	10.649408	219.0	51.58574	22228.0	5023.481	10075.0	2441.1667	32954.0	7758.721	20420.0	4867.0205	2165.0	553.63794	56594.0	12670.048	18182.0	3806.1357	54807.0	12789.833	12706.0	2775.937	
1264	48.0	10.354342	213.0	49.430794	22228.0	5023.6294	10072.0	2440.4927	32959.0	7760.3003	20421.0	4867.4233	2166.0	553.83405	56592.0	12669.632	18193.0	3808.8855	54808.0	12790.044	12700.0	2774.1907	
1265	49.0	10.382175	207.0	47.701508	22229.0	5023.894	10067.0	2439.134	32964.0	7761.286	20420.0	4866.794	2164.0	553.7604	56601.0	12672.426	18195.0	3809.3184	54809.0	12790.31	12695.0	2773.2107	
1266	35.0	7.924233	202.0	46.678448	22237.0	5025.939	10065.0	2438.827	32968.0	7762.3823	20418.0	4865.8315	2162.0	553.41895	56606.0	12673.07	18201.0	3810.36	54816.0	12792.129	12690.0	2771.6553	
1267	34.0	8.832697	200.0	46.20598	22235.0	5025.18	10063.0	2438.347	32969.0	7763.207	20418.0	4865.6333	2162.0	553.41895	56611.0	12674.804	18203.0	3810.4211	54819.0	12792.513	12686.0	2769.6548	
1268	30.0	6.3490686	198.0	45.634678	22237.0	5025.8696	10058.0	2436.916	32974.0	7765.064	20416.0	4865.7925	2154.0	551.522	56613.0	12674.725	18214.0	3813.6455	54826.0	12794.65	12680.0	2768.0479	
1269	41.0	8.479433	193.0	44.849953	22238.0	5025.72	10056.0	2436.5369	32972.0	7764.655	20417.0	4865.5146	2154.0	551.61444	56613.0	12674.316	18218.0	3814.6694	54823.0	12794.493	12675.0	2767.368	
1270	40.0	8.272079	189.0	44.15075	22239.0	5026.0454	10055.0	2436.4426	32971.0	7764.944	20419.0	4866.161	2148.0	550.2829	56616.0	12674.439	18221.0	3815.2578	54830.0	12796.014	12672.0	2766.2063	
1271	52.0	12.713203	184.0	42.566315	22237.0	5025.578	10048.0	2434.0977	32966.0	7763.6646	20417.0	4865.409	2147.0	550.1002	56622.0	12676.161	18224.0	3815.8281	54830.0	12795.655	12673.0	2766.4417	
1272	33.0	7.4713745	180.0	41.714447	22241.0	5026.612	10050.0	2434.8013	32969.0	7763.91	20418.0	4865.5566	2142.0	549.09515	56628.0	12677.616	18235.0	3819.0205	54834.0	12796.942	12670.0	2765.4749	
1273	40.0	8.89621	172.0	40.196495	22241.0	5026.7427	10047.0	2433.5425	32973.0	7764.709	20415.0	4865.0093	2138.0	547.52094	56629.0	12677.737	18243.0	3821.74	54835.0	12797.157	12667.0	2764.9631	
1274	46.0	10.828692	166.0	38.68957	22240.0	5026.2764	10042.0	2432.4668	32974.0	7764.3457	20418.0	4865.615	2136.0	547.0008	56632.0	12678.513	18246.0	3821.9485	54838.0	12798.785	12662.0	2763.7468	
1275	36.0	8.507496	163.0	37.939526	22246.0	5028.028	10040.0	2431.6921	32976.0	7764.67	20419.0	4865.707	2130.0	545.42957	56635.0	12679.409	18252.0	3823.7856	54845.0	12800.2705	12658.0	2762.7773	
1276	34.0	8.317796	161.0	37.23184	22249.0	5028.947	10039.0	2431.3535	32978.0	7765.3184	20414.0	4865.1826	2126.0	544.43243	56639.0	12679.59	18258.0	3824.9487	54848.0	12800.715	12654.0	2762.1794	
1277	39.0	8.585878	151.0	34.229004	22253.0	5030.202	10038.0	2430.8257	32978.0	7765.4473	20411.0	4865.0493	2124.0	543.62305	56645.0	12681.228	18263.0	3826.9849	54849.0	12800.942	12649.0	2761.0989	
1278	51.0	11.205936	146.0	33.04888	22255.0	5031.041	10032.0	2429.1191	32979.0	7765.17	20410.0	4864.851	2122.0	543.2069	56645.0	12681.428	18269.0	3828.3977	54852.0	12801.7705	12639.0	2758.9763	
1279	48.0	11.243004	142.0	32.164665	22257.0	5031.571	10024.0	2426.4622	32984.0	7766.5957	20409.0	4865.227	2118.0	542.1129	56646.0	12681.684	18274.0	3829.3118	54860.0	12803.271	12638.0	2758.5708	
1280	39.0	9.204633	140.0	31.844046	22262.0	5032.3325	10024.0	2426.3315	32982.0	7766.578	20409.0	4865.2573	2115.0	541.4528	56652.0	12682.8545	18277.0	3830.3457	54866.0	12804.333	12634.0	2757.6787	
1281	52.0	13.045358	135.0	30.718546	22258.0	5031.325	10028.0	2427.2854	32982.0	7766.493	20405.0	4864.4917	2113.0	541.13007	56657.0	12683.672	18280.0	3830.861	54865.0	12804.094	12625.0	2755.0972	
1282	41.0	11.014627	131.0	29.47251	22261.0	5032.291	10028.0	2426.9832	32982.0	7766.6504	20409.0	4865.8413	2107.0	539.1974	56664.0	12684.85	18284.0	3832.0789	54867.0	12804.629	12626.0	2755.2036	
1283	44.0	10.376476	126.0	28.386318	22264.0	5032.977	10024.0	2426.091	32984.0	7767.3574	20409.0	4865.7695	2108.0	539.56604	56664.0	12684.6	18284.0	3832.594	54875.0	12807.329	12618.0	2753.1658	
1284	41.0	9.951573	124.0	28.013268	22267.0	5033.579	10019.0	2425.0698	32989.0	7768.331	20409.0	4865.932	2097.0	537.7571	56664.0	12684.307	18293.0	3834.1033	54883.0	12809.043	12614.0	2752.121	
1285	44.0	11.446935	122.0	27.675371	22266.0	5033.487	10012.0	2422.1582	32987.0	7767.664	20410.0	4866.4575	2088.0	535.8032	56671.0	12685.928	18301.0	3836.1497	54889.0	12810.512	12610.0	2750.9272	
1286	30.0	7.0279803	120.0	27.305452	22271.0	5034.4536	10015.0	2423.524	32991.0	7769.4927	20413.0	4866.9717	2086.0	535.5655	56668.0	12685.589	18307.0	3837.0642	54894.0	12812.114	12605.0	2749.1016	
1287	42.0	10.642082	115.0	26.174768	22267.0	5033.16	10015.0	2423.524	32987.0	7768.0703	20409.0	4866.0786	2083.0	535.4184	56666.0	12684.605	18320.0	3839.5	54899.0	12813.68	12597.0	2747.3555	
1288	36.0	9.662011	109.0	25.05195	22271.0	5033.989	10012.0	2423.0046	32990.0	7769.4243	20407.0	4865.2026	2078.0	534.0366	56673.0	12686.259	18323.0	3839.7869	54907.0	12815.376	12594.0	2746.4167	
1289	42.0	10.862888	108.0	24.864916	22269.0	5033.4976	10005.0	2421.187	32989.0	7769.527	20408.0	4865.4126	2072.0	533.09326	56676.0	12686.967	18334.0	3842.146	54906.0	12815.004	12591.0	2745.6477	
1290	45.0	11.154059	107.0	24.528439	22273.0	5034.5845	10005.0	2421.161	32990.0	7769.9287	20407.0	4864.905	2070.0	532.6936	56678.0	12687.493	18335.0	3842.3271	54912.0	12817.279	12578.0	2742.1584	
1291	50.0	10.95598	103.0	23.667995	22270.0	5033.734	10001.0	2420.1345	32991.0	7770.561	20401.0	4863.5503	2067.0	532.13055	56682.0	12688.967	18345.0	3844.9932	54914.0	12817.864	12576.0	2741.6523	
1292	48.0	11.290747	98.0	22.353659	22274.0	5035.094	10000.0	2419.8484	32992.0	7770.2935	20394.0	4861.3857	2067.0	532.0976	56691.0	12690.96	18347.0	3845.6067	54918.0	12818.742	12571.0	2740.538	
1293	44.0	10.7669325	96.0	21.876797	22273.0	5034.764	9996.0	2418.5369	32992.0	7770.8726	20396.0	4862.197	2061.0	530.51434	56696.0	12691.923	18358.0	3848.0154	54925.0	12819.861	12563.0	2738.8845	
1294	49.0	11.390338	93.0	20.97176	22275.0	5035.2876	9993.0	2418.257	32995.0	7771.267	20395.0	4862.0854	2054.0	528.66797	56698.0	12692.049	18363.0	3850.0383	54925.0	12820.116	12560.0	2738.0808	
1295	37.0	9.069345	90.0	20.030148	22276.0	5035.7583	9995.0	2418.486	33001.0	7772.1714	20396.0	4862.137	2050.0	527.8726	56699.0	12693.03	18370.0	3851.2817	54931.0	12821.829	12555.0	2736.5466	
1296	44.0	10.83031	87.0	19.487043	22279.0	5036.891	9993.0	2417.7163	33003.0	7772.653	20393.0	4861.7603	2045.0	526.8002	56701.0	12693.243	18372.0	3851.7532	54934.0	12822.421	12549.0	2734.6555	
1297	47.0	12.032337	84.0	18.595388	22280.0	5037.409	9988.0	2416.242	32998.0	7771.9062	20394.0	4861.698	2040.0	525.30023	56704.0	12693.498	18380.0	3853.971	54940.0	12824.456	12545.0	2733.1018	
1298	42.0	9.484787	83.0	18.504814	22282.0	5037.99	9986.0	2415.5159	32999.0	7771.632	20398.0	4862.9536	2036.0	524.23846	56713.0	12696.002	18383.0	3855.5903	54941.0	12824.813	12537.0	2731.4873	
1299	30.0	7.70564	79.0	17.604942	22283.0	5037.906	9986.0	2415.1057	33005.0	7773.405	20391.0	4860.9194	2033.0	523.6424	56724.0	12698.454	18390.0	3857.2173	54942.0	12824.717	12537.0	2731.5374	
1300	28.0	5.9056654	77.0	17.10206	22286.0	5038.55	9983.0	2414.0723	33002.0	7772.8086	20392.0	4861.587	2025.0	522.3366	56733.0	12700.836	18396.0	3858.5403	54942.0	12825.103	12536.0	2731.3738	
1301	36.0	7.8165627	73.0	16.456707	22287.0	5038.7734	9981.0	2414.1133	33002.0	7772.309	20388.0	4859.954	2022.0	521.68335	56734.0	12701.394	18400.0	3859.4797	54945.0	12825.636	12532.0	2730.5989	
1302	42.0	9.578838	71.0	16.227875	22287.0	5038.6714	9980.0	2413.7397	33002.0	7772.5063	20387.0	4859.7485	2019.0	520.87646	56732.0	12701.145	18404.0	3859.7734	54948.0	12826.19	12528.0	2729.7573	
1303	31.0	6.9510345	68.0	15.74203	22290.0	5039.4316	9977.0	2412.4548	33010.0	7774.271	20387.0	4860.202	2017.0	520.55817	56732.0	12700.997	18412.0	3861.83	54954.0	12827.478	12522.0	2728.3035	
1304	38.0	9.042997	66.0	14.887172	22287.0	5038.2417	9973.0	2411.363	33006.0	7773.1714	20387.0	4860.1733	2010.0	519.35364	56738.0	12702.057	18418.0	3863.643	54956.0	12827.857	12521.0	2728.4294	
1305	38.0	11.057172	65.0	14.57973	22286.0	5037.6846	9971.0	2410.243	33011.0	7774.397	20387.0	4860.5933	2005.0	517.9597	56739.0	12701.317	18421.0	3864.142	54959.0	12828.527	12518.0	2727.7168	
1306	28.0	6.3066807	62.0	13.775714	22288.0	5038.5444	9968.0	2409.583	33013.0	7775.517	20388.0	4860.7686	2004.0	517.883	56746.0	12703.331	18429.0	3866.924	54961.0	12829.072	12513.0	2726.5112	
1307	41.0	8.922345	61.0	13.640903	22282.0	5036.9453	9967.0	2408.9207	33013.0	7775.9604	20384.0	4859.71	2003.0	517.68665	56749.0	12703.859	18427.0	3866.8855	54965.0	12830.605	12508.0	2725.0786	
1308	37.0	7.301526	60.0	13.306633	22286.0	5037.985	9965.0	2407.9653	33017.0	7776.8823	20380.0	4858.6045	1998.0	516.5096	56756.0	12706.109	18429.0	3867.3896	54970.0	12831.788	12502.0	2724.3738	
1309	40.0	8.82725	58.0	12.96213	22287.0	5037.934	9963.0	2407.8582	33014.0	7775.9595	20382.0	4858.6353	1996.0	515.9826	56755.0	12705.821	18434.0	3868.5803	54970.0	12831.658	12501.0	2723.995	
1310	45.0	10.244646	57.0	12.746675	22288.0	5038.2104	9954.0	2405.2952	33017.0	7776.7993	20383.0	4858.699	1992.0	515.3307	56758.0	12706.186	18441.0	3870.3538	54967.0	12831.363	12498.0	2722.9844	
1311	47.0	11.169459	54.0	12.318042	22286.0	5037.95	9957.0	2406.0757	33019.0	7777.334	20383.0	4858.615	1985.0	514.0676	56761.0	12706.727	18446.0	3870.9734	54972.0	12832.137	12490.0	2720.8464	
1312	38.0	8.556137	53.0	12.182459	22288.0	5038.2397	9955.0	2405.3547	33022.0	7777.8276	20382.0	4858.8105	1978.0	512.25073	56763.0	12707.224	18454.0	3872.924	54976.0	12833.281	12491.0	2721.5627	
1313	44.0	10.732747	51.0	11.887955	22288.0	5038.156	9949.0	2404.0688	33025.0	7778.338	20386.0	4859.5435	1968.0	510.07544	56763.0	12707.31	18458.0	3873.2542	54981.0	12834.485	12487.0	2720.3635	
1314	41.0	10.743112	51.0	11.887955	22289.0	5038.2534	9946.0	2403.6619	33031.0	7780.0225	20384.0	4858.5273	1967.0	509.85724	56758.0	12705.723	18465.0	3874.7612	54980.0	12834.115	12488.0	2720.658	
1315	49.0	11.94754	51.0	11.887955	22286.0	5037.45	9947.0	2403.715	33030.0	7780.076	20386.0	4859.1206	1961.0	508.7348	56761.0	12706.725	18468.0	3875.371	54978.0	12833.719	12483.0	2719.4666	
1316	49.0	12.043849	50.0	11.687871	22285.0	5037.3076	9942.0	2401.8975	33028.0	7779.4043	20387.0	4859.4624	1956.0	507.3553	56770.0	12709.921	18471.0	3875.413	54981.0	12834.576	12481.0	2719.1426	
1317	40.0	8.400933	50.0	11.687871	22288.0	5038.1167	9942.0	2402.1042	33030.0	7780.2188	20386.0	4859.63	1952.0	506.4924	56773.0	12710.342	18477.0	3877.5496	54985.0	12836.042	12477.0	2717.6309	
1318	46.0	10.597347	47.0	11.065117	22289.0	5038.3286	9937.0	2400.764	33027.0	7779.0996	20388.0	4860.402	1949.0	506.0856	56778.0	12710.975	18480.0	3878.004	54986.0	12836.476	12473.0	2716.4165	
1319	42.0	9.379306	47.0	11.065117	22291.0	5038.6885	9936.0	2400.3462	33028.0	7779.821	20388.0	4860.488	1945.0	505.1343	56781.0	12711.281	18489.0	3880.295	54984.0	12836.374	12469.0	2715.3403	
1320	40.0	10.075786	45.0	10.712681	22289.0	5038.3735	9933.0	2398.9092	33027.0	7778.9663	20390.0	4861.736	1936.0	502.8693	56787.0	12712.1455	18493.0	3881.333	54991.0	12837.88	12469.0	2715.212	
1321	40.0	9.285653	39.0	9.530725	22288.0	5037.554	9925.0	2396.9517	33034.0	7781.418	20392.0	4862.6606	1930.0	501.31744	56787.0	12712.017	18504.0	3884.627	54994.0	12838.653	12467.0	2714.1956	
1322	26.0	5.7022586	38.0	9.170746	22295.0	5039.3574	9925.0	2396.914	33035.0	7781.81	20393.0	4862.928	1921.0	499.23022	56793.0	12713.52	18515.0	3886.9846	54998.0	12839.551	12461.0	2713.043	
1323	33.0	6.832574	34.0	8.381145	22295.0	5039.2725	9919.0	2395.2322	33037.0	7782.272	20397.0	4864.116	1918.0	498.60486	56793.0	12713.544	18517.0	3887.903	54998.0	12839.531	12459.0	2712.5212	
1324	44.0	9.191726	30.0	7.7041116	22294.0	5038.66	9915.0	2394.5461	33039.0	7782.8853	20397.0	4863.79	1917.0	498.38913	56794.0	12713.482	18514.0	3887.6558	55001.0	12840.148	12455.0	2711.7578	
1325	35.0	7.885849	29.0	7.3234067	22295.0	5038.3066	9914.0	2394.1538	33043.0	7783.6895	20400.0	4864.199	1911.0	496.94568	56796.0	12714.543	18519.0	3888.9014	55004.0	12840.696	12454.0	2711.5667	
1326	48.0	10.914529	28.0	6.9784803	22299.0	5039.458	9912.0	2393.9158	33040.0	7783.3955	20400.0	4864.299	1904.0	494.87946	56796.0	12714.954	18518.0	3888.3484	55004.0	12840.38	12451.0	2710.689	
1327	43.0	10.434923	27.0	6.7945013	22301.0	5039.937	9909.0	2392.7039	33040.0	7782.7715	20400.0	4864.698	1899.0	493.94025	56804.0	12716.219	18524.0	3890.3591	55005.0	12840.512	12448.0	2709.8423	
1328	43.0	10.055559	23.0	5.601161	22305.0	5041.0254	9909.0	2392.2913	33044.0	7784.352	20399.0	4864.1807	1890.0	491.95816	56806.0	12716.7705	18531.0	3891.7026	55011.0	12842.035	12439.0	2708.2385	
1329	44.0	10.097686	22.0	5.4594173	22304.0	5040.697	9907.0	2391.9968	33043.0	7784.658	20400.0	4864.677	1886.0	490.94376	56807.0	12716.95	18544.0	3895.1443	55010.0	12841.416	12433.0	2706.1726	
1330	39.0	7.6161685	20.0	5.182001	22304.0	5040.7236	9905.0	2391.281	33046.0	7785.504	20398.0	4864.054	1884.0	490.6332	56810.0	12718.146	18548.0	3896.781	55012.0	12841.466	12434.0	2706.8267	
1331	41.0	8.876736	19.0	4.817513	22306.0	5040.9585	9900.0	2390.107	33043.0	7784.478	20400.0	4864.8315	1878.0	489.24124	56818.0	12719.774	18549.0	3896.7568	55020.0	12843.72	12426.0	2704.6526	
1332	36.0	8.449785	19.0	4.817513	22306.0	5041.144	9897.0	2389.5742	33049.0	7785.934	20399.0	4864.706	1874.0	488.1436	56821.0	12720.331	18558.0	3898.357	55019.0	12842.585	12422.0	2704.1711	
1333	31.0	7.516671	18.0	4.3960953	22304.0	5040.4756	9893.0	2388.4316	33049.0	7786.0205	20395.0	4863.319	1867.0	486.74646	56832.0	12722.728	18569.0	3901.1235	55022.0	12843.79	12420.0	2703.6694	
1334	26.0	6.417854	15.0	3.4884484	22304.0	5040.9443	9890.0	2387.7007	33051.0	7786.19	20394.0	4863.0776	1863.0	485.93887	56836.0	12723.554	18579.0	3903.4678	55024.0	12844.237	12418.0	2703.2	
1335	35.0	8.767512	14.0	3.3735614	22300.0	5039.8687	9886.0	2386.5212	33051.0	7786.308	20400.0	4864.782	1861.0	485.69965	56835.0	12723.222	18581.0	3903.7178	55023.0	12843.908	12414.0	2702.0461	
1336	34.0	7.5258493	13.0	3.2434747	22303.0	5040.7427	9882.0	2385.3086	33053.0	7786.846	20397.0	4864.183	1853.0	483.6373	56842.0	12724.991	18585.0	3905.287	55028.0	12845.232	12410.0	2701.217	
1337	33.0	7.270703	13.0	3.2434747	22307.0	5041.56	9878.0	2384.5303	33055.0	7787.3677	20398.0	4864.55	1845.0	481.8497	56845.0	12725.406	18591.0	3907.4238	55033.0	12845.613	12402.0	2699.4006	
1338	32.0	7.943446	12.0	2.8128705	22306.0	5041.415	9876.0	2383.7354	33054.0	7787.0786	20396.0	4863.3057	1841.0	481.23297	56849.0	12726.562	18597.0	3907.8381	55038.0	12847.428	12399.0	2698.8665	
1339	38.0	9.883808	12.0	2.8128705	22304.0	5040.7275	9876.0	2384.0195	33057.0	7787.555	20394.0	4861.901	1835.0	479.4347	56850.0	12727.093	18597.0	3908.193	55039.0	12847.735	12398.0	2698.8628	
1340	48.0	11.707949	12.0	2.8128705	22303.0	5040.431	9875.0	2383.3801	33055.0	7787.645	20394.0	4862.5386	1829.0	477.97305	56859.0	12729.114	18596.0	3908.686	55039.0	12847.606	12390.0	2696.3225	
1341	38.0	6.967948	11.0	2.6911895	22304.0	5040.7837	9873.0	2383.2815	33059.0	7788.4077	20396.0	4863.4937	1827.0	477.7425	56865.0	12731.238	18599.0	3909.232	55041.0	12848.484	12387.0	2695.892	
1342	40.0	7.3804746	11.0	2.6911895	22306.0	5041.3584	9870.0	2382.4363	33058.0	7787.9146	20396.0	4863.9043	1821.0	476.22675	56866.0	12731.146	18606.0	3911.1953	55045.0	12848.969	12381.0	2694.9932	
1343	51.0	11.204628	10.0	2.2940202	22302.0	5040.2236	9867.0	2381.7917	33062.0	7789.0083	20392.0	4862.7085	1818.0	475.6454	56866.0	12731.007	18608.0	3910.9373	55046.0	12849.418	12378.0	2693.976	
1344	39.0	7.666875	10.0	2.2940202	22307.0	5041.3413	9865.0	2381.1294	33062.0	7789.5723	20389.0	4862.037	1818.0	475.6454	56873.0	12732.673	18614.0	3912.7256	55052.0	12850.544	12371.0	2692.587	
1345	42.0	9.114627	10.0	2.2940202	22303.0	5040.2485	9864.0	2380.876	33065.0	7789.09	20389.0	4862.364	1817.0	475.76074	56873.0	12733.064	18614.0	3912.914	55054.0	12850.508	12369.0	2691.9814	
1346	35.0	7.6426244	10.0	2.2940202	22300.0	5039.6123	9863.0	2380.3533	33064.0	7789.479	20389.0	4861.9443	1812.0	474.4437	56882.0	12734.85	18619.0	3914.0796	55057.0	12851.507	12369.0	2692.0059	
1347	41.0	9.104634	10.0	2.2940202	22298.0	5038.772	9857.0	2378.956	33065.0	7789.9507	20391.0	4862.4736	1806.0	472.45288	56884.0	12735.153	18627.0	3916.8425	55058.0	12851.822	12363.0	2690.3884	
1348	52.0	11.943299	10.0	2.2940202	22296.0	5038.358	9857.0	2378.9785	33067.0	7790.3213	20390.0	4862.207	1801.0	471.21826	56883.0	12734.838	18627.0	3916.3833	55057.0	12851.982	12360.0	2689.6887	
1349	45.0	10.352323	10.0	2.2940202	22297.0	5038.5737	9852.0	2377.5928	33067.0	7790.278	20395.0	4863.5425	1797.0	470.57382	56889.0	12736.704	18637.0	3918.6719	55059.0	12852.417	12352.0	2687.2124	
1350	46.0	10.072585	10.0	2.2940202	22298.0	5038.99	9848.0	2376.8684	33074.0	7791.682	20391.0	4862.658	1790.0	468.93924	56896.0	12738.159	18636.0	3918.7314	55064.0	12853.736	12347.0	2686.079	
1351	41.0	9.356948	10.0	2.2940202	22295.0	5038.3535	9849.0	2376.915	33072.0	7790.7446	20390.0	4862.408	1788.0	468.42462	56894.0	12737.937	18642.0	3920.339	55071.0	12854.915	12348.0	2686.526	
1352	41.0	9.96684	9.0	2.1408315	22297.0	5038.6104	9846.0	2376.2002	33077.0	7791.719	20396.0	4863.3594	1779.0	466.21964	56902.0	12740.014	18641.0	3920.2927	55073.0	12855.56	12339.0	2684.129	
1353	43.0	9.595562	8.0	2.019454	22297.0	5038.7925	9842.0	2375.257	33081.0	7792.344	20389.0	4861.536	1779.0	466.29407	56902.0	12740.267	18646.0	3921.4187	55077.0	12857.231	12336.0	2683.456	
1354	43.0	9.49624	8.0	2.019454	22297.0	5038.78	9840.0	2374.7039	33084.0	7793.2915	20393.0	4862.577	1774.0	465.50864	56908.0	12741.023	18638.0	3919.72	55080.0	12857.737	12335.0	2683.3557	
1355	40.0	9.78402	8.0	2.019454	22297.0	5038.6943	9838.0	2373.836	33086.0	7793.7896	20395.0	4862.9175	1770.0	464.59738	56911.0	12741.442	18650.0	3922.51	55077.0	12857.528	12328.0	2681.0955	
1356	41.0	9.185007	8.0	2.019454	22294.0	5038.176	9832.0	2372.8765	33082.0	7792.4595	20392.0	4861.45	1767.0	463.4467	56921.0	12744.89	18656.0	3924.3	55083.0	12859.533	12324.0	2679.8784	
