SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 10
recruit_likeliness = 0.5
defeat_likeliness = 0.01
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	
636	35.0	7.9058366	6355.0	1492.7831	19684.0	4494.6484	11412.0	2803.3264	31447.0	7317.76	20662.0	4886.4336	4057.0	946.6757	54434.0	12195.561	14044.0	2860.4019	53055.0	12368.382	15215.0	3374.3074	
637	33.0	7.175762	6347.0	1491.7285	19689.0	4495.6885	11411.0	2802.805	31453.0	7319.194	20661.0	4886.109	4050.0	944.7269	54436.0	12196.026	14052.0	2862.4832	53054.0	12368.186	15214.0	3374.063	
638	37.0	9.6672325	6337.0	1489.5118	19696.0	4496.6133	11408.0	2801.6223	31449.0	7318.043	20661.0	4886.328	4052.0	945.249	54441.0	12196.58	14055.0	2863.8577	53056.0	12368.408	15208.0	3372.3027	
639	47.0	10.755467	6333.0	1488.0615	19692.0	4495.6772	11406.0	2801.2173	31451.0	7319.333	20660.0	4886.5234	4051.0	945.07947	54441.0	12196.98	14059.0	2865.1729	53054.0	12367.543	15206.0	3371.8384	
640	55.0	11.9114685	6322.0	1485.5295	19696.0	4496.29	11406.0	2800.836	31457.0	7320.6167	20660.0	4886.3403	4049.0	944.8262	54438.0	12196.334	14059.0	2865.3442	53060.0	12369.596	15198.0	3370.557	
641	47.0	9.793524	6315.0	1483.8312	19697.0	4496.537	11405.0	2801.047	31461.0	7321.564	20663.0	4887.3955	4046.0	943.951	54442.0	12197.122	14064.0	2866.7605	53066.0	12370.647	15194.0	3369.5327	
642	34.0	7.317566	6309.0	1482.553	19700.0	4496.9424	11404.0	2800.6367	31467.0	7322.8667	20659.0	4886.9316	4045.0	943.66284	54444.0	12197.141	14073.0	2869.1638	53073.0	12371.866	15192.0	3369.0981	
643	37.0	8.053815	6305.0	1481.5376	19703.0	4497.347	11405.0	2801.2073	31468.0	7322.5903	20658.0	4886.5083	4043.0	943.41724	54447.0	12197.984	14071.0	2868.5251	53075.0	12372.663	15188.0	3368.3435	
644	44.0	10.823089	6292.0	1478.7229	19702.0	4496.606	11402.0	2800.2065	31477.0	7325.1953	20652.0	4884.946	4038.0	941.9396	54449.0	12198.648	14078.0	2869.6765	53080.0	12373.876	15186.0	3367.5374	
645	37.0	8.406161	6286.0	1477.1029	19707.0	4497.54	11402.0	2800.3896	31476.0	7325.1387	20651.0	4884.5615	4038.0	942.47003	54454.0	12199.923	14085.0	2871.1118	53085.0	12375.289	15179.0	3366.2463	
646	36.0	7.867452	6274.0	1474.3484	19711.0	4497.886	11403.0	2800.7314	31480.0	7326.542	20650.0	4884.5776	4030.0	940.24927	54459.0	12201.163	14090.0	2872.757	53089.0	12375.974	15178.0	3366.086	
647	47.0	11.862978	6265.0	1472.2385	19716.0	4498.7007	11402.0	2800.4158	31482.0	7326.8125	20645.0	4883.289	4029.0	939.84863	54453.0	12199.364	14101.0	2875.1687	53087.0	12375.515	15173.0	3364.9622	
648	52.0	12.240646	6255.0	1470.4786	19717.0	4498.7676	11396.0	2799.081	31485.0	7327.742	20646.0	4883.5024	4026.0	939.184	54458.0	12200.778	14104.0	2875.4363	53092.0	12376.749	15169.0	3364.2195	
649	56.0	14.148053	6243.0	1467.9376	19720.0	4498.8223	11394.0	2798.454	31491.0	7329.588	20647.0	4883.525	4018.0	937.09894	54459.0	12200.762	14112.0	2877.2424	53095.0	12377.279	15165.0	3363.3271	
650	34.0	8.549313	6241.0	1467.7205	19724.0	4499.3477	11395.0	2798.746	31494.0	7330.815	20648.0	4883.805	4018.0	936.8776	54465.0	12202.01	14120.0	2879.9097	53097.0	12377.583	15164.0	3362.8188	
651	38.0	8.687613	6229.0	1465.2363	19727.0	4499.576	11393.0	2798.1853	31498.0	7331.845	20649.0	4884.2666	4014.0	935.9419	54473.0	12204.3125	14121.0	2879.994	53098.0	12378.066	15160.0	3362.0698	
652	37.0	9.241238	6217.0	1462.8074	19729.0	4500.0156	11393.0	2798.0142	31498.0	7332.222	20649.0	4884.1836	4009.0	934.85223	54478.0	12204.997	14133.0	2881.831	53100.0	12378.464	15157.0	3361.5496	
653	52.0	12.669347	6201.0	1458.9725	19733.0	4500.5034	11387.0	2796.4502	31499.0	7333.0786	20649.0	4884.211	4011.0	934.88513	54479.0	12205.41	14134.0	2882.7966	53106.0	12379.922	15149.0	3359.2815	
654	53.0	12.2633505	6193.0	1457.2009	19735.0	4500.8574	11385.0	2795.9866	31503.0	7334.484	20647.0	4883.801	4000.0	932.78076	54480.0	12205.796	14149.0	2886.0164	53107.0	12380.208	15148.0	3358.786	
655	40.0	8.676869	6195.0	1457.2012	19735.0	4500.9946	11383.0	2795.377	31503.0	7334.472	20650.0	4884.5103	3996.0	932.05994	54485.0	12206.818	14158.0	2888.6357	53108.0	12381.018	15147.0	3358.4155	
656	35.0	9.031472	6192.0	1456.7603	19735.0	4500.557	11381.0	2794.3862	31505.0	7334.604	20648.0	4884.086	3994.0	931.3284	54491.0	12208.123	14163.0	2889.812	53110.0	12380.851	15146.0	3358.6387	
657	45.0	10.288036	6181.0	1454.6891	19734.0	4500.232	11378.0	2793.809	31506.0	7335.095	20650.0	4884.6406	3993.0	931.5853	54493.0	12208.682	14164.0	2889.6084	53113.0	12381.512	15143.0	3358.0369	
658	41.0	9.183924	6168.0	1452.0474	19737.0	4500.6353	11375.0	2792.931	31510.0	7336.03	20649.0	4884.6587	3992.0	931.1014	54499.0	12210.245	14172.0	2892.0205	53120.0	12383.1045	15137.0	3356.2202	
659	56.0	13.825757	6162.0	1450.3749	19741.0	4501.4834	11369.0	2791.4417	31511.0	7335.9805	20648.0	4884.4634	3988.0	930.22705	54503.0	12210.813	14168.0	2890.4756	53118.0	12382.71	15136.0	3356.381	
660	62.0	14.288544	6155.0	1448.2522	19745.0	4502.7383	11368.0	2791.402	31511.0	7336.554	20646.0	4883.841	3983.0	928.6695	54502.0	12210.695	14175.0	2892.919	53121.0	12383.48	15132.0	3355.3384	
661	45.0	10.656382	6147.0	1446.758	19750.0	4503.7744	11371.0	2791.8713	31511.0	7336.2935	20649.0	4884.5137	3980.0	927.98755	54503.0	12210.55	14188.0	2896.3853	53125.0	12384.509	15131.0	3354.881	
662	51.0	11.763079	6136.0	1444.1558	19754.0	4504.8257	11369.0	2791.357	31511.0	7336.055	20646.0	4883.635	3979.0	927.7355	54505.0	12211.328	14195.0	2897.7703	53125.0	12384.819	15129.0	3354.7344	
663	42.0	9.690883	6124.0	1441.2592	19759.0	4505.5312	11369.0	2791.3875	31519.0	7337.9805	20647.0	4884.3154	3979.0	927.7752	54510.0	12212.384	14196.0	2897.8792	53128.0	12385.604	15127.0	3354.3738	
664	40.0	9.59203	6116.0	1439.4579	19764.0	4506.521	11364.0	2790.296	31521.0	7337.9043	20646.0	4883.9116	3973.0	926.9379	54513.0	12212.862	14204.0	2899.2036	53135.0	12387.667	15124.0	3353.8281	
665	40.0	8.894141	6114.0	1439.0817	19766.0	4506.9023	11358.0	2788.8416	31523.0	7338.5176	20651.0	4885.024	3969.0	926.1887	54514.0	12213.112	14209.0	2900.6375	53133.0	12387.073	15123.0	3353.9082	
666	53.0	10.568265	6111.0	1438.5739	19767.0	4506.6333	11356.0	2788.3105	31524.0	7338.8076	20647.0	4884.51	3962.0	925.1133	54517.0	12213.543	14209.0	2901.5273	53137.0	12387.961	15117.0	3352.633	
667	58.0	11.283478	6104.0	1436.8977	19767.0	4506.531	11359.0	2789.1348	31526.0	7339.6567	20648.0	4884.9683	3960.0	924.4715	54521.0	12214.247	14206.0	2900.7197	53141.0	12389.201	15110.0	3351.0725	
668	42.0	8.829175	6095.0	1435.1276	19768.0	4506.7764	11360.0	2789.2048	31532.0	7341.161	20649.0	4885.2524	3958.0	924.04156	54524.0	12214.515	14216.0	2902.257	53148.0	12390.268	15108.0	3350.751	
669	37.0	8.000782	6096.0	1435.3085	19774.0	4507.6865	11356.0	2788.6748	31534.0	7342.089	20645.0	4883.928	3953.0	922.63464	54527.0	12215.6045	14226.0	2904.3755	53145.0	12389.557	15107.0	3350.3228	
670	35.0	6.668104	6088.0	1433.3911	19775.0	4507.8296	11355.0	2788.3997	31535.0	7342.253	20646.0	4884.1562	3955.0	923.44336	54529.0	12216.113	14228.0	2904.753	53148.0	12390.983	15106.0	3350.1912	
671	37.0	7.9910274	6080.0	1431.4045	19778.0	4508.2925	11352.0	2787.3367	31536.0	7342.628	20645.0	4883.8184	3953.0	923.3087	54531.0	12216.49	14233.0	2905.896	53152.0	12391.682	15103.0	3349.3376	
672	38.0	7.2509937	6068.0	1428.7103	19782.0	4508.9116	11353.0	2787.3857	31542.0	7344.3853	20645.0	4884.881	3948.0	922.0179	54535.0	12217.491	14236.0	2906.5542	53152.0	12391.326	15101.0	3349.2695	
673	45.0	10.443432	6057.0	1425.4929	19782.0	4508.7334	11351.0	2787.0894	31545.0	7345.225	20644.0	4884.265	3948.0	922.08673	54539.0	12217.898	14237.0	2906.8567	53155.0	12391.923	15097.0	3348.1702	
674	50.0	11.371957	6047.0	1423.0906	19785.0	4509.484	11352.0	2787.409	31551.0	7346.6074	20641.0	4883.2705	3944.0	921.2541	54537.0	12217.642	14246.0	2908.6624	53156.0	12392.316	15091.0	3347.0764	
675	59.0	14.281852	6040.0	1421.3295	19789.0	4510.134	11349.0	2786.27	31544.0	7345.5527	20639.0	4883.061	3941.0	920.4829	54546.0	12219.381	14247.0	2908.5684	53159.0	12392.792	15087.0	3346.3303	
676	40.0	8.750466	6035.0	1420.0197	19794.0	4511.0703	11349.0	2786.1501	31547.0	7346.256	20643.0	4884.1724	3939.0	920.09503	54553.0	12221.65	14250.0	2909.7312	53163.0	12393.68	15087.0	3346.607	
677	39.0	9.892789	6026.0	1418.5099	19797.0	4511.44	11346.0	2785.443	31550.0	7346.713	20638.0	4883.098	3936.0	919.49475	54564.0	12223.617	14254.0	2910.464	53164.0	12393.2705	15086.0	3346.24	
678	33.0	8.220035	6013.0	1415.7295	19803.0	4512.677	11348.0	2785.8845	31558.0	7348.463	20635.0	4882.188	3931.0	918.44977	54567.0	12224.159	14260.0	2911.7307	53167.0	12394.753	15085.0	3345.928	
679	39.0	9.154337	6004.0	1413.9935	19808.0	4514.198	11348.0	2785.816	31561.0	7349.1074	20637.0	4882.7705	3929.0	917.9586	54564.0	12223.178	14263.0	2911.9502	53163.0	12394.219	15084.0	3345.8347	
680	46.0	8.841246	5993.0	1411.5631	19808.0	4514.3633	11346.0	2785.495	31563.0	7349.831	20635.0	4882.4497	3926.0	917.22394	54566.0	12224.372	14266.0	2912.9014	53169.0	12395.711	15082.0	3345.4304	
681	59.0	12.286601	5980.0	1408.6077	19814.0	4515.501	11347.0	2785.684	31566.0	7350.858	20631.0	4881.356	3920.0	916.0889	54564.0	12222.916	14267.0	2913.2903	53173.0	12396.86	15079.0	3344.7324	
682	60.0	13.587029	5973.0	1407.141	19825.0	4517.656	11345.0	2785.0593	31567.0	7351.7114	20633.0	4881.7983	3912.0	913.9709	54565.0	12222.785	14277.0	2915.4106	53169.0	12395.4375	15074.0	3343.6255	
683	53.0	13.01109	5970.0	1404.9584	19825.0	4517.3887	11343.0	2784.4722	31568.0	7351.7056	20632.0	4881.7837	3912.0	914.0128	54566.0	12223.037	14291.0	2919.012	53171.0	12396.65	15069.0	3342.1475	
684	46.0	10.011396	5965.0	1405.1096	19828.0	4518.0317	11340.0	2783.691	31571.0	7352.0156	20633.0	4882.3545	3909.0	913.0728	54573.0	12224.152	14295.0	2920.1177	53174.0	12397.555	15066.0	3342.07	
685	55.0	11.064309	5959.0	1403.3008	19830.0	4517.9795	11340.0	2783.815	31570.0	7352.528	20631.0	4881.987	3905.0	912.2919	54577.0	12226.021	14297.0	2920.4607	53174.0	12397.619	15062.0	3341.1138	
686	47.0	10.209404	5954.0	1402.5985	19832.0	4518.3306	11338.0	2783.2043	31572.0	7352.5054	20629.0	4881.7974	3898.0	910.54504	54591.0	12228.302	14308.0	2923.5217	53173.0	12397.018	15058.0	3340.1506	
687	41.0	9.870967	5934.0	1397.1292	19835.0	4518.8984	11337.0	2782.6555	31574.0	7352.9204	20630.0	4881.878	3899.0	910.9649	54599.0	12230.18	14314.0	2924.6082	53183.0	12399.473	15054.0	3339.6018	
688	49.0	10.307283	5923.0	1395.2206	19839.0	4519.6963	11337.0	2782.6624	31574.0	7353.2705	20629.0	4881.684	3896.0	910.30524	54600.0	12230.443	14318.0	2926.063	53184.0	12399.645	15051.0	3338.8855	
689	37.0	7.900659	5922.0	1395.2771	19840.0	4519.8716	11333.0	2781.5576	31581.0	7354.9717	20630.0	4882.1187	3893.0	909.30774	54602.0	12230.777	14323.0	2926.9243	53188.0	12400.685	15051.0	3338.7893	
690	40.0	7.6088486	5914.0	1393.9922	19842.0	4520.1646	11334.0	2782.013	31582.0	7355.38	20631.0	4882.518	3887.0	908.6858	54602.0	12230.678	14326.0	2927.1821	53192.0	12401.389	15050.0	3338.5676	
691	51.0	10.689361	5901.0	1391.406	19845.0	4520.1465	11326.0	2780.1418	31586.0	7356.3784	20631.0	4882.2314	3885.0	908.22644	54604.0	12231.116	14329.0	2927.905	53197.0	12402.663	15045.0	3337.273	
692	44.0	9.926367	5896.0	1390.2468	19848.0	4520.5854	11328.0	2780.3914	31586.0	7356.7134	20628.0	4881.4995	3885.0	907.8887	54607.0	12231.745	14336.0	2928.934	53197.0	12402.697	15045.0	3337.549	
693	44.0	11.952608	5887.0	1387.462	19853.0	4521.2715	11327.0	2780.0588	31595.0	7359.5884	20627.0	4881.1807	3885.0	907.646	54607.0	12231.568	14338.0	2928.8877	53196.0	12402.53	15041.0	3336.0352	
694	38.0	9.839495	5876.0	1385.6628	19857.0	4521.7114	11328.0	2780.3674	31596.0	7359.595	20626.0	4880.771	3882.0	907.2342	54615.0	12234.06	14341.0	2929.428	53202.0	12404.208	15039.0	3335.303	
695	42.0	9.764051	5865.0	1383.7499	19862.0	4523.1685	11326.0	2779.452	31600.0	7360.828	20628.0	4881.611	3878.0	906.73285	54613.0	12233.464	14349.0	2931.0764	53203.0	12404.259	15034.0	3334.0784	
696	39.0	9.784001	5858.0	1381.5709	19869.0	4524.606	11323.0	2778.9216	31603.0	7361.893	20625.0	4880.9653	3876.0	905.95	54621.0	12235.186	14350.0	2931.3044	53206.0	12405.609	15030.0	3332.3928	
697	45.0	11.375589	5853.0	1380.4944	19872.0	4525.0337	11323.0	2779.042	31603.0	7361.7334	20624.0	4880.574	3874.0	905.3497	54621.0	12235.126	14351.0	2931.9668	53210.0	12406.536	15024.0	3330.9539	
698	38.0	9.211511	5849.0	1379.5994	19873.0	4524.988	11322.0	2778.9058	31602.0	7362.129	20624.0	4880.4233	3875.0	905.9667	54625.0	12236.403	14357.0	2933.4653	53214.0	12406.721	15021.0	3330.3723	
699	44.0	11.728117	5841.0	1377.6213	19876.0	4525.0884	11319.0	2777.6682	31605.0	7362.5835	20623.0	4880.386	3871.0	905.09143	54627.0	12236.4	14359.0	2934.0962	53216.0	12407.368	15019.0	3330.1538	
700	51.0	9.821587	5831.0	1375.3878	19877.0	4525.3887	11318.0	2777.5503	31610.0	7364.5024	20626.0	4881.493	3869.0	904.932	54630.0	12237.765	14361.0	2934.6345	53217.0	12407.971	15010.0	3328.7397	
701	63.0	13.567756	5823.0	1373.2482	19884.0	4526.9233	11313.0	2776.2263	31613.0	7364.682	20620.0	4880.1064	3866.0	904.33704	54629.0	12237.918	14361.0	2934.4316	53223.0	12408.982	15005.0	3327.7642	
702	48.0	9.462258	5815.0	1371.3835	19890.0	4528.103	11319.0	2777.4812	31621.0	7367.239	20620.0	4880.421	3862.0	903.2902	54636.0	12239.134	14363.0	2935.1995	53224.0	12409.279	15002.0	3327.1956	
703	47.0	9.393463	5813.0	1371.2837	19891.0	4528.411	11318.0	2777.2573	31623.0	7368.0537	20616.0	4879.1953	3857.0	901.7772	54642.0	12239.947	14364.0	2936.3704	53231.0	12410.488	14998.0	3326.0115	
704	43.0	10.169159	5802.0	1368.2002	19899.0	4529.717	11317.0	2776.846	31619.0	7367.184	20620.0	4880.43	3853.0	900.9736	54655.0	12243.057	14371.0	2937.642	53231.0	12410.776	14990.0	3323.193	
705	28.0	5.8203397	5800.0	1368.2588	19903.0	4530.3804	11318.0	2777.062	31628.0	7369.1885	20619.0	4880.1294	3852.0	900.73047	54656.0	12243.291	14371.0	2937.8894	53235.0	12412.196	14990.0	3323.2424	
706	38.0	10.005431	5791.0	1366.1387	19908.0	4531.3325	11312.0	2775.2979	31629.0	7369.135	20615.0	4879.4795	3849.0	900.37213	54662.0	12244.428	14377.0	2938.5786	53234.0	12411.63	14985.0	3321.791	
707	41.0	10.049795	5783.0	1364.0929	19912.0	4532.453	11312.0	2775.0886	31629.0	7370.415	20614.0	4879.341	3842.0	898.9424	54663.0	12244.404	14384.0	2939.3757	53236.0	12412.508	14984.0	3321.5159	
708	43.0	11.131106	5774.0	1362.245	19914.0	4533.017	11308.0	2773.8008	31636.0	7371.8877	20612.0	4878.7505	3841.0	898.7326	54669.0	12246.027	14382.0	2938.6812	53238.0	12412.99	14983.0	3320.9265	
709	39.0	9.157039	5770.0	1361.3179	19914.0	4532.4614	11307.0	2774.1968	31638.0	7372.6597	20610.0	4878.7183	3839.0	898.3962	54673.0	12246.992	14385.0	2939.481	53248.0	12415.674	14977.0	3319.1338	
710	45.0	10.245904	5764.0	1360.0363	19918.0	4533.1816	11306.0	2774.219	31638.0	7372.928	20609.0	4878.3105	3834.0	897.5235	54676.0	12247.743	14391.0	2940.1357	53246.0	12415.452	14973.0	3318.4097	
711	45.0	10.779388	5754.0	1357.9222	19922.0	4533.262	11302.0	2772.8252	31640.0	7373.769	20610.0	4878.5176	3835.0	897.6814	54675.0	12247.372	14394.0	2940.8696	53252.0	12417.386	14971.0	3317.8022	
712	38.0	8.244568	5745.0	1356.3657	19922.0	4532.7046	11306.0	2773.8213	31646.0	7376.2793	20612.0	4879.0293	3835.0	897.6814	54677.0	12247.9795	14398.0	2941.4172	53256.0	12417.982	14965.0	3316.6824	
713	39.0	8.594738	5737.0	1354.6273	19928.0	4533.548	11305.0	2773.5435	31645.0	7375.8555	20613.0	4879.5522	3829.0	896.3615	54680.0	12248.373	14406.0	2943.6182	53257.0	12418.347	14961.0	3315.7651	
714	53.0	11.780811	5725.0	1352.1152	19934.0	4534.5312	11301.0	2772.6729	31641.0	7375.7383	20607.0	4878.2817	3826.0	895.56494	54684.0	12249.055	14409.0	2943.93	53261.0	12418.998	14959.0	3315.5173	
715	46.0	10.7701	5722.0	1351.557	19935.0	4534.0947	11299.0	2772.062	31642.0	7375.8745	20611.0	4879.1763	3827.0	895.68066	54689.0	12250.068	14412.0	2945.3088	53262.0	12419.098	14955.0	3314.4944	
716	32.0	6.3319097	5711.0	1349.9052	19939.0	4535.2466	11300.0	2772.1501	31647.0	7377.511	20611.0	4879.453	3822.0	894.4945	54691.0	12250.481	14423.0	2947.3306	53266.0	12420.113	14958.0	3315.1667	
717	42.0	9.625086	5703.0	1347.704	19937.0	4534.771	11298.0	2771.5308	31646.0	7377.0713	20609.0	4878.7183	3823.0	894.72015	54696.0	12251.508	14425.0	2948.3694	53269.0	12420.289	14952.0	3313.8772	
718	40.0	9.537685	5695.0	1345.6953	19945.0	4535.9917	11295.0	2770.5896	31646.0	7377.766	20607.0	4877.7725	3823.0	894.5803	54700.0	12252.628	14427.0	2949.049	53272.0	12421.06	14950.0	3313.515	
719	40.0	8.634033	5687.0	1344.8783	19949.0	4536.6616	11295.0	2770.3635	31651.0	7378.9062	20609.0	4879.151	3818.0	893.6272	54704.0	12254.043	14432.0	2949.3423	53270.0	12420.512	14945.0	3312.067	
720	39.0	8.092119	5680.0	1343.2797	19953.0	4537.243	11291.0	2769.5022	31650.0	7378.7646	20610.0	4879.357	3816.0	893.45886	54709.0	12255.221	14435.0	2949.7964	53273.0	12421.397	14944.0	3312.0706	
721	45.0	10.345745	5668.0	1341.0127	19954.0	4537.4243	11291.0	2769.1611	31650.0	7378.6104	20610.0	4879.383	3816.0	893.4251	54709.0	12255.339	14444.0	2951.3618	53273.0	12421.403	14940.0	3310.7185	
722	48.0	10.936703	5656.0	1339.3604	19957.0	4537.8066	11287.0	2767.9348	31657.0	7380.8853	20609.0	4879.326	3808.0	890.783	54714.0	12256.354	14451.0	2952.5017	53276.0	12422.023	14937.0	3310.272	
723	49.0	10.478605	5654.0	1338.9088	19960.0	4537.7393	11288.0	2768.2664	31658.0	7381.1753	20607.0	4879.0825	3808.0	891.1399	54718.0	12257.033	14453.0	2953.5708	53276.0	12421.969	14929.0	3308.8225	
724	45.0	9.820085	5647.0	1337.2726	19965.0	4539.0503	11284.0	2766.9216	31663.0	7382.095	20608.0	4879.7676	3804.0	890.4814	54721.0	12257.361	14458.0	2954.719	53278.0	12422.083	14927.0	3308.6104	
725	48.0	11.787002	5638.0	1335.0145	19971.0	4539.956	11279.0	2765.593	31663.0	7382.2266	20607.0	4879.237	3795.0	888.5191	54727.0	12258.453	14466.0	2956.0452	53279.0	12422.69	14927.0	3308.6592	
726	36.0	9.212885	5630.0	1333.5865	19980.0	4541.304	11277.0	2765.385	31667.0	7383.19	20612.0	4880.8677	3792.0	887.4999	54730.0	12259.053	14469.0	2956.9155	53282.0	12423.247	14925.0	3307.9211	
727	50.0	12.220999	5624.0	1332.5316	19982.0	4541.3223	11276.0	2764.9456	31665.0	7383.436	20610.0	4880.0693	3787.0	886.70624	54731.0	12259.424	14472.0	2957.2234	53286.0	12423.981	14917.0	3306.3203	
728	32.0	6.8613763	5615.0	1330.8015	19983.0	4541.6294	11277.0	2765.235	31666.0	7384.206	20615.0	4881.4326	3786.0	886.6917	54736.0	12260.649	14480.0	2958.891	53288.0	12424.18	14922.0	3307.6038	
729	29.0	7.2586703	5607.0	1328.7554	19989.0	4542.6846	11275.0	2764.6265	31665.0	7384.386	20608.0	4879.944	3781.0	886.0155	54740.0	12260.762	14492.0	2961.0015	53291.0	12424.854	14923.0	3307.8965	
730	52.0	12.391642	5599.0	1326.837	19993.0	4543.725	11275.0	2764.6985	31661.0	7383.8257	20605.0	4879.364	3778.0	884.9919	54738.0	12260.422	14493.0	2961.2524	53291.0	12425.046	14915.0	3305.63	
731	51.0	11.208091	5593.0	1325.6216	19995.0	4543.8096	11270.0	2763.7554	31666.0	7385.4155	20601.0	4878.4946	3777.0	885.0299	54743.0	12261.642	14497.0	2961.9915	53295.0	12426.2	14912.0	3305.0176	
732	53.0	12.027673	5588.0	1324.5605	19997.0	4544.3584	11264.0	2761.828	31667.0	7385.8086	20601.0	4878.289	3777.0	884.93774	54746.0	12262.702	14500.0	2963.081	53296.0	12425.893	14911.0	3304.699	
733	48.0	11.534091	5583.0	1323.0438	19993.0	4543.5903	11268.0	2762.796	31677.0	7388.454	20604.0	4878.9556	3773.0	884.0249	54750.0	12263.887	14500.0	2962.8435	53299.0	12425.909	14905.0	3303.1443	
734	51.0	11.038195	5579.0	1321.8733	19997.0	4544.2563	11266.0	2762.7295	31675.0	7388.246	20605.0	4878.886	3766.0	882.8966	54754.0	12264.902	14502.0	2963.4888	53303.0	12427.943	14902.0	3301.919	
735	58.0	12.840922	5567.0	1319.55	20002.0	4545.0493	11260.0	2761.4297	31676.0	7387.5576	20604.0	4878.604	3766.0	883.10785	54753.0	12264.649	14513.0	2965.6875	53306.0	12429.133	14895.0	3300.57	
736	46.0	10.397254	5564.0	1319.0232	20003.0	4545.4956	11261.0	2761.7004	31684.0	7390.0127	20605.0	4879.1475	3763.0	881.8909	54756.0	12265.157	14513.0	2965.542	53312.0	12429.737	14893.0	3300.0747	
737	33.0	7.8109007	5556.0	1316.6849	20007.0	4546.35	11263.0	2762.1282	31690.0	7391.7744	20608.0	4879.4	3758.0	879.8762	54758.0	12265.621	14523.0	2968.91	53313.0	12430.25	14891.0	3299.3738	
738	38.0	10.050222	5548.0	1314.9467	20009.0	4546.397	11258.0	2760.698	31695.0	7393.1016	20608.0	4879.546	3752.0	878.628	54761.0	12265.948	14528.0	2969.632	53315.0	12430.666	14888.0	3298.5676	
739	38.0	10.213742	5544.0	1313.7805	20012.0	4546.77	11259.0	2761.2405	31691.0	7391.954	20611.0	4880.371	3753.0	879.0776	54758.0	12265.2705	14531.0	2970.4292	53321.0	12432.82	14882.0	3296.25	
740	71.0	16.67856	5534.0	1311.6858	20012.0	4546.438	11256.0	2760.5596	31691.0	7393.529	20604.0	4878.4805	3749.0	878.3709	54760.0	12266.054	14531.0	2969.9512	53315.0	12431.439	14877.0	3294.9949	
741	56.0	13.365608	5521.0	1308.6259	20018.0	4547.7676	11252.0	2759.1567	31694.0	7394.43	20605.0	4879.2354	3746.0	877.396	54770.0	12268.052	14541.0	2972.5369	53320.0	12432.712	14877.0	3294.9023	
742	49.0	11.63966	5517.0	1308.104	20023.0	4548.204	11252.0	2759.099	31693.0	7394.3467	20607.0	4879.7783	3741.0	876.907	54771.0	12268.467	14550.0	2973.4763	53319.0	12432.545	14878.0	3295.6145	
743	33.0	8.615917	5508.0	1306.0754	20026.0	4549.012	11253.0	2759.4202	31704.0	7396.6772	20602.0	4878.46	3738.0	876.49524	54776.0	12269.218	14560.0	2975.696	53325.0	12433.853	14875.0	3294.6592	
744	49.0	10.752185	5499.0	1304.3445	20026.0	4548.375	11249.0	2758.7747	31700.0	7395.638	20597.0	4877.9307	3734.0	876.07324	54785.0	12271.636	14561.0	2975.6943	53327.0	12434.546	14873.0	3294.4167	
745	56.0	12.985332	5486.0	1300.6426	20029.0	4549.3164	11246.0	2758.107	31700.0	7396.665	20597.0	4877.72	3730.0	874.6965	54788.0	12271.762	14568.0	2977.641	53330.0	12435.068	14870.0	3293.5757	
746	43.0	9.994647	5471.0	1297.6599	20037.0	4551.106	11245.0	2757.4685	31705.0	7398.2334	20602.0	4879.662	3726.0	873.8949	54793.0	12272.572	14577.0	2978.8115	53333.0	12435.493	14868.0	3293.2856	
747	47.0	10.372714	5456.0	1294.3987	20042.0	4551.868	11246.0	2757.6277	31710.0	7399.265	20598.0	4878.713	3727.0	874.48566	54793.0	12272.779	14581.0	2980.031	53335.0	12435.966	14865.0	3292.6755	
748	61.0	13.234954	5447.0	1293.216	20044.0	4552.351	11245.0	2757.416	31717.0	7401.424	20594.0	4878.165	3722.0	872.7816	54795.0	12272.787	14584.0	2980.216	53333.0	12435.34	14858.0	3291.2507	
749	51.0	10.677211	5432.0	1289.8165	20047.0	4552.595	11245.0	2757.4937	31720.0	7402.2334	20586.0	4875.995	3726.0	874.9606	54805.0	12275.17	14591.0	2981.3926	53338.0	12436.478	14859.0	3291.3733	
750	51.0	10.731285	5423.0	1288.3295	20053.0	4553.7505	11246.0	2757.5266	31721.0	7403.1826	20588.0	4876.485	3726.0	874.67645	54806.0	12275.269	14593.0	2981.4336	53339.0	12436.985	14854.0	3289.8167	
751	45.0	11.857784	5414.0	1285.6869	20061.0	4555.0845	11246.0	2757.5266	31723.0	7403.6187	20588.0	4876.6504	3724.0	874.1983	54812.0	12276.032	14594.0	2981.2715	53339.0	12436.339	14854.0	3289.922	
