SIMULATION PARAMETERS:
n = 180
m = 320
k = 1
p = 4
recruit_likeliness = 0.001
defeat_likeliness = 0.5
starting_control = 100
resource_noise_scale = 0.13176157

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
83	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
84	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
85	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
86	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
87	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
88	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
89	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
90	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
91	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
92	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
93	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
94	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
95	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
96	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
97	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
98	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
99	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
100	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
101	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
102	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
103	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
104	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
105	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
106	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
107	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
108	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
109	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
110	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
111	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
112	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
113	57596.0	13181.695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
