SIMULATION PARAMETERS:
n = 180
m = 320
k = 1
p = 5
recruit_likeliness = 0.001
defeat_likeliness = 0.5
starting_control = 100
resource_noise_scale = 0.041666668

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	
64	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
65	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
66	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
67	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
68	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
69	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
70	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
71	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
72	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
73	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
74	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
75	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
76	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
77	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
78	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
79	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
80	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
81	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
82	57595.0	12678.601	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
83	57594.0	12678.509	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0902249	1.0	1.0	
84	57593.0	12678.415	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.1852669	1.0	1.0	
85	57590.0	12678.1045	2.0	1.1122159	1.0	1.0	1.0	1.0	5.0	1.3820342	1.0	1.0	
86	57585.0	12677.571	3.0	1.2280316	1.0	1.0	1.0	1.0	9.0	1.8005319	1.0	1.0	
87	57578.0	12676.829	5.0	1.460618	1.0	1.0	1.0	1.0	14.0	2.3093622	1.0	1.0	
88	57572.0	12676.159	7.0	1.7030152	1.0	1.0	1.0	1.0	18.0	2.736388	1.0	1.0	
89	57566.0	12675.464	11.0	2.190543	1.0	1.0	1.0	1.0	20.0	2.944464	1.0	1.0	
90	57553.0	12673.907	20.0	3.288385	1.0	1.0	1.0	1.0	24.0	3.402174	1.0	1.0	
91	57547.0	12673.228	25.0	3.891837	1.0	1.0	1.0	1.0	25.0	3.4793575	1.0	1.0	
92	57542.0	12672.661	27.0	4.139714	1.0	1.0	1.0	1.0	28.0	3.7961154	1.0	1.0	
93	57535.0	12671.81	32.0	4.790579	1.0	1.0	1.0	1.0	30.0	3.998381	1.0	1.0	
94	57525.0	12670.603	36.0	5.314766	1.0	1.0	1.0	1.0	36.0	4.6811438	1.0	1.0	
95	57520.0	12670.077	39.0	5.7110023	1.0	1.0	1.0	1.0	38.0	4.808391	1.0	1.0	
96	57511.0	12668.97	47.0	6.756745	1.0	1.0	1.0	1.0	39.0	4.871576	1.0	1.0	
97	57502.0	12667.966	53.0	7.5839605	1.0	1.0	1.0	1.0	42.0	5.050381	1.0	1.0	
98	57493.0	12666.796	61.0	8.692425	1.0	1.0	1.0	1.0	43.0	5.110756	1.0	1.0	
99	57480.0	12665.075	73.0	10.354627	1.0	1.0	1.0	1.0	44.0	5.1680827	1.0	1.0	
100	57467.0	12663.39	84.0	11.913536	1.0	1.0	1.0	1.0	46.0	5.2932277	1.0	1.0	
101	57459.0	12662.438	90.0	12.762467	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
102	57452.0	12661.399	97.0	13.801004	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
103	57446.0	12660.464	103.0	14.737275	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
104	57432.0	12658.437	117.0	16.762907	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
105	57430.0	12658.132	119.0	17.06856	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
106	57419.0	12656.321	130.0	18.878416	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
107	57415.0	12655.6455	134.0	19.552608	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
108	57404.0	12653.925	145.0	21.273148	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
109	57396.0	12652.554	153.0	22.640392	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
110	57386.0	12650.81	163.0	24.386026	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
111	57374.0	12648.608	175.0	26.586763	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
112	57362.0	12646.208	187.0	28.985779	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
113	57348.0	12643.308	201.0	31.885199	1.0	1.0	1.0	1.0	48.0	5.3965044	1.0	1.0	
114	57334.0	12640.474	214.0	34.64202	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
115	57327.0	12638.952	221.0	36.16504	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
116	57312.0	12636.159	236.0	38.958458	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
117	57297.0	12633.065	251.0	42.05299	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
118	57286.0	12630.62	262.0	44.4996	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
119	57275.0	12628.181	273.0	46.935265	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
120	57267.0	12626.222	281.0	48.89549	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
121	57253.0	12622.544	295.0	52.573204	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
122	57240.0	12619.181	308.0	55.93684	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
123	57214.0	12612.552	334.0	62.564682	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
124	57195.0	12607.503	353.0	67.61204	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
125	57180.0	12603.274	368.0	71.84582	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
126	57164.0	12598.7295	384.0	76.391945	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
127	57149.0	12594.878	399.0	80.24134	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
128	57137.0	12591.835	411.0	83.28581	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
129	57125.0	12588.368	423.0	86.75108	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
130	57114.0	12585.212	434.0	89.90895	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
131	57101.0	12581.079	447.0	94.0363	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
132	57085.0	12576.374	463.0	98.745026	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
133	57067.0	12571.163	481.0	103.95751	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
134	57052.0	12566.954	496.0	108.16664	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
135	57035.0	12562.024	513.0	113.09746	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
136	57017.0	12556.724	531.0	118.39617	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
137	56992.0	12548.97	556.0	126.149666	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
138	56969.0	12542.149	579.0	132.96965	1.0	1.0	1.0	1.0	49.0	5.472555	1.0	1.0	
139	56953.0	12537.507	594.0	137.48622	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
140	56936.0	12532.036	611.0	142.9571	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
141	56918.0	12526.62	629.0	148.37851	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
142	56899.0	12520.681	648.0	154.31659	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
143	56879.0	12514.515	668.0	160.48183	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
144	56853.0	12506.63	694.0	168.36563	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
145	56842.0	12503.452	705.0	171.54608	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
146	56827.0	12498.325	720.0	176.67236	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
147	56808.0	12492.569	739.0	182.43152	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
148	56791.0	12487.208	756.0	187.79175	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
149	56771.0	12481.04	776.0	193.9614	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
150	56762.0	12478.476	785.0	196.52509	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
151	56751.0	12475.485	796.0	199.51324	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
152	56738.0	12471.841	809.0	203.15405	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
153	56729.0	12469.312	818.0	205.68542	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
154	56721.0	12467.034	826.0	207.96182	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
155	56711.0	12464.419	836.0	210.57588	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
156	56702.0	12462.179	845.0	212.81627	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
157	56695.0	12460.483	852.0	214.51135	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
158	56686.0	12458.413	861.0	216.58124	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
159	56680.0	12456.978	867.0	218.01605	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
160	56674.0	12455.806	873.0	219.18755	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
161	56661.0	12453.136	886.0	221.85863	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
162	56651.0	12450.972	896.0	224.02051	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
163	56639.0	12448.46	908.0	226.53056	1.0	1.0	1.0	1.0	50.0	5.5969667	1.0	1.0	
164	56630.0	12446.573	916.0	228.32718	1.0	1.0	1.0	1.0	51.0	5.689201	1.0	1.0	
165	56622.0	12444.88	923.0	229.9726	1.0	1.0	1.0	1.0	52.0	5.737148	1.0	1.0	
166	56615.0	12443.288	929.0	231.47905	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
167	56607.0	12440.659	937.0	234.10728	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
168	56599.0	12438.536	945.0	236.23196	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
169	56594.0	12436.579	950.0	238.18996	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
170	56589.0	12434.71	955.0	240.05803	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
171	56585.0	12433.542	959.0	241.22537	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
172	56582.0	12432.577	962.0	242.19048	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
173	56579.0	12431.534	965.0	243.23392	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
174	56572.0	12428.995	972.0	245.77307	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
175	56566.0	12426.573	978.0	248.19174	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
176	56556.0	12422.647	988.0	252.11899	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
177	56544.0	12417.384	1000.0	257.38358	1.0	1.0	1.0	1.0	53.0	5.821313	1.0	1.0	
178	56527.0	12410.274	1016.0	264.42648	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
179	56501.0	12398.817	1042.0	275.88583	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
180	56483.0	12390.04	1060.0	284.66312	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
181	56474.0	12386.331	1069.0	288.37436	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
182	56451.0	12376.327	1092.0	298.37686	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
183	56435.0	12369.517	1108.0	305.186	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
184	56413.0	12360.573	1130.0	314.13058	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
185	56399.0	12354.677	1144.0	320.02472	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
186	56388.0	12350.274	1155.0	324.42508	1.0	1.0	1.0	1.0	54.0	5.8830824	1.0	1.0	
187	56370.0	12343.651	1172.0	330.89648	1.0	1.0	1.0	1.0	55.0	6.0327263	1.0	1.0	
188	56348.0	12335.485	1194.0	339.06387	1.0	1.0	1.0	1.0	55.0	6.0327263	1.0	1.0	
189	56323.0	12326.522	1218.0	347.83896	1.0	1.0	1.0	1.0	56.0	6.222101	1.0	1.0	
190	56308.0	12320.7	1233.0	353.65878	1.0	1.0	1.0	1.0	56.0	6.222101	1.0	1.0	
191	56289.0	12313.423	1252.0	360.93915	1.0	1.0	1.0	1.0	56.0	6.222101	1.0	1.0	
192	56274.0	12308.032	1265.0	365.8879	1.0	1.0	1.0	1.0	58.0	6.6609693	1.0	1.0	
193	56256.0	12301.46	1279.0	371.50156	1.0	1.0	1.0	1.0	62.0	7.6218596	1.0	1.0	
194	56234.0	12293.997	1294.0	377.38254	1.0	1.0	1.0	1.0	69.0	9.206422	1.0	1.0	
195	56214.0	12287.181	1309.0	383.07794	1.0	1.0	1.0	1.0	74.0	10.326893	1.0	1.0	
196	56188.0	12278.04	1329.0	390.80637	1.0	1.0	1.0	1.0	80.0	11.737402	1.0	1.0	
197	56157.0	12268.14	1351.0	398.5623	1.0	1.0	1.0	1.0	89.0	13.88312	1.0	1.0	
198	56138.0	12261.544	1367.0	404.48615	1.0	1.0	1.0	1.0	92.0	14.555733	1.0	1.0	
199	56110.0	12252.835	1389.0	412.0989	1.0	1.0	1.0	1.0	98.0	15.651947	1.0	1.0	
200	56086.0	12245.376	1408.0	418.41187	1.0	1.0	1.0	1.0	103.0	16.795168	1.0	1.0	
201	56057.0	12236.62	1431.0	425.60178	1.0	1.0	1.0	1.0	109.0	18.363768	1.0	1.0	
202	56021.0	12225.817	1458.0	434.32373	1.0	1.0	1.0	1.0	118.0	20.446775	1.0	1.0	
203	55966.0	12210.194	1503.0	447.37534	1.0	1.0	1.0	1.0	128.0	23.019968	1.0	1.0	
204	55898.0	12189.841	1554.0	462.7614	1.0	1.0	1.0	1.0	145.0	27.988354	1.0	1.0	
205	55840.0	12172.401	1597.0	475.75058	1.0	1.0	1.0	1.0	160.0	32.438354	1.0	1.0	
206	55777.0	12154.245	1644.0	488.94617	1.0	1.0	2.0	1.2225746	175.0	37.179	1.0	1.0	
207	55711.0	12134.935	1691.0	502.5073	1.0	1.0	3.0	1.4280512	193.0	42.720306	1.0	1.0	
208	55658.0	12120.321	1730.0	512.2803	1.0	1.0	4.0	1.6208384	206.0	47.37242	1.0	1.0	
209	55596.0	12103.513	1771.0	522.4766	1.0	1.0	4.0	1.6208384	227.0	53.986412	1.0	1.0	
210	55537.0	12087.517	1815.0	533.4523	1.0	1.0	4.0	1.6208384	242.0	59.004715	1.0	1.0	
211	55468.0	12069.81	1861.0	544.98615	1.0	1.0	5.0	1.8205655	264.0	64.97823	1.0	1.0	
212	55397.0	12050.769	1908.0	557.13885	1.0	1.0	6.0	2.0034692	287.0	71.678314	1.0	1.0	
213	55327.0	12032.827	1957.0	569.5307	1.0	1.0	7.0	2.2062142	307.0	77.023186	1.0	1.0	
214	55273.0	12017.921	1989.0	577.4051	1.0	1.0	7.0	2.2062142	329.0	84.05429	1.0	1.0	
215	55220.0	12005.364	2028.0	586.91565	1.0	1.0	7.0	2.2062142	343.0	87.09939	1.0	1.0	
216	55158.0	11992.044	2066.0	596.0002	1.0	1.0	9.0	2.5383472	365.0	91.0023	1.0	1.0	
217	55100.0	11979.593	2107.0	605.54895	1.0	1.0	10.0	2.688967	381.0	93.7532	1.0	1.0	
218	55049.0	11968.792	2141.0	613.9808	1.0	1.0	12.0	2.9758773	396.0	95.83442	1.0	1.0	
219	54997.0	11957.649	2178.0	623.2357	1.0	1.0	12.0	2.9758773	411.0	97.72652	1.0	1.0	
220	54945.0	11945.745	2216.0	632.9941	1.0	1.0	13.0	3.11059	424.0	99.744835	1.0	1.0	
221	54892.0	11933.04	2259.0	644.1876	1.0	1.0	13.0	3.11059	434.0	101.2491	1.0	1.0	
222	54831.0	11917.788	2315.0	658.6027	1.0	1.0	13.0	3.11059	439.0	102.08469	1.0	1.0	
223	54765.0	11900.628	2372.0	674.4815	1.0	1.0	13.0	3.11059	448.0	103.36848	1.0	1.0	
224	54689.0	11881.062	2437.0	692.2291	1.0	1.0	13.0	3.11059	459.0	105.18273	1.0	1.0	
225	54630.0	11865.003	2494.0	707.841	1.0	1.0	13.0	3.11059	461.0	105.6258	1.0	1.0	
226	54576.0	11850.778	2543.0	721.0925	1.0	1.0	13.0	3.11059	466.0	106.593895	1.0	1.0	
227	54504.0	11832.099	2610.0	738.068	1.0	1.0	13.0	3.11059	471.0	108.2971	1.0	1.0	
228	54446.0	11816.585	2663.0	751.78125	1.0	1.0	13.0	3.11059	476.0	110.09021	1.0	1.0	
229	54382.0	11799.671	2720.0	765.9396	1.0	1.0	13.0	3.11059	483.0	112.84892	1.0	1.0	
230	54329.0	11785.226	2765.0	777.21234	1.0	1.0	13.0	3.11059	491.0	116.02617	1.0	1.0	
231	54264.0	11768.056	2821.0	790.83813	1.0	1.0	13.0	3.11059	500.0	119.56848	1.0	1.0	
232	54214.0	11754.128	2867.0	803.0136	1.0	1.0	13.0	3.11059	504.0	121.315346	1.0	1.0	
233	54169.0	11741.8	2905.0	812.5709	1.0	1.0	13.0	3.11059	511.0	124.07946	1.0	1.0	
234	54120.0	11728.253	2948.0	823.53345	1.0	1.0	13.0	3.11059	517.0	126.665985	1.0	1.0	
235	54068.0	11714.325	2992.0	834.6219	1.0	1.0	13.0	3.11059	525.0	129.50754	1.0	1.0	
236	53999.0	11694.733	3048.0	849.5252	1.0	1.0	13.0	3.11059	538.0	134.19542	1.0	1.0	
237	53925.0	11674.821	3108.0	864.6532	1.0	1.0	13.0	3.11059	552.0	138.97368	1.0	1.0	
238	53847.0	11652.825	3168.0	880.40955	1.0	1.0	13.0	3.11059	570.0	145.21242	1.0	1.0	
239	53776.0	11634.411	3233.0	897.06165	1.0	1.0	13.0	3.11059	576.0	146.97227	1.0	1.0	
240	53692.0	11611.249	3309.0	917.8785	1.0	1.0	13.0	3.11059	584.0	149.31349	1.0	1.0	
241	53606.0	11586.72	3384.0	939.3512	1.0	1.0	13.0	3.11059	595.0	152.36888	1.0	1.0	
242	53521.0	11563.306	3463.0	961.2306	1.0	1.0	13.0	3.11059	601.0	153.8952	1.0	1.0	
243	53425.0	11537.243	3552.0	985.5944	1.0	1.0	13.0	3.11059	608.0	155.59396	1.0	1.0	
244	53340.0	11514.2705	3630.0	1006.91864	1.0	1.0	13.0	3.11059	615.0	157.23535	1.0	1.0	
245	53262.0	11493.21	3704.0	1027.3638	1.0	1.0	13.0	3.11059	619.0	157.85268	1.0	1.0	
246	53181.0	11470.673	3784.0	1049.7247	1.0	1.0	13.0	3.11059	620.0	158.03339	1.0	1.0	
247	53094.0	11446.218	3866.0	1073.1976	1.0	1.0	13.0	3.11059	625.0	159.01431	1.0	1.0	
248	53023.0	11427.153	3929.0	1090.874	1.0	1.0	14.0	3.3298893	632.0	160.18086	1.0	1.0	
249	52947.0	11406.556	4000.0	1110.6202	1.0	1.0	14.0	3.3298893	637.0	161.0313	1.0	1.0	
250	52856.0	11382.696	4085.0	1133.5128	1.0	1.0	14.0	3.3298893	643.0	161.99544	1.0	1.0	
251	52781.0	11362.708	4152.0	1152.1459	1.0	1.0	15.0	3.5820754	650.0	163.09294	1.0	1.0	
252	52700.0	11341.938	4224.0	1171.2029	1.0	1.0	17.0	4.1158247	657.0	164.27246	1.0	1.0	
253	52623.0	11321.142	4293.0	1190.5315	1.0	1.0	20.0	4.949029	662.0	164.9066	1.0	1.0	
254	52545.0	11300.28	4365.0	1209.8662	1.0	1.0	22.0	5.4734674	666.0	165.91016	1.0	1.0	
255	52472.0	11280.284	4436.0	1229.6166	1.0	1.0	22.0	5.4734674	668.0	166.15352	1.0	1.0	
256	52403.0	11261.722	4501.0	1247.7013	1.0	1.0	22.0	5.4734674	672.0	166.62462	1.0	1.0	
257	52327.0	11241.071	4569.0	1267.3281	1.0	1.0	22.0	5.4734674	680.0	167.64398	1.0	1.0	
258	52264.0	11224.472	4628.0	1283.4574	1.0	1.0	22.0	5.4734674	684.0	168.12009	1.0	1.0	
259	52196.0	11206.88	4691.0	1300.5486	1.0	1.0	22.0	5.4734674	689.0	168.61537	1.0	1.0	
260	52105.0	11182.917	4777.0	1323.994	1.0	1.0	22.0	5.4734674	694.0	169.13832	1.0	1.0	
261	52020.0	11163.231	4854.0	1342.8401	1.0	1.0	22.0	5.4734674	702.0	169.98079	1.0	1.0	
262	51937.0	11142.372	4932.0	1363.1675	1.0	1.0	22.0	5.4734674	707.0	170.51443	1.0	1.0	
263	51851.0	11124.14	5007.0	1380.2701	1.0	1.0	22.0	5.4734674	718.0	171.6455	1.0	1.0	
264	51780.0	11108.249	5072.0	1395.2676	1.0	1.0	22.0	5.4734674	724.0	172.53691	1.0	1.0	
265	51701.0	11089.448	5145.0	1413.466	1.0	1.0	22.0	5.4734674	730.0	173.14586	1.0	1.0	
266	51633.0	11074.687	5206.0	1427.5343	1.0	1.0	22.0	5.4734674	737.0	173.845	1.0	1.0	
267	51560.0	11055.978	5275.0	1445.506	1.0	1.0	22.0	5.4734674	741.0	174.58527	1.0	1.0	
268	51501.0	11041.923	5329.0	1458.8068	1.0	1.0	22.0	5.4734674	746.0	175.33682	1.0	1.0	
269	51432.0	11025.694	5396.0	1474.7869	1.0	1.0	22.0	5.4734674	748.0	175.57957	1.0	1.0	
270	51369.0	11010.638	5459.0	1489.842	1.0	1.0	22.0	5.4734674	748.0	175.57957	1.0	1.0	
271	51298.0	10994.181	5525.0	1505.7104	1.0	1.0	22.0	5.4734674	753.0	176.16562	1.0	1.0	
272	51225.0	10976.559	5591.0	1522.4132	1.0	1.0	22.0	5.4734674	760.0	177.08798	1.0	1.0	
273	51158.0	10960.112	5654.0	1538.3367	1.0	1.0	22.0	5.4734674	764.0	177.60895	1.0	1.0	
274	51077.0	10943.397	5726.0	1553.9183	1.0	1.0	22.0	5.4734674	773.0	178.74072	1.0	1.0	
275	50980.0	10924.875	5810.0	1570.798	1.0	1.0	22.0	5.4734674	786.0	180.38542	1.0	1.0	
276	50888.0	10906.851	5889.0	1587.2445	1.0	1.0	22.0	5.4734674	799.0	181.95927	1.0	1.0	
277	50821.0	10895.511	5947.0	1597.3468	1.0	1.0	22.0	5.4734674	808.0	183.1953	1.0	1.0	
278	50743.0	10881.514	6017.0	1610.375	1.0	1.0	22.0	5.4734674	816.0	184.1709	1.0	1.0	
279	50665.0	10866.51	6090.0	1624.8368	1.0	1.0	22.0	5.4734674	821.0	184.71426	1.0	1.0	
280	50596.0	10852.934	6153.0	1637.533	1.0	1.0	22.0	5.4734674	827.0	185.5954	1.0	1.0	
281	50504.0	10835.845	6235.0	1653.395	1.0	1.0	22.0	5.4734674	837.0	186.82144	1.0	1.0	
282	50416.0	10820.063	6318.0	1668.3138	1.0	1.0	22.0	5.4734674	842.0	187.6815	1.0	1.0	
283	50332.0	10803.735	6396.0	1683.9083	1.0	1.0	22.0	5.4734674	848.0	188.41693	1.0	1.0	
284	50267.0	10793.125	6449.0	1692.766	1.0	1.0	22.0	5.4734674	860.0	190.166	1.0	1.0	
285	50194.0	10781.003	6513.0	1703.4589	1.0	1.0	22.0	5.4734674	869.0	191.59401	1.0	1.0	
286	50118.0	10767.2295	6574.0	1714.9655	1.0	1.0	22.0	5.4734674	884.0	193.86064	1.0	1.0	
287	50044.0	10752.916	6636.0	1726.8612	1.0	1.0	22.0	5.4734674	896.0	196.27011	1.0	1.0	
288	49966.0	10738.86	6701.0	1738.4247	1.0	1.0	22.0	5.4734674	909.0	198.76022	1.0	1.0	
