SIMULATION PARAMETERS:
n = 270
m = 480
k = 1
p = 10
recruit_likeliness = 0.01
defeat_likeliness = 0.1
starting_control = 100
resource_noise_scale = 0.008784105

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	
725	31081.0	5835.2944	9741.0	1448.7438	3907.0	972.3171	1.0	1.0	16619.0	4654.4917	1.0	1.0	6845.0	854.3217	16721.0	3489.5369	13564.0	1572.4777	16372.0	4518.4565	14748.0	3687.7402	
726	30871.0	5798.014	9778.0	1453.8796	3918.0	976.2582	1.0	1.0	16650.0	4661.6553	1.0	1.0	6842.0	852.8627	16758.0	3493.1387	13575.0	1572.6876	16417.0	4527.085	14789.0	3697.7954	
727	30632.0	5755.65	9815.0	1459.1002	3925.0	978.92914	1.0	1.0	16689.0	4671.102	1.0	1.0	6847.0	851.5491	16810.0	3500.415	13585.0	1573.0084	16469.0	4537.467	14826.0	3706.153	
728	30404.0	5714.9937	9848.0	1462.6031	3938.0	983.1605	1.0	1.0	16737.0	4682.2573	1.0	1.0	6841.0	849.0986	16854.0	3505.7144	13590.0	1572.2222	16518.0	4546.297	14868.0	3717.0308	
729	30129.0	5667.037	9891.0	1468.7919	3948.0	985.08527	1.0	1.0	16783.0	4692.1704	1.0	1.0	6838.0	847.68243	16900.0	3511.4966	13615.0	1573.418	16573.0	4556.6846	14921.0	3731.007	
730	29881.0	5619.5327	9925.0	1474.1158	3967.0	991.4227	1.0	1.0	16835.0	4703.431	1.0	1.0	6839.0	846.5862	16939.0	3516.7607	13622.0	1572.6182	16632.0	4568.721	14958.0	3740.181	
731	29601.0	5569.6475	9965.0	1478.3951	3988.0	996.22345	1.0	1.0	16886.0	4716.2554	1.0	1.0	6836.0	844.418	16982.0	3522.7537	13649.0	1573.7299	16693.0	4582.356	14998.0	3749.5916	
732	29361.0	5525.4033	9995.0	1482.1561	4007.0	1001.84576	1.0	1.0	16933.0	4727.267	1.0	1.0	6829.0	842.1714	17018.0	3528.363	13665.0	1573.748	16744.0	4592.2573	15046.0	3760.1567	
733	29086.0	5475.8516	10045.0	1489.0948	4040.0	1011.08344	1.0	1.0	16969.0	4735.537	1.0	1.0	6831.0	841.0192	17061.0	3533.993	13682.0	1574.2599	16796.0	4602.589	15088.0	3769.9429	
734	28854.0	5434.4775	10075.0	1491.6796	4053.0	1015.5434	1.0	1.0	17013.0	4744.5073	1.0	1.0	6824.0	838.85144	17094.0	3539.5886	13705.0	1574.8304	16850.0	4613.3184	15130.0	3780.574	
735	28607.0	5389.976	10094.0	1492.7156	4090.0	1025.4392	1.0	1.0	17047.0	4752.6143	1.0	1.0	6821.0	836.38794	17134.0	3545.4575	13725.0	1575.89	16909.0	4623.7554	15171.0	3791.1313	
736	28357.0	5340.424	10131.0	1497.2115	4132.0	1037.9355	1.0	1.0	17079.0	4760.0605	1.0	1.0	6823.0	835.28424	17179.0	3552.5684	13734.0	1575.7449	16957.0	4633.7446	15206.0	3800.3955	
737	28131.0	5298.702	10160.0	1500.0834	4151.0	1045.1165	1.0	1.0	17114.0	4768.021	1.0	1.0	6834.0	835.7855	17213.0	3557.0227	13747.0	1575.8942	16998.0	4642.006	15250.0	3810.7373	
738	27871.0	5249.442	10190.0	1502.9447	4170.0	1053.4489	1.0	1.0	17156.0	4777.2666	1.0	1.0	6839.0	835.61255	17270.0	3564.843	13758.0	1575.7357	17050.0	4651.46	15294.0	3822.6165	
739	27648.0	5208.103	10218.0	1505.183	4201.0	1062.2756	1.0	1.0	17193.0	4786.0186	1.0	1.0	6828.0	833.8624	17315.0	3570.8982	13761.0	1574.7905	17100.0	4659.741	15334.0	3832.499	
740	27421.0	5166.424	10244.0	1506.9436	4229.0	1071.8623	1.0	1.0	17233.0	4794.8403	1.0	1.0	6831.0	832.95807	17358.0	3578.2354	13774.0	1574.9496	17144.0	4667.602	15364.0	3839.5566	
741	27198.0	5127.053	10279.0	1510.4763	4258.0	1080.7946	1.0	1.0	17275.0	4803.854	1.0	1.0	6824.0	829.8814	17397.0	3583.9048	13774.0	1573.7069	17201.0	4676.9126	15392.0	3846.7927	
742	26964.0	5086.9893	10308.0	1512.6807	4276.0	1086.3461	1.0	1.0	17312.0	4812.2476	1.0	1.0	6816.0	827.8339	17436.0	3588.7783	13793.0	1574.5509	17254.0	4686.7554	15439.0	3857.1973	
743	26754.0	5046.942	10332.0	1514.8967	4291.0	1091.633	1.0	1.0	17351.0	4821.9414	1.0	1.0	6807.0	825.6774	17473.0	3593.7239	13807.0	1574.5123	17303.0	4697.117	15480.0	3866.9368	
744	26536.0	5007.6895	10364.0	1517.5979	4317.0	1100.2507	1.0	1.0	17391.0	4830.435	1.0	1.0	6796.0	822.901	17504.0	3597.169	13810.0	1573.6176	17362.0	4707.242	15518.0	3876.4766	
745	26319.0	4969.113	10405.0	1522.5746	4332.0	1105.195	1.0	1.0	17435.0	4839.6064	1.0	1.0	6795.0	821.9148	17535.0	3601.3809	13807.0	1571.7712	17416.0	4715.6924	15554.0	3886.136	
746	26086.0	4927.489	10437.0	1524.8798	4357.0	1112.4855	1.0	1.0	17478.0	4849.3096	1.0	1.0	6798.0	821.84033	17567.0	3605.192	13801.0	1569.4875	17476.0	4727.171	15598.0	3895.5276	
747	25849.0	4889.64	10464.0	1525.8488	4382.0	1117.5364	1.0	1.0	17512.0	4857.356	1.0	1.0	6783.0	818.5731	17613.0	3611.7505	13811.0	1568.9022	17546.0	4739.0435	15638.0	3904.733	
748	25632.0	4849.3887	10494.0	1529.2196	4394.0	1121.7876	1.0	1.0	17558.0	4867.0444	1.0	1.0	6779.0	816.9179	17647.0	3617.1711	13807.0	1567.3138	17608.0	4749.514	15679.0	3915.0303	
749	25426.0	4812.128	10511.0	1531.3225	4421.0	1129.6202	1.0	1.0	17596.0	4875.323	1.0	1.0	6772.0	815.5615	17688.0	3622.8354	13817.0	1567.3884	17655.0	4756.4194	15712.0	3922.7942	
750	25189.0	4769.413	10548.0	1536.5928	4448.0	1136.3376	1.0	1.0	17643.0	4885.3364	1.0	1.0	6761.0	812.8493	17736.0	3630.3582	13818.0	1566.296	17708.0	4764.896	15747.0	3931.3188	
751	24939.0	4723.7026	10588.0	1541.5048	4470.0	1143.5586	1.0	1.0	17689.0	4894.744	1.0	1.0	6759.0	811.7642	17772.0	3634.9583	13821.0	1565.176	17759.0	4773.3584	15801.0	3944.6252	
752	24727.0	4684.1953	10630.0	1547.8281	4493.0	1150.1125	1.0	1.0	17731.0	4904.228	1.0	1.0	6746.0	808.8225	17805.0	3639.6487	13825.0	1563.7354	17813.0	4783.0913	15828.0	3951.7278	
753	24504.0	4643.5337	10671.0	1554.0222	4518.0	1158.7107	1.0	1.0	17762.0	4910.9897	1.0	1.0	6742.0	808.00653	17852.0	3645.9343	13827.0	1562.5415	17864.0	4791.109	15858.0	3958.5442	
754	24302.0	4605.514	10703.0	1558.9711	4535.0	1164.4202	1.0	1.0	17800.0	4919.7983	1.0	1.0	6727.0	805.3419	17886.0	3650.568	13835.0	1562.1143	17915.0	4799.3804	15895.0	3967.2842	
755	24090.0	4564.8687	10736.0	1564.632	4547.0	1168.5297	1.0	1.0	17843.0	4929.148	1.0	1.0	6709.0	801.8804	17921.0	3655.2473	13851.0	1561.77	17963.0	4809.3657	15938.0	3977.9531	
756	23870.0	4525.71	10782.0	1572.4257	4566.0	1173.1805	1.0	1.0	17884.0	4937.7515	1.0	1.0	6696.0	799.4503	17965.0	3659.8386	13840.0	1559.0273	18026.0	4819.6553	15969.0	3986.3513	
757	23645.0	4483.271	10828.0	1580.4219	4587.0	1176.8129	1.0	1.0	17922.0	4946.1753	1.0	1.0	6677.0	796.5539	18009.0	3666.542	13833.0	1556.7205	18078.0	4828.8696	16019.0	3998.0256	
758	23400.0	4439.4863	10887.0	1591.8916	4601.0	1180.3147	1.0	1.0	17973.0	4956.952	1.0	1.0	6668.0	793.67163	18056.0	3672.7954	13824.0	1553.9396	18136.0	4838.036	16053.0	4006.3083	
759	23154.0	4396.2383	10946.0	1602.4288	4619.0	1185.0309	1.0	1.0	18013.0	4964.604	1.0	1.0	6659.0	792.23615	18109.0	3678.2607	13818.0	1552.1688	18191.0	4847.0605	16089.0	4015.366	
760	22891.0	4350.314	11012.0	1615.3448	4646.0	1190.5385	1.0	1.0	18060.0	4973.9067	1.0	1.0	6642.0	789.1678	18163.0	3685.6836	13821.0	1550.5713	18240.0	4854.0703	16123.0	4023.7988	
761	22652.0	4308.8286	11064.0	1624.8953	4663.0	1194.8143	1.0	1.0	18096.0	4981.3257	1.0	1.0	6632.0	787.40753	18208.0	3690.0425	13817.0	1548.2062	18306.0	4864.638	16160.0	4033.2434	
762	22390.0	4264.6367	11098.0	1630.0145	4702.0	1203.6968	1.0	1.0	18123.0	4987.584	1.0	1.0	6625.0	785.93854	18272.0	3698.492	13831.0	1548.0275	18369.0	4874.5522	16188.0	4040.4575	
763	22158.0	4225.057	11145.0	1637.9146	4735.0	1209.6652	1.0	1.0	18164.0	4995.4907	1.0	1.0	6615.0	784.46	18318.0	3703.9138	13820.0	1545.0718	18416.0	4881.8228	16227.0	4050.0042	
764	21947.0	4187.935	11170.0	1643.2139	4748.0	1211.3798	1.0	1.0	18203.0	5004.6387	1.0	1.0	6608.0	782.6311	18371.0	3711.014	13815.0	1542.7977	18464.0	4889.551	16272.0	4060.2454	
765	21766.0	4158.3955	11205.0	1648.8204	4755.0	1211.0901	1.0	1.0	18237.0	5011.3486	1.0	1.0	6592.0	780.2103	18414.0	3715.7231	13799.0	1538.8481	18520.0	4898.601	16310.0	4070.369	
766	21525.0	4116.5977	11237.0	1655.4286	4783.0	1215.3856	1.0	1.0	18275.0	5019.4824	1.0	1.0	6583.0	778.4165	18468.0	3722.4355	13794.0	1536.2961	18585.0	4909.1997	16348.0	4080.1646	
767	21334.0	4084.442	11264.0	1660.5698	4793.0	1216.3835	1.0	1.0	18309.0	5026.48	1.0	1.0	6566.0	775.9061	18514.0	3728.1155	13773.0	1531.8132	18659.0	4919.3853	16386.0	4090.3115	
768	21128.0	4052.5032	11302.0	1668.1398	4805.0	1217.8699	1.0	1.0	18349.0	5033.938	1.0	1.0	6558.0	774.1604	18557.0	3732.0974	13767.0	1529.4109	18719.0	4929.2783	16413.0	4096.0117	
769	20931.0	4019.3376	11337.0	1674.1606	4818.0	1219.9022	1.0	1.0	18382.0	5040.1074	1.0	1.0	6545.0	772.13025	18596.0	3736.7766	13757.0	1527.2272	18788.0	4939.818	16444.0	4103.9463	
770	20738.0	3985.9763	11368.0	1680.4932	4825.0	1219.9504	1.0	1.0	18413.0	5046.264	1.0	1.0	6545.0	772.4084	18636.0	3741.9475	13743.0	1524.1818	18843.0	4947.828	16487.0	4114.3545	
771	20564.0	3955.5415	11408.0	1687.5215	4835.0	1221.464	1.0	1.0	18446.0	5053.1157	1.0	1.0	6521.0	769.51447	18672.0	3747.5552	13736.0	1521.7231	18898.0	4955.3594	16518.0	4121.608	
772	20369.0	3921.7705	11437.0	1695.0142	4841.0	1221.8405	1.0	1.0	18482.0	5060.34	1.0	1.0	6508.0	767.445	18716.0	3752.57	13732.0	1519.7571	18953.0	4963.716	16560.0	4130.9497	
773	20181.0	3885.3735	11474.0	1703.7281	4850.0	1223.8293	1.0	1.0	18515.0	5066.7363	1.0	1.0	6501.0	765.9809	18755.0	3757.9626	13702.0	1515.0049	19020.0	4973.444	16600.0	4141.34	
774	20001.0	3853.0056	11513.0	1711.3037	4855.0	1223.6869	1.0	1.0	18556.0	5074.907	1.0	1.0	6487.0	764.2821	18787.0	3762.429	13689.0	1512.001	19079.0	4982.526	16631.0	4149.2563	
775	19825.0	3820.4395	11538.0	1718.772	4871.0	1226.77	1.0	1.0	18602.0	5083.4907	1.0	1.0	6467.0	761.40564	18818.0	3766.693	13683.0	1509.766	19140.0	4991.7656	16654.0	4154.295	
776	19647.0	3788.5364	11568.0	1724.837	4875.0	1226.5035	1.0	1.0	18640.0	5090.58	1.0	1.0	6448.0	758.98956	18849.0	3770.4695	13665.0	1506.2543	19217.0	5004.033	16689.0	4163.193	
777	19464.0	3752.7378	11608.0	1734.9873	4884.0	1227.079	1.0	1.0	18671.0	5096.713	1.0	1.0	6428.0	756.70154	18888.0	3776.1963	13656.0	1504.1488	19279.0	5012.9233	16720.0	4171.9097	
778	19307.0	3724.0603	11640.0	1741.6802	4880.0	1225.5696	1.0	1.0	18704.0	5102.8057	1.0	1.0	6413.0	754.4902	18917.0	3780.6455	13636.0	1501.1188	19340.0	5021.387	16761.0	4181.64	
779	19133.0	3691.692	11675.0	1750.5833	4887.0	1226.6118	1.0	1.0	18739.0	5109.8003	1.0	1.0	6404.0	752.9024	18955.0	3786.05	13621.0	1498.0344	19393.0	5028.874	16791.0	4188.851	
780	18951.0	3656.299	11711.0	1759.4492	4898.0	1228.2024	1.0	1.0	18782.0	5118.5156	1.0	1.0	6375.0	749.4948	18992.0	3790.7854	13602.0	1493.4283	19467.0	5040.7725	16820.0	4196.45	
781	18796.0	3627.7288	11751.0	1767.9192	4892.0	1226.2682	1.0	1.0	18820.0	5125.8735	1.0	1.0	6353.0	747.0288	19019.0	3793.7126	13591.0	1490.2366	19520.0	5048.623	16856.0	4206.005	
782	18617.0	3592.637	11792.0	1778.2142	4898.0	1226.6383	1.0	1.0	18847.0	5131.403	1.0	1.0	6340.0	744.77765	19048.0	3797.6638	13586.0	1488.6034	19578.0	5058.9	16892.0	4214.558	
783	18449.0	3560.5823	11831.0	1789.1722	4899.0	1225.6309	1.0	1.0	18891.0	5140.2036	1.0	1.0	6324.0	742.86914	19076.0	3799.6765	13578.0	1486.3021	19630.0	5066.902	16920.0	4222.055	
784	18269.0	3522.9663	11868.0	1801.1277	4911.0	1227.7854	1.0	1.0	18932.0	5148.1436	1.0	1.0	6306.0	740.5272	19101.0	3802.9792	13572.0	1484.3359	19692.0	5076.5522	16947.0	4228.975	
785	18104.0	3487.5183	11896.0	1810.9807	4907.0	1226.0886	1.0	1.0	18968.0	5155.5977	1.0	1.0	6288.0	737.8664	19134.0	3807.4631	13553.0	1480.4863	19761.0	5087.625	16987.0	4239.766	
786	17949.0	3454.1533	11926.0	1821.9403	4900.0	1223.5692	1.0	1.0	19014.0	5164.6523	1.0	1.0	6273.0	735.92365	19159.0	3809.827	13537.0	1477.1311	19812.0	5094.6235	17028.0	4251.568	
787	17789.0	3421.2886	11949.0	1829.4833	4920.0	1228.4888	1.0	1.0	19063.0	5174.3545	1.0	1.0	6250.0	732.40576	19180.0	3810.3303	13520.0	1473.67	19860.0	5101.6465	17067.0	4261.721	
788	17607.0	3383.5884	11984.0	1841.527	4940.0	1232.4856	1.0	1.0	19097.0	5180.207	1.0	1.0	6237.0	730.41187	19210.0	3813.0962	13497.0	1469.5931	19923.0	5110.9243	17103.0	4271.5586	
789	17423.0	3344.239	12015.0	1853.4368	4956.0	1237.2223	1.0	1.0	19133.0	5186.7383	1.0	1.0	6227.0	729.4532	19238.0	3816.419	13478.0	1465.4747	19994.0	5121.935	17134.0	4278.476	
790	17238.0	3305.4883	12039.0	1861.0028	4977.0	1243.6294	1.0	1.0	19164.0	5192.649	1.0	1.0	6212.0	727.7274	19271.0	3820.4956	13463.0	1461.7522	20070.0	5134.027	17164.0	4286.621	
791	17075.0	3267.753	12059.0	1868.9114	5000.0	1252.1232	1.0	1.0	19186.0	5197.0522	1.0	1.0	6200.0	726.33765	19297.0	3823.255	13444.0	1458.1565	20137.0	5144.266	17200.0	4295.5376	
792	16901.0	3229.6448	12088.0	1877.4048	5017.0	1258.6476	1.0	1.0	19221.0	5204.184	1.0	1.0	6187.0	724.61975	19329.0	3827.3904	13435.0	1455.6014	20184.0	5151.124	17236.0	4304.774	
793	16743.0	3193.8657	12118.0	1885.4672	5031.0	1264.1654	1.0	1.0	19256.0	5210.933	1.0	1.0	6172.0	723.61804	19354.0	3830.501	13414.0	1451.4475	20237.0	5158.8906	17273.0	4314.499	
794	16586.0	3160.0771	12130.0	1890.1736	5046.0	1268.5637	1.0	1.0	19294.0	5219.0015	1.0	1.0	6155.0	720.97925	19378.0	3833.5608	13396.0	1447.5928	20300.0	5168.006	17313.0	4325.4253	
795	16406.0	3122.209	12159.0	1897.8759	5072.0	1277.1996	1.0	1.0	19336.0	5226.5117	1.0	1.0	6136.0	718.6099	19398.0	3834.966	13364.0	1442.4285	20383.0	5179.818	17344.0	4333.759	
796	16235.0	3086.5486	12183.0	1906.4562	5085.0	1283.2552	1.0	1.0	19369.0	5232.21	1.0	1.0	6121.0	717.1804	19432.0	3838.555	13344.0	1438.6643	20453.0	5189.5093	17376.0	4340.9966	
797	16103.0	3055.6675	12202.0	1912.7479	5105.0	1291.5901	1.0	1.0	19400.0	5238.4907	1.0	1.0	6094.0	714.0342	19453.0	3841.0903	13330.0	1435.3003	20514.0	5197.8325	17397.0	4346.6216	
798	15937.0	3019.4175	12235.0	1924.0631	5125.0	1296.4171	1.0	1.0	19437.0	5245.911	1.0	1.0	6078.0	712.40607	19480.0	3844.4595	13309.0	1431.552	20575.0	5205.244	17422.0	4353.9033	
799	15766.0	2978.4314	12275.0	1935.8566	5148.0	1306.2798	1.0	1.0	19482.0	5254.4966	1.0	1.0	6059.0	709.79767	19495.0	3846.4478	13282.0	1426.8285	20641.0	5214.667	17450.0	4360.571	
800	15618.0	2946.9973	12294.0	1943.6957	5164.0	1311.7544	1.0	1.0	19508.0	5259.8745	1.0	1.0	6045.0	708.3364	19524.0	3849.747	13264.0	1423.254	20708.0	5223.284	17473.0	4366.4316	
801	15450.0	2911.1604	12324.0	1952.7346	5184.0	1317.4633	1.0	1.0	19547.0	5267.0425	1.0	1.0	6019.0	705.23224	19542.0	3851.5635	13244.0	1419.521	20776.0	5232.822	17512.0	4375.836	
802	15296.0	2876.5852	12353.0	1962.3346	5202.0	1324.0265	1.0	1.0	19584.0	5273.1523	1.0	1.0	6003.0	703.0724	19573.0	3854.627	13221.0	1415.3789	20831.0	5242.086	17535.0	4382.1123	
803	15136.0	2843.1936	12378.0	1969.6927	5204.0	1325.7919	1.0	1.0	19631.0	5281.7246	1.0	1.0	5988.0	700.51794	19603.0	3857.9917	13187.0	1410.1085	20906.0	5254.019	17565.0	4390.341	
804	15001.0	2813.2866	12407.0	1980.8043	5205.0	1326.8456	1.0	1.0	19670.0	5287.8325	1.0	1.0	5975.0	699.422	19629.0	3859.8542	13151.0	1404.4208	20965.0	5263.142	17595.0	4397.7715	
805	14828.0	2778.033	12434.0	1990.6466	5209.0	1328.3989	1.0	1.0	19709.0	5296.1284	1.0	1.0	5969.0	697.476	19663.0	3862.5334	13118.0	1399.9177	21036.0	5272.9434	17632.0	4407.304	
806	14696.0	2750.0623	12458.0	1999.9199	5209.0	1328.8513	1.0	1.0	19743.0	5301.958	1.0	1.0	5960.0	695.92395	19681.0	3864.3894	13090.0	1395.4459	21099.0	5281.903	17662.0	4414.9243	
807	14555.0	2722.3057	12481.0	2007.2687	5221.0	1332.3647	1.0	1.0	19780.0	5308.0947	1.0	1.0	5956.0	694.9695	19705.0	3866.9968	13054.0	1389.9591	21163.0	5291.862	17683.0	4419.5557	
808	14392.0	2686.3113	12519.0	2019.054	5232.0	1336.4755	1.0	1.0	19829.0	5316.7314	1.0	1.0	5936.0	693.1124	19731.0	3869.9653	13015.0	1383.6183	21229.0	5301.073	17715.0	4427.0396	
809	14219.0	2649.9287	12556.0	2031.5011	5247.0	1340.7462	1.0	1.0	19867.0	5323.354	1.0	1.0	5926.0	691.4798	19760.0	3872.7144	12986.0	1379.1442	21291.0	5310.3325	17746.0	4434.182	
810	14056.0	2618.388	12586.0	2038.9968	5260.0	1346.3771	1.0	1.0	19913.0	5331.2446	1.0	1.0	5910.0	689.42303	19790.0	3875.5762	12950.0	1372.7784	21355.0	5318.921	17778.0	4441.6743	
811	13909.0	2586.9978	12614.0	2047.5807	5271.0	1351.1581	1.0	1.0	19957.0	5338.544	1.0	1.0	5899.0	687.76135	19809.0	3877.4658	12911.0	1366.695	21422.0	5328.7534	17806.0	4448.4233	
812	13760.0	2554.294	12632.0	2053.547	5294.0	1359.2899	1.0	1.0	20023.0	5350.358	1.0	1.0	5876.0	684.76465	19826.0	3879.1838	12869.0	1359.6377	21490.0	5337.9653	17828.0	4454.3384	
813	13612.0	2521.4243	12661.0	2062.9548	5312.0	1366.3209	1.0	1.0	20063.0	5356.799	1.0	1.0	5861.0	683.24396	19858.0	3882.197	12834.0	1354.323	21546.0	5345.9434	17851.0	4460.1772	
814	13471.0	2489.71	12687.0	2069.6682	5338.0	1375.7333	1.0	1.0	20102.0	5363.713	1.0	1.0	5842.0	681.113	19874.0	3882.8152	12817.0	1351.6626	21594.0	5352.6045	17873.0	4466.3647	
815	13307.0	2456.07	12715.0	2076.7742	5355.0	1382.2197	1.0	1.0	20145.0	5370.6455	1.0	1.0	5825.0	679.3494	19908.0	3887.5435	12785.0	1346.7986	21659.0	5361.056	17899.0	4472.9307	
816	13148.0	2421.9727	12740.0	2083.674	5372.0	1389.6074	1.0	1.0	20188.0	5377.867	1.0	1.0	5808.0	676.77386	19936.0	3891.3867	12749.0	1341.048	21728.0	5370.6045	17929.0	4480.458	
817	12981.0	2386.7522	12756.0	2089.8286	5394.0	1396.2444	1.0	1.0	20243.0	5387.1323	1.0	1.0	5789.0	674.75885	19960.0	3893.3154	12717.0	1335.6841	21794.0	5380.189	17964.0	4489.494	
818	12846.0	2358.7961	12769.0	2094.393	5399.0	1400.3462	1.0	1.0	20288.0	5395.301	1.0	1.0	5779.0	673.5198	19992.0	3896.024	12678.0	1329.557	21854.0	5388.758	17993.0	4496.7	
819	12705.0	2326.385	12789.0	2100.2449	5416.0	1407.3044	1.0	1.0	20326.0	5401.595	1.0	1.0	5770.0	672.39374	20020.0	3899.9265	12640.0	1324.0111	21906.0	5396.9146	18026.0	4504.615	
820	12576.0	2297.4734	12813.0	2108.6838	5433.0	1413.6381	1.0	1.0	20379.0	5409.6104	1.0	1.0	5749.0	669.68866	20041.0	3901.992	12596.0	1317.5558	21961.0	5403.883	18050.0	4510.865	
821	12438.0	2267.2725	12837.0	2116.2698	5448.0	1420.8579	1.0	1.0	20426.0	5416.74	1.0	1.0	5737.0	668.6069	20066.0	3904.1404	12548.0	1310.2496	22019.0	5412.078	18079.0	4517.171	
822	12294.0	2239.4348	12855.0	2120.4148	5472.0	1428.5562	1.0	1.0	20473.0	5423.9414	1.0	1.0	5717.0	666.63464	20084.0	3906.3213	12513.0	1304.8356	22085.0	5420.691	18105.0	4522.558	
823	12146.0	2206.1191	12876.0	2128.0837	5492.0	1436.5125	1.0	1.0	20518.0	5431.838	1.0	1.0	5695.0	664.4262	20110.0	3908.007	12491.0	1300.3208	22141.0	5428.4746	18129.0	4529.6055	
824	12031.0	2183.2805	12899.0	2133.9639	5496.0	1439.3805	1.0	1.0	20571.0	5440.326	1.0	1.0	5671.0	661.81586	20126.0	3908.655	12459.0	1294.9891	22189.0	5435.273	18156.0	4535.705	
825	11870.0	2149.001	12925.0	2143.305	5504.0	1443.0408	1.0	1.0	20618.0	5447.7485	1.0	1.0	5657.0	660.06793	20162.0	3913.3638	12426.0	1289.5203	22241.0	5441.935	18195.0	4545.4067	
826	11765.0	2128.5735	12935.0	2147.3657	5508.0	1444.4998	1.0	1.0	20664.0	5454.7905	1.0	1.0	5638.0	657.8706	20174.0	3914.183	12399.0	1285.2147	22292.0	5449.3716	18223.0	4551.517	
827	11643.0	2103.4734	12951.0	2152.204	5515.0	1446.1898	1.0	1.0	20707.0	5461.9956	1.0	1.0	5623.0	655.95734	20200.0	3917.1963	12362.0	1280.0011	22347.0	5457.3745	18250.0	4558.997	
828	11523.0	2082.8196	12965.0	2155.282	5520.0	1447.9418	1.0	1.0	20760.0	5470.372	1.0	1.0	5608.0	654.0906	20231.0	3920.6416	12316.0	1273.1879	22401.0	5464.0503	18274.0	4565.0054	
829	11418.0	2062.545	12976.0	2160.3079	5526.0	1449.528	1.0	1.0	20802.0	5476.929	1.0	1.0	5589.0	652.3799	20252.0	3921.9053	12283.0	1268.2828	22461.0	5471.66	18291.0	4569.849	
830	11311.0	2041.5481	12990.0	2164.3953	5532.0	1451.9061	1.0	1.0	20854.0	5484.2397	1.0	1.0	5568.0	650.27057	20275.0	3924.0933	12226.0	1260.669	22523.0	5479.7563	18319.0	4576.5093	
831	11193.0	2020.4541	13004.0	2167.4941	5540.0	1453.828	1.0	1.0	20897.0	5490.719	1.0	1.0	5548.0	648.2788	20300.0	3926.9253	12179.0	1254.1744	22601.0	5490.394	18336.0	4581.118	
832	11111.0	2006.8123	13005.0	2168.1836	5533.0	1452.0078	1.0	1.0	20942.0	5497.5835	1.0	1.0	5527.0	646.3394	20321.0	3928.3655	12134.0	1247.8732	22665.0	5498.8887	18360.0	4587.329	
833	11008.0	1987.6278	13020.0	2172.9775	5532.0	1451.3867	1.0	1.0	20991.0	5505.6025	1.0	1.0	5504.0	644.1398	20347.0	3930.852	12088.0	1241.3597	22725.0	5506.353	18383.0	4593.083	
834	10901.0	1969.4106	13033.0	2175.9246	5529.0	1450.6072	1.0	1.0	21027.0	5511.367	1.0	1.0	5489.0	642.96936	20370.0	3932.2886	12047.0	1235.9161	22791.0	5514.668	18411.0	4600.232	
835	10826.0	1955.8804	13036.0	2177.5798	5530.0	1450.9829	1.0	1.0	21071.0	5518.2817	1.0	1.0	5465.0	640.50305	20392.0	3934.5483	11986.0	1228.1322	22861.0	5522.8276	18431.0	4604.6494	
836	10723.0	1936.3593	13042.0	2180.144	5527.0	1450.9419	1.0	1.0	21116.0	5525.856	1.0	1.0	5435.0	638.1754	20415.0	3937.0645	11947.0	1222.181	22934.0	5530.965	18459.0	4611.6953	
837	10614.0	1918.7589	13051.0	2182.46	5528.0	1451.6888	1.0	1.0	21169.0	5533.556	1.0	1.0	5408.0	635.35974	20441.0	3939.2095	11896.0	1215.0726	23004.0	5539.3286	18487.0	4617.948	
838	10523.0	1902.4949	13051.0	2183.875	5530.0	1452.0946	1.0	1.0	21213.0	5540.1943	1.0	1.0	5390.0	633.3845	20457.0	3940.913	11842.0	1208.4614	23084.0	5548.5854	18508.0	4623.379	
839	10414.0	1882.8564	13062.0	2186.235	5533.0	1452.4482	1.0	1.0	21261.0	5547.1416	1.0	1.0	5369.0	631.40063	20484.0	3944.642	11774.0	1199.8949	23166.0	5558.3096	18535.0	4630.455	
840	10322.0	1866.2306	13069.0	2188.9612	5538.0	1453.514	1.0	1.0	21298.0	5552.185	1.0	1.0	5345.0	629.60297	20513.0	3948.4177	11709.0	1191.8468	23251.0	5567.3706	18553.0	4635.25	
841	10224.0	1850.0189	13082.0	2192.3638	5536.0	1451.9666	1.0	1.0	21343.0	5558.7603	1.0	1.0	5325.0	627.7549	20534.0	3950.7366	11661.0	1185.4225	23316.0	5574.7227	18577.0	4641.63	
842	10132.0	1832.9268	13081.0	2193.6914	5530.0	1450.5345	1.0	1.0	21401.0	5567.2417	1.0	1.0	5294.0	625.0894	20559.0	3952.0027	11607.0	1178.3777	23389.0	5584.666	18605.0	4648.848	
843	10035.0	1814.777	13088.0	2195.96	5519.0	1446.9462	1.0	1.0	21453.0	5575.964	1.0	1.0	5266.0	622.4218	20577.0	3954.4739	11570.0	1173.2059	23451.0	5592.463	18639.0	4657.169	
