SIMULATION PARAMETERS:
n = 180
m = 320
k = 1
p = 4
recruit_likeliness = 0.001
defeat_likeliness = 0.001
starting_control = 100
resource_noise_scale = 0.13176157

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
107	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
108	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
109	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
110	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
111	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
112	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
113	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
114	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
115	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
116	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
117	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
118	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
119	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
120	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
121	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
122	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
123	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
124	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
125	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
126	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
127	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
128	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
129	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
130	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
131	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
132	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
133	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
134	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
135	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
136	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
137	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
138	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
139	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
140	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
141	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
142	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
143	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
144	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
145	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
146	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
147	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
148	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
149	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
150	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
151	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
152	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
153	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
154	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
155	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
156	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
157	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
158	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
159	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
160	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
161	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
162	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
163	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
164	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
165	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
166	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
167	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
168	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
169	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
170	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
171	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
172	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
173	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
174	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
175	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
176	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
177	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
178	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
179	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
180	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
181	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
182	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
183	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
184	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
185	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
186	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
187	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
188	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
189	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
190	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
191	57596.0	13181.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
192	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
193	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
194	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
195	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
196	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
197	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
198	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
199	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
200	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
201	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
202	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
203	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
204	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
205	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
206	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
207	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
208	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
209	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
210	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
211	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
212	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
213	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
214	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
215	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
216	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
217	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
218	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
219	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
220	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
221	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
222	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
223	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
224	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
225	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
226	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
227	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
228	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
229	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
230	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
231	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
232	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
233	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
234	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
235	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
236	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
237	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
238	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
239	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
240	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
241	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
242	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
243	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
244	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
245	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
246	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
247	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
248	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
249	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
250	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
251	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
252	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
253	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
254	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
255	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
256	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
257	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
258	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
259	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
260	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
261	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
262	57595.0	13181.758	1.0	1.0	2.0	1.093932	1.0	1.0	1.0	1.0	
